N	3gram	Voloshinov	PoTuStor
1	с точки зрения	31	6
2	на самом деле	5	4
3	по ту сторону	1	4
4	с самого начала	9	4
5	до сих пор	10	3
6	не может быть	23	3
7	в большинстве случаев	7	3
8	по крайней мере	1	3
9	в этом смысле	2	3
10	по сравнению с	1	3
11	мы полагаем что	2	3
12	во всяком случае	4	3
13	можно сказать что	4	3
14	и пр и	5	3
15	мы можем сказать	2	2
16	в конечном счете	1	2
17	так же как	2	2
18	в нем нет	4	2
19	но отнюдь не	1	2
20	по аналогии с	1	2
21	о том что	2	2
22	не могут быть	3	2
23	в самом деле	13	2
24	не нуждается в	1	2
25	пр и пр	5	2
26	в его целом	2	2
27	связанных с ними	1	2
28	со всех сторон	2	1
29	быть не может	1	1
30	должен освободиться от	1	1
31	так и в	2	1
32	жизни в этом	2	1
33	таким образом к	1	1
34	мы на самом	1	1
35	именно здесь в	2	1
36	в сознание или	1	1
37	в том что	9	1
38	друг с другом	2	1
39	так и с	1	1
40	важный момент в	1	1
41	а может быть	1	1
42	не следует что	2	1
43	каких бы то	3	1
44	не что иное	1	1
45	рано или поздно	2	1
46	и быть не	1	1
47	и та же	1	1
48	и его школа	1	1
49	что иное как	1	1
50	если мы отвлечемся	2	1
51	в этом и	1	1
52	из всего сказанного	2	1
53	не чем иным	1	1
54	дело в том	1	1
55	этом отношении и	1	1
56	ни в коем	2	1
57	оно ни было	4	1
58	той или иной	5	1
59	полагаем что здесь	1	1
60	мы уже знаем	2	1
61	первый план выдвигается	1	1
62	подобно тому как	1	1
63	ничего общего не	1	1
64	как мы сказали	4	1
65	существует только в	1	1
66	в применении к	1	1
67	между организмом и	1	1
68	можно было бы	2	1
69	можем сказать что	1	1
70	прежде всего на	1	1
71	и есть та	1	1
72	может быть именно	2	1
73	остается таким образом	1	1
74	и прежде всего	4	1
75	как мы знаем	6	1
76	снова и снова	1	1
77	оно само нуждается	1	1
78	для психики и	1	1
79	есть прежде всего	2	1
80	идеологического творчества все	1	1
81	конечно не следует	1	1
82	и ту же	1	1
83	только при таком	1	1
84	и как мы	1	1
85	он не дает	1	1
86	может быть ничего	2	1
87	для него только	1	1
88	чем иным как	1	1
89	же как и	2	1
90	и пр в	4	1
91	и его школы	1	1
92	то ни было	11	1
93	и того же	9	1
94	а иногда и	2	1
95	мы отвлечемся от	2	1
96	бы он был	2	1
97	этой точки зрения	1	1
98	в высшей степени	5	1
99	одну и ту	1	1
100	здесь в области	1	1
101	одна и та	1	1
102	с этой точки	1	1
103	очень важный момент	1	1
104	быть именно здесь	1	1
105	то же самое	8	1
106	коем случае нельзя	1	1
107	связанных как с	1	1
108	в каком направлении	1	1
109	в коем случае	2	1
110	для того чтобы	7	1
111	быть ничего общего	1	1
112	не подлежит конечно	1	1
113	есть в сущности	1	1
114	всех без исключения	5	1
115	совершенно так же	1	1
116	формы так и	1	1
117	как это делает	1	1
118	с одной стороны	2	1
119	на первый план	2	1
120	именно то что	1	1
121	и последовательное выражение	1	1
122	таким образом сплошь	1	1
123	в этом отношении	4	1
124	или во всяком	1	1
125	связи с этим	3	1
126	бы оно ни	1	1
127	таким образом и	1	1
128	тесной зависимости от	1	1
129	это и есть	2	1
130	во всех областях	2	1
131	бы то ни	11	1
132	теперь мы должны	2	1
133	само нуждается в	1	1
134	в тесной зависимости	1	1
135	не существует для	2	1
136	из сказанного нами	1	1
137	таким образом с	1	1
138	его целом это	1	1
139	как наука о	1	1
140	но оно само	1	1
141	если бы он	3	1
142	одного и того	9	1
143	в связи с	12	1
144	может быть только	1	1
