N	2gram	Bakhtin_Pr	Formalny
1	и в	64	95
2	т е	44	94
3	и не	55	78
4	поэтического языка	1	67
5	может быть	43	66
6	в этом	33	61
7	не может	26	57
8	и пр	5	53
9	вовсе не	12	53
10	таким образом	15	52
11	и его	21	51
12	так и	8	50
13	точки зрения	31	47
14	в нем	28	42
15	в его	30	42
16	прежде всего	16	41
17	с точки	21	40
18	как и	25	39
19	и т	14	37
20	художественного произведения	2	36
21	в самом	17	35
22	не в	15	35
23	а не	29	34
24	в процессе	6	34
25	но и	26	33
26	то же	18	32
27	самом деле	10	32
28	не только	26	30
29	в пределах	24	28
30	в том	12	26
31	если бы	12	26
32	то что	21	25
33	художественной конструкции	1	25
34	при этом	8	24
35	в своей	11	24
36	на почве	5	24
37	лишь в	4	24
38	на самом	5	24
39	с помощью	2	23
40	было бы	8	23
41	связи с	3	23
42	в ней	2	23
43	в то	15	22
44	и ее	5	22
45	и с	9	21
46	что в	11	21
47	в истории	2	21
48	как бы	33	21
49	между ними	6	20
50	не менее	3	20
51	входит в	9	20
52	как мы	13	20
53	и от	3	20
54	же время	13	20
55	место в	1	20
56	в их	6	20
57	по себе	16	19
58	хотя бы	4	19
59	т д	4	19
60	не могут	10	19
61	социального общения	1	19
62	все это	9	19
63	все же	11	18
64	в связи	1	18
65	т п	10	18
66	должна быть	8	18
67	только в	13	18
68	и все	6	18
69	с его	11	18
70	все эти	13	18
71	и их	3	18
72	идеологического творчества	2	17
73	именно как	2	17
74	как раз	9	17
75	социальной жизни	2	17
76	произведения в	2	17
77	как в	7	17
78	более того	8	17
79	во всяком	7	16
80	с другой	7	16
81	так же	8	16
82	всяком случае	4	16
83	в искусстве	1	16
84	совершенно не	5	16
85	потому что	8	16
86	именно в	5	15
87	все время	3	15
88	должно быть	8	15
89	с другими	8	15
90	его в	8	15
91	бы в	7	15
92	во всех	4	15
93	и на	16	15
94	так как	9	15
95	но в	14	15
96	в поэзии	2	15
97	в литературе	4	15
98	в жизни	5	14
99	только на	3	14
100	в своем	12	14
101	в ее	2	14
102	в этой	5	14
103	в единстве	9	14
104	что он	15	14
105	вместе с	1	14
106	еще не	10	14
107	если мы	3	14
108	произведения и	2	14
109	литературное произведение	1	14
110	и потому	7	14
111	жизни и	3	14
112	в целом	8	14
113	в результате	7	13
114	тем что	6	13
115	настоящее время	3	13
116	что и	7	13
117	говорит он	6	13
118	ни в	5	13
119	как его	4	13
120	могут быть	9	13
121	независимо от	1	13
122	как таковой	2	13
123	для них	1	13
124	со стороны	1	13
125	что же	9	13
126	до конца	10	13
127	в настоящее	3	13
128	того что	3	13
129	она не	10	13
130	а в	10	13
131	там где	12	12
132	уже не	15	12
133	к тому	4	12
134	в действительности	1	12
135	по отношению	12	12
136	как это	1	12
137	и здесь	6	12
138	оно не	3	12
139	того чтобы	2	12
140	и для	7	12
141	лишь как	9	12
142	отношению к	12	12
143	в корне	1	11
144	социальной действительности	1	11
145	никогда не	11	11
146	что они	1	11
147	так сказать	9	11
148	лишь для	2	11
149	то ни	3	11
150	между тем	7	11
151	зависимости от	5	11
152	они не	5	11
153	произведения как	2	11
154	это и	5	11
155	для него	23	11
156	этом отношении	3	11
157	в основе	4	11
158	в общем	1	11
159	но не	12	11
160	в большинстве	11	11
161	слова и	8	11
162	не как	20	10
163	другой стороны	6	10
164	в своих	4	10
165	в первом	2	10
166	в художественном	6	10
167	раз и	6	10
168	конечно не	4	10
169	в зависимости	5	10
170	бы то	3	10
171	каждый элемент	3	10
172	не было	5	10
173	большинстве случаев	10	10
174	не есть	4	10
175	он не	14	10
176	если же	7	10
177	материала в	1	10
178	с ее	1	10
179	мы видели	1	10
180	в слове	3	10
181	дело идет	6	10
182	конструкции и	1	10
183	тем же	3	10
184	друг друга	4	10
185	и др	7	10
186	мы не	4	10
187	по существу	6	10
188	и как	9	10
189	на фоне	5	10
190	художественной структуры	1	10
191	не о	3	10
192	его целом	6	10
193	еще более	2	9
194	и даже	5	9
195	языка в	1	9
196	для понимания	4	9
197	не могло	2	9
198	мы знаем	1	9
199	ни было	4	9
200	но ведь	3	9
201	в каждом	15	9
202	одним словом	1	9
203	литературы и	1	9
204	бы ни	3	9
205	или иного	1	9
206	в языке	1	9
207	отношения к	5	9
208	со всею	5	9
209	в свою	1	9
210	и до	6	9
211	здесь не	7	9
212	но это	6	9
213	ничего не	8	9
214	от всех	1	9
215	менее всего	7	9
216	является лишь	4	9
217	у нас	3	9
218	быть и	2	9
219	и к	5	8
220	в них	5	8
221	в данном	2	8
222	одной стороны	1	8
223	всего этого	2	8
224	была бы	5	8
225	следует что	1	8
226	с одной	1	8
227	же как	2	8
228	между собой	2	8
229	в сторону	2	8
230	в других	2	8
231	сих пор	9	8
232	и речи	1	8
233	и является	2	8
234	всех этих	2	8
235	до сих	9	8
236	что это	2	8
237	с этим	3	8
238	роль в	1	8
239	в конкретном	3	8
240	не должна	3	8
241	это не	12	8
242	должен быть	1	8
243	не следует	1	8
244	для того	1	8
245	в области	1	8
246	для этого	3	8
247	в той	5	7
248	же и	5	7
249	более или	4	7
250	в художественную	1	7
251	но все	6	7
252	становится в	1	7
253	является для	3	7
254	мы увидим	6	7
255	свою очередь	1	7
256	сказать что	4	7
257	установка на	4	7
258	что именно	1	7
259	к этому	1	7
260	вот как	3	7
261	в сущности	10	7
262	из них	3	7
263	оценки и	1	7
264	говорит в	1	7
265	художественном произведении	1	7
266	следовательно и	3	7
267	от этого	2	7
268	смысл и	1	7
269	в себе	11	7
270	бы быть	1	7
271	в особенности	1	7
272	единство произведения	2	7
273	во втором	1	7
274	в содержании	1	7
275	не на	7	7
276	сами по	4	7
277	смысла и	1	7
278	данной социальной	2	7
279	том что	8	7
280	что бы	1	7
281	не входит	5	7
282	известной степени	2	7
283	а вовсе	2	7
284	высшей степени	1	7
285	ничем не	1	7
286	в первый	1	7
287	он и	8	7
288	и всякое	3	7
289	в какой	2	7
290	и понимания	4	7
291	среды в	1	7
292	только и	1	7
293	войти в	2	7
294	или менее	4	7
295	в одной	8	7
296	того или	1	7
297	стороны и	4	7
298	как их	4	7
299	как к	3	7
300	в высшей	1	7
