N	3gram	Bakhtin_Fr	Istorich
1	с другой стороны	5	46
2	мы видим что	2	30
3	до сих пор	6	30
4	в этом случае	1	29
5	с одной стороны	4	28
6	мы знаем что	1	26
7	в том что	2	25
8	не может быть	2	24
9	но все же	2	23
10	о том что	3	22
11	мы имеем в	2	19
12	не только в	3	19
13	в связи с	5	17
14	мы видели что	1	16
15	о том как	1	15
16	в данном случае	3	15
17	после того как	1	15
18	по отношению к	2	14
19	в то время	1	13
20	то время как	1	13
21	но и в	4	12
22	как мы видели	4	12
23	не что иное	1	11
24	во всех этих	1	11
25	что иное как	1	11
26	как и в	2	10
27	можно было бы	2	10
28	что и в	1	10
29	как мы увидим	1	9
30	более или менее	1	9
31	в таких случаях	1	9
32	и вместе с	1	9
33	таким образом и	2	8
34	и то что	1	8
35	подобно тому как	2	8
36	в большинстве случаев	3	7
37	смысле этого слова	2	7
38	то что в	1	7
39	во всяком случае	2	7
40	здесь мы видим	1	7
41	так например в	1	7
42	на том что	1	6
43	и в других	3	6
44	но это не	1	6
45	так как в	1	6
46	все же не	1	6
47	это может быть	1	6
48	с самого начала	1	6
49	то что он	1	5
50	том что в	1	5
51	для того чтобы	5	5
52	в отличие от	3	5
53	со всех сторон	1	5
54	в том чтобы	1	5
55	в нем и	1	5
56	в том числе	4	5
57	до наших дней	5	5
58	есть не что	1	5
59	в другом месте	1	5
60	так и в	1	5
61	на самом деле	5	5
62	перед нами как	1	4
63	образом и здесь	1	4
64	только то что	2	4
65	с точки зрения	4	4
66	там где нет	1	4
67	в одной из	1	4
68	тем что он	1	4
69	оно может быть	1	4
70	мы видели и	1	4
71	в это время	1	4
72	можно сказать что	2	4
73	и в особенности	1	4
74	мы видим здесь	1	4
75	между прочим и	1	4
76	это и есть	2	4
77	одной стороны и	2	3
78	все то что	2	3
79	как будто бы	1	3
80	все же еще	1	3
81	в одном из	1	3
82	за то что	2	3
83	один и тот	3	3
84	дело в том	2	3
85	приведем несколько примеров	1	3
86	мы уже говорили	5	3
87	но и для	1	3
88	и тот же	3	3
89	по сравнению с	2	3
90	в средние века	1	3
91	само по себе	1	3
92	то ни было	1	3
93	мы увидим дальше	3	3
94	бы то ни	1	3
95	только тогда когда	1	3
96	говорит об этом	2	3
97	жизнью и смертью	3	3
98	сих пор не	1	3
99	таким образом в	1	3
100	каждый из этих	1	3
101	в связи со	2	3
102	руки и ноги	3	3
103	что в нем	1	3
104	при встрече с	1	3
105	и в области	1	3
106	увидим дальше что	1	3
107	это не значит	1	2
108	не только то	1	2
109	они и не	1	2
110	что в них	1	2
111	за него и	2	2
112	ничего не говорят	1	2
113	дело вовсе не	2	2
114	в особенности в	1	2
115	том числе и	3	2
116	между этими двумя	1	2
117	и др с	1	2
118	что это не	1	2
119	самом же деле	1	2
120	на самом же	1	2
121	все дело в	1	2
122	в одном месте	2	2
123	с того света	2	2
124	дает нам право	1	2
125	в целом не	1	2
126	но он же	1	2
127	говорят о том	1	2
128	на первый план	1	2
129	может быть в	2	2
130	в них не	1	2
131	данном случае в	1	2
132	не было ни	3	2
133	при всем их	1	2
134	большую роль в	1	2
135	вместо того чтобы	1	2
136	может быть и	2	2
137	но все эти	1	2
138	для этой цели	1	2
139	это одна из	1	2
140	не говорят о	1	2
141	и после того	1	2
142	вовсе не в	2	2
143	в дальнейшем он	1	2
144	может быть только	1	2
145	в других местах	3	2
146	как мы видим	2	2
