N	3gram	Bakhtin_Pr	Literetu
1	в том что	6	21
2	в то же	8	21
3	то же время	8	21
4	по отношению к	5	12
5	не может быть	8	11
6	в данном случае	1	11
7	в отличие от	1	11
8	состоит в том	1	11
9	так или иначе	1	10
10	о том что	3	10
11	в этом отношении	1	10
12	с точки зрения	13	8
13	с другой стороны	3	7
14	в том числе	15	6
15	к тому же	1	6
16	не только в	1	6
17	тем не менее	2	5
18	в соответствии с	2	5
19	в связи с	1	5
20	прежде всего в	1	5
21	но при этом	1	4
22	и тем самым	1	4
23	и прежде всего	5	4
24	и то что	1	4
25	и наконец в	2	3
26	то же самое	1	3
27	той или иной	2	3
28	в равной степени	1	3
29	никогда не бывает	1	3
30	на то что	2	3
31	по крайней мере	2	3
32	в одном из	1	3
33	во всяком случае	1	3
34	к себе самому	6	3
35	то что я	1	3
36	том числе и	13	3
37	со второй половины	1	2
38	прежде всего наше	1	2
39	обойтись без другого	1	2
40	знает что он	1	2
41	в себя и	1	2
42	в xix веке	3	2
43	все той же	1	2
44	один из ведущих	1	2
45	по отношению ко	1	2
46	и то же	1	2
47	в отношении к	2	2
48	и вместе с	1	2
49	тех или иных	2	2
50	а во второй	1	2
51	не могло быть	1	2
52	в целом и	1	2
53	к тому что	1	2
54	берет на себя	1	2
55	мы имеем дело	1	2
56	то что было	1	2
57	лишь тогда когда	1	2
58	но и в	2	2
59	и в самом	1	2
60	в свое время	4	2
61	в стихах и	1	2
62	при этом не	1	2
63	то есть от	2	2
64	я не могу	1	2
65	дело в том	3	2
66	одно и то	1	2
67	можно было бы	2	2
68	в этом случае	1	2
69	жизни и в	1	2
70	до самого конца	1	1
71	потому что я	1	1
72	на этой почве	2	1
73	в той или	1	1
74	как и во	1	1
75	и в целом	1	1
76	каждого из них	1	1
77	и даже отчасти	1	1
78	что он не	1	1
79	все то что	2	1
80	а потому и	1	1
81	я и мир	1	1
82	со всем и	1	1
83	почти никогда не	1	1
84	в большинстве случаев	9	1
85	в борисе годунове	1	1
86	в жизни людей	1	1
87	от языка как	1	1
88	оно должно быть	2	1
89	может быть наиболее	1	1
90	хотя бы и	2	1
91	в жизни а	1	1
92	так и от	1	1
93	в начале своего	1	1
94	уступая свое место	1	1
95	и тем более	1	1
96	влияние на все	1	1
97	отношение к себе	3	1
98	себя самого в	1	1
99	далеко не всегда	1	1
100	друг от друга	2	1
101	более или менее	3	1
102	героя никогда не	1	1
103	как бы не	1	1
104	говорит о себе	1	1
105	а затем в	1	1
106	не знает что	1	1
107	и некоторые другие	1	1
108	всей своей полноте	1	1
109	более того он	1	1
110	до сих пор	8	1
111	все более и	1	1
112	именно потому что	1	1
113	в этом и	1	1
114	к человеку и	1	1
115	в конце концов	1	1
116	и в словах	2	1
117	в зависимости от	3	1
118	и не о	1	1
119	первого и второго	1	1
120	в европейской литературе	2	1
121	но только в	2	1
122	собственного сознания а	1	1
123	и в то	3	1
124	в пределах одной	1	1
125	со всеми другими	2	1
126	во всей своей	1	1
127	а затем и	1	1
128	в этом есть	1	1
129	и т.п и	1	1
130	с ним а	1	1
131	в высшей степени	1	1
132	как раз и	1	1
133	единого и единственного	1	1
134	в наше время	1	1
135	сама по себе	2	1
136	в сущности только	2	1
137	у него не	1	1
138	во всех других	2	1
139	не показывает нам	1	1
140	для этой цели	1	1
141	даже и не	3	1
142	преступления и наказания	3	1
143	а не в	1	1
144	и в этом	1	1
145	а также и	3	1
146	может быть только	1	1
147	в какой-то мере	5	1
148	после того как	1	1
149	а как бы	1	1
150	то есть в	5	1
151	себе самому и	1	1
152	вместе с ним	1	1
153	и тем же	1	1
154	как бы в	2	1
155	не могли быть	1	1
156	вовсе не является	1	1
157	в самую гущу	1	1
158	линию ее развития	1	1
159	в целом к	1	1
160	я смешной человек	1	1
161	он говорит в	1	1
162	но дело в	1	1
163	жизни так сказать	1	1
164	в мире а	1	1
165	так как мы	1	1
166	я все еще	1	1
167	и на его	2	1
168	здесь как и	1	1
169	и стал я	1	1
170	по своей сущности	1	1
171	одна из ведущих	2	1
172	и других в	2	1
173	как один из	1	1
174	в последний год	1	1
175	в глазах других	1	1
176	одном из своих	1	1
177	не что иное	1	1
178	более и более	1	1
179	сознания а в	1	1
180	не может стать	1	1
181	нельзя не согласиться	1	1
182	всего в ее	1	1
183	хотя и не	3	1
184	а вне этого	1	1
185	в одной из	1	1
186	у того же	1	1
187	в жизни мира	1	1
188	как в данном	1	1
189	там где есть	1	1
190	одним и тем	1	1
191	но в то	3	1
192	впервые в истории	1	1
193	не подлежит сомнению	1	1
194	но в большинстве	1	1
195	и т.п наконец	1	1
196	в этом его	1	1
197	с самого начала	4	1
198	у него нет	1	1
199	стихах и прозе	1	1
200	в романе достоевского	1	1
201	такие например как	1	1
202	и в сущности	2	1
203	из того же	1	1
204	в мире и	1	1
205	что иное как	1	1
206	он все еще	1	1
207	и не может	6	1
208	него как и	1	1
209	является одним из	2	1
210	нет и не	3	1
211	имеем дело с	1	1
212	как бы уже	1	1
213	может быть и	2	1
