N	3gram	Voloshinov	DiskursI
1	в том что	9	28
2	в отличие от	7	26
3	по отношению к	9	17
4	с одной стороны	2	14
5	не может быть	23	12
6	по природе своей	1	10
7	то же время	7	10
8	той или иной	5	10
9	о том что	2	9
10	в то же	7	8
11	в этом отношении	4	8
12	как и в	1	7
13	в конечном счете	1	6
14	так и в	2	6
15	не сводится к	1	6
16	в соответствии с	1	6
17	к тому же	2	6
18	по крайней мере	1	6
19	с точки зрения	31	6
20	в основе своей	1	6
21	одной стороны и	1	5
22	и как бы	1	5
23	но при этом	2	5
24	то же самое	8	5
25	с другой стороны	6	5
26	в первую очередь	1	5
27	в значительной степени	3	5
28	в свою очередь	5	5
29	в русской литературе	1	5
30	что же касается	1	5
31	дело в том	1	5
32	не только в	2	5
33	подобно тому как	1	5
34	не было в	1	4
35	до известной степени	2	4
36	тем не менее	3	4
37	можно сказать что	4	4
38	одного и того	9	4
39	и прежде всего	4	4
40	и т.п но	1	4
41	и того же	9	4
42	и не может	11	4
43	в наше время	1	4
44	в этом случае	3	4
45	тот или иной	2	4
46	говоря уже о	1	3
47	в том числе	3	3
48	в своей основе	1	3
49	как и всякое	1	3
50	более или менее	3	3
51	и то же	3	3
52	того или иного	2	3
53	по аналогии с	1	3
54	том числе и	3	3
55	в равной степени	1	3
56	а не в	3	3
57	не говоря уже	1	3
58	в одной из	1	3
59	одно и то	3	3
60	в себе не	1	3
61	во всяком случае	4	3
62	отношения говорящего к	1	3
63	из виду что	1	2
64	бы то ни	11	2
65	речевого общения в	2	2
66	точка зрения на	1	2
67	в большинстве случаев	7	2
68	на том что	1	2
69	в предыдущей главе	1	2
70	не совпадает с	1	2
71	сами по себе	1	2
72	большей или меньшей	1	2
73	а в том	1	2
74	до настоящего времени	7	2
75	то ни было	11	2
76	при этом как	1	2
77	лицом к лицу	1	2
78	в новое время	1	2
79	а не только	1	2
80	и в том	1	2
81	и т.п то	1	2
82	в данной сфере	1	2
83	в науке о	3	2
84	и тем же	2	2
85	но и в	3	2
86	здесь как и	1	2
87	все же не	1	2
88	у них общая	1	2
89	и той же	2	2
90	с той или	1	2
91	одним и тем	2	2
92	ни одна из	1	2
93	как и все	2	2
94	как мы видели	4	2
95	одной и той	2	2
96	но отнюдь не	1	2
97	с самого начала	9	2
98	тем или иным	1	2
99	тем что он	1	2
100	то что они	1	2
101	прежде всего в	1	2
102	в той или	3	1
103	как и во	1	1
104	себе не может	1	1
105	появились в литературе	1	1
106	в этом направлении	1	1
107	одну из них	1	1
108	в применении к	1	1
109	отнюдь не является	5	1
110	к другому в	1	1
111	входит в компетенцию	2	1
112	в этом смысле	2	1
113	по сравнению с	1	1
114	в одной и	1	1
115	и в другом	1	1
116	они и не	1	1
117	то или иное	1	1
118	одни и те	5	1
119	хотя бы и	1	1
120	она могла бы	1	1
121	так и от	3	1
122	в самом деле	13	1
123	при этом даже	1	1
124	для того чтобы	7	1
125	это не есть	1	1
126	пролить свет и	1	1
127	друг от друга	1	1
128	высказывания как целого	2	1
