N	3gram	Bakhtin_Pr	Tragedij
1	то же время	10	5
2	в то же	10	5
3	так и в	1	3
4	в том что	10	2
5	и как бы	3	2
6	и в частности	1	2
7	не мудрено что	1	2
8	но в то	5	2
9	точно так же	1	2
10	преступлении и наказании	2	2
11	в данном случае	3	2
12	и в дальнейшем	1	2
13	о том что	5	2
14	и в самом	1	2
15	но все же	3	2
16	сам достоевский не	1	2
17	в отличие от	3	2
18	по замыслу достоевского	1	2
19	в преступлении и	2	2
20	у него есть	1	1
21	в этом романе	1	1
22	том что он	4	1
23	кто он есть	1	1
24	в одном из	3	1
25	одно из самых	1	1
26	друг друга и	2	1
27	создается впечатление что	1	1
28	смысле этого слова	2	1
29	в конце концов	7	1
30	только за счет	1	1
31	но несмотря на	1	1
32	в мире достоевского	6	1
33	как и его	1	1
34	в той же	3	1
35	то что он	1	1
36	для него была	1	1
37	не может быть	8	1
38	из подполья это	1	1
39	по нашему мнению	3	1
40	он сам сознает	1	1
41	роль в романе	1	1
42	с ним она	1	1
43	в этом случае	1	1
44	единственный и его	1	1
45	но как в	2	1
46	по сравнению с	2	1
47	в чем же	1	1
48	с самого начала	3	1
49	свою жизнь и	1	1
50	и его собственность	1	1
51	ту же мысль	1	1
52	и то что	1	1
53	не только не	1	1
54	с начала и	2	1
55	у него нет	1	1
56	у достоевского не	3	1
57	значение для понимания	1	1
58	не могут быть	1	1
59	в высшей степени	2	1
60	творческий процесс у	1	1
61	для самого автора	1	1
62	и сам автор	2	1
63	хотя бы и	3	1
64	может быть в	1	1
65	в самом деле	5	1
66	мы бы сказали	1	1
67	не только к	1	1
68	во всяком случае	3	1
69	к тому что	1	1
70	что все это	1	1
71	тем не менее	1	1
72	в братьях карамазовых	3	1
73	но уже не	1	1
74	и до конца	4	1
75	достоевский никогда не	5	1
76	в своей книге	2	1
77	сам автор в	1	1
78	о нем по	1	1
79	прежде всего необходимо	1	1
80	одном из своих	1	1
81	в столкновение с	1	1
82	процесс у достоевского	1	1
83	романа достоевского в	3	1
84	это и есть	3	1
85	начала и до	2	1
86	отметить что в	1	1
87	по природе своей	2	1
88	но у него	1	1
89	все же не	1	1
90	роман достоевского и	1	1
91	и не может	3	1
92	и в этом	8	1
93	также что все	1	1
