N	3gram	Vygotskiy_	Vvedenie
1	и т д	1	39
2	для того чтобы	19	22
3	в том что	30	15
4	о том что	10	13
5	не может быть	8	10
6	в этом смысле	3	10
7	тем не менее	1	9
8	до сих пор	4	7
9	в применении к	1	6
10	том что такое	1	6
11	в самом деле	5	6
12	к выводу что	5	6
13	в то же	2	6
14	то же время	2	6
15	в том чтобы	6	5
16	на этот вопрос	5	5
17	с другой стороны	10	5
18	во всяком случае	5	5
19	вопрос о том	2	5
20	по отношению к	11	4
21	по крайней мере	1	4
22	с точки зрения	34	4
23	по сравнению с	9	4
24	на вопрос о	4	4
25	само по себе	3	4
26	можно было бы	6	4
27	не только в	1	4
28	в данном случае	5	4
29	в отличие от	3	4
30	но все же	1	4
31	с одной стороны	14	4
32	в этом отношении	6	4
33	и в этом	1	4
34	не только как	1	4
35	приходим к выводу	1	4
36	одной стороны и	3	3
37	той или иной	2	3
38	большей или меньшей	1	3
39	вместе с тем	5	3
40	заключается в том	10	3
41	в чем же	1	3
42	и именно в	1	3
43	в собственном смысле	8	3
44	и в самом	2	3
45	в свое время	1	3
46	можно сказать что	5	3
47	в строгом смысле	1	3
48	именно в этом	3	3
49	дело в том	2	3
50	как мы видели	1	3
51	в зависимости от	8	3
52	и то что	1	3
53	с тем что	1	3
54	то же самое	4	3
55	сама по себе	3	3
56	что представляет собой	1	3
57	что может быть	2	3
58	в известном смысле	3	3
59	в том виде	1	3
60	в целом ряде	1	2
61	не может служить	1	2
62	в свою очередь	3	2
63	не в том	1	2
64	и потому что	2	2
65	необходимо спросить себя	1	2
66	мы уже знаем	1	2
67	но вместе с	5	2
68	на том что	2	2
69	в течение многих	1	2
70	и со стороны	2	2
71	этой точки зрения	2	2
72	до наших дней	1	2
73	хотя бы и	1	2
74	с этой точки	1	2
75	это не только	1	2
76	и той же	2	2
77	в известной мере	1	2
78	и то же	2	2
79	как мы уже	4	2
80	состоит в том	4	2
81	сам по себе	3	2
82	смысле этого слова	6	2
83	в конце концов	1	2
84	потому что он	3	2
85	ответ на этот	3	2
86	одно и то	2	2
87	одной и той	2	2
88	точно так же	2	2
89	в соответствии с	1	2
90	представляет собой в	1	2
91	что в этом	1	2
92	и не могут	1	2
93	подобно тому как	2	2
94	не могут быть	1	2
95	же самое что	1	2
96	представить себе что	1	2
97	в связи с	3	2
98	влечет за собой	2	2
99	в другом месте	6	2
100	между тем именно	1	2
101	всего то что	1	2
102	сомнений в том	2	2
103	после того как	1	2
104	вовсе не в	1	2
105	вместе с другими	1	1
106	и т.д и	2	1
107	с полным основанием	1	1
108	выходящее за пределы	1	1
109	но ведь это	1	1
110	к действительности а	1	1
111	условий в которых	1	1
112	в той или	1	1
113	собственном смысле слова	4	1
114	таким образом мы	1	1
115	что он представляет	1	1
116	в одном и	1	1
117	бы и не	1	1
118	в том же	3	1
119	все то что	1	1
120	на которой находится	1	1
121	о котором мы	1	1
122	так как если	1	1
123	и том же	1	1
124	что это есть	1	1
125	на одной из	1	1
126	к целой группе	1	1
127	со всей решительностью	1	1
128	тем что в	1	1
129	и до наших	1	1
130	этого слова как	1	1
131	прийти к выводу	1	1
132	он должен быть	2	1
133	но и в	1	1
134	бы сказать что	3	1
135	во главе с	1	1
136	от того что	2	1
137	прежде всего то	1	1
138	культурного развития с	1	1
139	и тогда когда	1	1
140	что в одном	1	1
141	качестве примера можно	1	1
142	по вопросу о	1	1
143	не мог не	1	1
144	фокусом в котором	1	1
145	независимо от своего	1	1
146	на самом деле	3	1
147	в одном отношении	1	1
148	в тех областях	1	1
149	не остается ничего	3	1
150	наряду с этим	2	1
151	отсюда следует что	1	1
152	в целом но	1	1
153	дело не в	1	1
154	что не только	1	1
155	а именно в	1	1
156	приходит к выводу	4	1
157	вопрос о природе	2	1
158	тот факт что	1	1
159	в том числе	3	1
160	которые хотя и	1	1
161	ему не остается	1	1
162	когда мы говорим	2	1
163	один из важнейших	1	1
164	говорить о том	1	1
165	таким образом отношения	1	1
166	у него в	1	1
167	представляют собой нечто	1	1
168	в качестве примера	1	1
169	того чтобы быть	1	1
170	по возможности точно	1	1
171	том виде в	1	1
172	между тем мы	1	1
173	в частности в	1	1
174	его можно было	1	1
175	и восприятия в	1	1
176	развития на которое	1	1
177	действительности а именно	1	1
178	находит свое выражение	1	1
179	для этого необходимы	1	1
180	должен быть путь	1	1
181	на этом пути	1	1
182	течение многих лет	1	1
183	совершенно то же	1	1
184	потому что в	1	1
185	не потому что	2	1
186	именно потому что	1	1
187	возникает вопрос что	1	1
188	но пока мы	1	1
189	может служить предметом	1	1
190	того что в	3	1
191	вопросу о природе	1	1
192	образом связана с	1	1
193	ее отношения к	3	1
194	что мы можем	1	1
195	в их развитии	1	1
196	смысле слова но	1	1
197	в этом пункте	3	1
198	каждая из двух	1	1
199	как раз в	3	1
200	чтобы убедиться в	2	1
201	этой области знания	1	1
202	зависимости от того	1	1
203	связь между отдельными	1	1
204	в известной части	1	1
205	так же как	6	1
206	в этом ее	2	1
207	не иначе как	1	1
208	имеем в виду	1	1
209	в области изучения	1	1
210	как одна из	1	1
211	мы имеем в	1	1
212	том что в	3	1
213	может представить себе	1	1
214	свое выражение в	1	1
215	сказать что он	1	1
216	не быть в	1	1
217	смысле слова в	1	1
218	и никогда не	1	1
219	по себе не	1	1
220	этими явлениями в	1	1
221	к образованию понятий	1	1
222	с самого начала	9	1
223	другой стороны как	1	1
224	виде в каком	2	1
225	том что он	2	1
226	точки зрения между	1	1
227	в своих исследованиях	2	1
228	того чтобы сделать	1	1
229	то ни было	1	1
230	становится все более	1	1
231	как если бы	3	1
232	чем же заключается	1	1
233	но и как	1	1
234	не может не	1	1
235	на одно из	1	1
236	ничего не может	2	1
237	представление о том	1	1
238	то обстоятельство что	2	1
239	в этой форме	1	1
240	же как он	1	1
241	было бы назвать	2	1
242	то что у	2	1
243	и все прочие	1	1
244	но с точки	1	1
245	заключает в себе	1	1
246	не могло не	1	1
247	в общих чертах	1	1
248	к тому что	3	1
249	вопрос о связи	1	1
250	только то что	2	1
251	все это не	1	1
252	в таких случаях	1	1
253	в предисловии к	4	1
254	чтобы увидеть что	1	1
255	бы то ни	1	1
256	ту или иную	1	1
257	заключается в следующем	1	1
258	вот почему в	1	1
259	из того что	7	1
260	примера можно было	1	1
261	в указании на	2	1
262	одном и том	1	1
263	как уже сказано	8	1
264	только тогда когда	4	1
265	было бы с	1	1
266	этот вопрос о	1	1
267	в значительной степени	2	1
268	прежде всего в	2	1
269	то что в	2	1
270	собственном смысле этого	3	1
271	же это не	1	1
272	в чистом виде	1	1
273	всего того что	1	1
274	потому что они	1	1
