N	3gram	Bakhtin_Pr	DiskursI
1	в том что	6	28
2	в отличие от	1	26
3	по отношению к	5	17
4	не может быть	8	12
5	в данном случае	1	12
6	в жанровом отношении	4	10
7	то же время	8	10
8	той или иной	2	10
9	о том что	3	9
10	в то же	8	8
11	состоит в том	1	8
12	в этом отношении	1	8
13	как и в	4	7
14	так и в	2	6
15	в соответствии с	2	6
16	к тому же	1	6
17	по крайней мере	2	6
18	с точки зрения	13	6
19	но при этом	1	5
20	то же самое	1	5
21	с другой стороны	3	5
22	по своей природе	3	5
23	и может быть	1	5
24	дело в том	3	5
25	не только в	1	5
26	тем не менее	2	4
27	можно сказать что	6	4
28	и прежде всего	5	4
29	и не может	6	4
30	в наше время	1	4
31	в свое время	4	4
32	в этом случае	1	4
33	в том числе	15	3
34	более или менее	3	3
35	и то же	1	3
36	в обоих случаях	1	3
37	том числе и	13	3
38	в равной степени	1	3
39	а не в	1	3
40	мы имеем дело	1	3
41	то есть в	5	3
42	в борисе годунове	1	3
43	в мире в	1	3
44	в одной из	1	3
45	одно и то	1	3
46	во всяком случае	1	3
47	отношения говорящего к	1	3
48	также и в	1	3
49	для этого жанра	1	2
50	все то что	2	2
51	в большинстве случаев	9	2
52	как и его	1	2
53	в предыдущей главе	1	2
54	в художественной литературе	1	2
55	не совпадает с	1	2
56	сами по себе	1	2
57	далеко не всегда	1	2
58	из них в	2	2
59	хотя и в	2	2
60	большей или меньшей	6	2
61	в этом мире	1	2
62	и в то	3	2
63	том что было	1	2
64	в целом и	1	2
65	чужой речи и	1	2
66	лицом к лицу	1	2
67	в новое время	4	2
68	и т.п то	1	2
69	в одном из	1	2
70	в мире и	1	2
71	и тем же	1	2
72	не могли быть	1	2
73	но и в	2	2
74	здесь как и	1	2
75	все же не	1	2
76	данной жанровой традиции	1	2
77	времени и пространства	2	2
78	и той же	1	2
79	одним и тем	1	2
80	под углом зрения	3	2
81	включает в себя	1	2
82	как и все	1	2
83	одной и той	1	2
84	по своей жанровой	2	2
85	с самого начала	4	2
86	и то что	1	2
87	тем или иным	1	2
88	из того же	1	2
89	к себе самому	6	2
90	а также и	3	2
91	прежде всего в	1	2
92	первого и второго	1	2
93	что он не	1	1
94	хвала и брань	1	1
95	благодаря постоянному ее	1	1
96	целом и в	1	1
97	сохраняется в нем	1	1
98	в той или	1	1
99	как и во	1	1
100	и без прямого	1	1
101	постоянному ее обновлению	1	1
102	так и для	1	1
103	в литературу но	1	1
104	и даже не	1	1
105	и тем самым	1	1
106	он как бы	1	1
107	в применении к	1	1
108	и заключается в	1	1
109	к одному и	2	1
110	в этом смысле	5	1
111	по сравнению с	6	1
112	в себя и	1	1
113	в пиковой даме	1	1
114	с большей или	1	1
115	во всех его	2	1
116	каждом индивидуальном произведении	1	1
117	в xix веке	3	1
118	не было и	1	1
119	том что на	1	1
120	хотя бы и	2	1
121	дело не в	1	1
122	так и от	1	1
123	в котором он	2	1
124	но далеко не	1	1
125	в этих жанрах	2	1
126	в аристотелевском смысле	1	1
127	было и не	1	1
128	но в таком	1	1
129	он не признает	1	1
130	отношения в том	1	1
131	сказать что жанр	1	1
132	у него в	1	1
133	друг от друга	2	1
134	между человеком и	1	1
135	в строгом смысле	2	1
136	организации сюжета и	1	1
137	героя никогда не	1	1
138	и вообще в	2	1
139	в таком случае	1	1
140	особое отношение к	1	1
141	говорит о себе	1	1
142	так или иначе	1	1
143	числе и диалогические	1	1
144	необходимо подняться к	1	1
145	римской литературе а	1	1
146	до сих пор	8	1
147	в себе самом	2	1
148	ее может быть	1	1
149	еще не знает	1	1
150	к своему собственному	1	1
151	авторства могут быть	1	1
152	значение в истории	1	1
153	и на протяжении	1	1
154	можно отнести к	1	1
155	самим собою в	1	1
156	в отношении к	2	1
157	для правильного понимания	3	1
158	может быть весьма	1	1
159	но прежде всего	1	1
160	нем только благодаря	1	1
161	в теоретическом смысле	1	1
162	никогда не бывает	1	1
163	процессе литературного развития	1	1
164	не согласиться с	1	1
165	тех или иных	2	1
166	а потому и	1	1
167	в пределах одной	1	1
168	что они не	1	1
169	не могло быть	1	1
170	в жанре не	1	1
171	не сводятся к	1	1
172	есть не что	1	1
173	сохраняются неумирающие элементы	1	1
174	и т.п и	1	1
175	к его истокам	1	1
176	диалогические отношения в	1	1
177	как раз и	1	1
178	в связи с	1	1
179	памяти в процессе	1	1
180	смерти и возрождения	1	1
181	вовсе не является	1	1
182	то есть без	1	1
183	в себе оба	2	1
184	только благодаря постоянному	1	1
185	в нем нет	3	1
186	или во всяком	1	1
187	жанровой традиции в	1	1
188	в каждом индивидуальном	1	1
189	от эпических событий	1	1
190	и т.п так	1	1
191	внешней и внутренней	2	1
192	и в этом	1	1
193	по своей тематике	1	1
194	прежде всего как	1	1
195	жизни то есть	1	1
196	перед нами два	1	1
197	и не к	1	1
198	подняться к его	1	1
199	или меньшей степени	5	1
200	творческой памяти в	1	1
201	в этих случаях	1	1
202	как своего рода	2	1
203	друг друга и	1	1
204	прозаической речи как	1	1
205	он несет в	1	1
206	равно как и	1	1
207	даже сказать что	1	1
208	в глубокую древность	1	1
209	в процессе литературного	1	1
210	на то что	2	1
211	в особое отношение	1	1
212	во всех произведениях	1	1
213	мере того как	1	1
214	в целом его	1	1
215	то есть все	1	1
216	но она не	1	1
217	и тому же	2	1
218	греческого романа в	1	1
219	это своего рода	2	1
220	как точка зрения	1	1
221	в жанре всегда	1	1
222	одному из этих	1	1
223	по мере того	1	1
224	на некоторое время	1	1
225	о себе я	1	1
226	с самим собою	6	1
227	в котором они	1	1
228	того и другого	2	1
229	неумирающие элементы архаики	1	1
230	и тем более	1	1
231	но тут же	1	1
232	века до н.э	2	1
233	можно даже сказать	1	1
234	в стихах и	1	1
235	значение для нашей	1	1
236	и для того	1	1
237	то есть с	2	1
238	при этом не	1	1
239	правильного понимания жанра	1	1
240	к собственному слову	1	1
241	в большей или	5	1
242	не может стать	1	1
243	и один из	1	1
244	хотя и не	3	1
245	пространственную и временную	1	1
246	хвалы и брани	2	1
247	у того же	1	1
248	в следующей главе	1	1
249	строится на иной	1	1
250	не что иное	1	1
251	строгом смысле а	1	1
252	в жанровую структуру	1	1
253	мы не знаем	1	1
254	можно было бы	2	1
255	не подлежит сомнению	1	1
256	ее по существу	1	1
257	но в большинстве	1	1
258	литературного жанра в	1	1
259	и диалогические отношения	1	1
260	при всей их	2	1
261	рассказ и даже	1	1
262	и все остальные	1	1
263	одному и тому	2	1
264	то есть его	1	1
265	в пределах одного	6	1
266	с ней и	1	1
267	желал бы быть	1	1
268	в нем только	2	1
269	в первые века	1	1
270	который не был	1	1
271	выходит за пределы	1	1
272	в сущности только	2	1
273	жизни и смерти	2	1
274	и не могло	1	1
275	что иное как	1	1
276	слово не становится	1	1
277	до наших дней	3	1
278	говорящего к собственному	1	1
279	и на его	2	1
280	и не знает	1	1
281	дистанцию по отношению	1	1
282	как бы в	2	1
283	уходит своими корнями	1	1
284	в предисловии к	1	1
285	позиции в мире	1	1
286	могло бы стать	1	1
287	к мысли о	1	1
288	так как всегда	1	1
289	жанр от его	1	1
290	всегда сохраняются неумирающие	1	1
291	нет и не	3	1
292	к себе и	1	1
293	в редуцированной форме	1	1
294	жанре всегда сохраняются	1	1
295	рассказ о том	1	1
296	в истории литературы	1	1
297	имеем дело с	1	1
298	после того как	1	1
299	диалогические отношения говорящего	1	1
300	грустно потому что	1	1
