N	3gram	Vygotskiy_	VeschiIm
1	и т д	6	38
2	не может быть	4	24
3	бы то ни	1	12
4	не что иное	2	12
5	то ни было	1	12
6	что иное как	2	12
7	т д и	1	11
8	по крайней мере	1	10
9	д и т	1	10
10	в том что	30	9
11	в самом деле	8	7
12	на то что	25	7
13	по сравнению с	4	7
14	сама по себе	3	7
15	ни в каком	2	6
16	с точки зрения	5	6
17	может быть только	1	6
18	даже больше того	1	6
19	и не только	1	6
20	в свою очередь	1	5
21	значит ли это	1	5
22	в то же	1	5
23	и то же	4	5
24	и то что	4	5
25	одно и то	3	5
26	подобно тому как	1	5
27	не только в	5	5
28	что оно есть	2	5
29	равно как и	2	4
30	о том как	1	4
31	то время как	4	4
32	от того что	1	4
33	этой точки зрения	3	4
34	с этой точки	3	4
35	в то время	4	4
36	более или менее	1	4
37	сам по себе	4	4
38	оно есть не	1	4
39	в каком случае	1	4
40	не только не	4	4
41	дело в том	2	4
42	о том что	15	4
43	это и есть	1	4
44	само по себе	3	4
45	то же время	1	4
46	потому что они	3	4
47	мы видели что	1	3
48	как она есть	2	3
49	между собою и	1	3
50	вместе с тем	4	3
51	что это есть	2	3
52	указывает на то	3	3
53	но если это	1	3
54	вбирает в себя	1	3
55	заключается в том	9	3
56	не только это	1	3
57	если мы возьмем	1	3
58	то с чем	1	3
59	и не в	1	3
60	можно сказать что	3	3
61	все же не	1	3
62	из того что	3	3
63	сами по себе	2	3
64	мы не можем	2	3
65	можно было бы	4	3
66	и в то	1	3
67	есть как бы	2	3
68	в собственном смысле	2	3
69	и что они	3	3
70	это значило бы	1	3
71	значило бы что	1	3
72	от всех прочих	1	3
73	только то что	1	3
74	с одной стороны	15	3
75	то что мы	2	3
76	с другой стороны	8	3
77	так же как	3	2
78	привело бы к	1	2
79	то что он	5	2
80	то что эта	1	2
81	все то что	6	2
82	с чем мы	1	2
83	мы находим в	1	2
84	в применении к	1	2
85	мы видим что	5	2
86	не может состояться	1	2
87	бы сказать что	2	2
88	в данном случае	3	2
89	это так то	1	2
90	в том чтобы	6	2
91	то что не	1	2
92	но уже сейчас	1	2
93	не может и	2	2
94	есть не только	1	2
95	для здравого смысла	1	2
96	остановиться на этом	1	2
97	нельзя было бы	1	2
98	в этом смысле	3	2
99	для этого нужно	1	2
100	для того чтобы	41	2
101	мы еще не	1	2
102	то что оно	2	2
103	и есть то	1	2
104	друг с другом	6	2
105	том что он	4	2
106	и в частности	2	2
107	нужно было бы	1	2
108	не есть еще	1	2
109	в том или	1	2
110	как раз в	2	2
111	в конце концов	6	2
112	и для ее	2	2
113	все что угодно	1	2
114	в нем нет	3	2
115	и таким образом	3	2
116	если это так	2	2
117	по себе совершенно	1	2
118	а не в	1	2
119	то что у	1	2
120	к тому что	8	2
121	есть не просто	2	2
122	во всяком случае	1	2
123	в этом отношении	3	2
124	вопрос о том	3	2
125	и в этом	2	2
126	а не только	1	2
127	не мог бы	1	2
128	в основе своей	1	2
129	по себе то	1	2
130	мы имеем дело	1	2
131	быть не может	1	1
132	мы все же	3	1
133	она еще не	1	1
134	что он не	3	1
135	что у нас	1	1
136	у нее нет	1	1
137	в полной мере	1	1
138	не может понять	1	1
139	должен признать что	1	1
140	психологической точки зрения	2	1
141	и как раз	1	1
142	то что составляет	1	1
143	когда мы говорили	1	1
144	одной стороны и	1	1
145	как это и	1	1
146	и что эти	1	1
147	может быть представлен	1	1
148	и как бы	4	1
149	он должен быть	1	1
150	как будто бы	1	1
151	совершенно верно что	3	1
152	не только то	1	1
153	он думает что	1	1
154	при чем тут	1	1
155	когда она еще	1	1
156	что мы воспринимаем	1	1
157	и прежде всего	1	1
158	с и в	1	1
159	только в очень	1	1
160	никак не может	3	1
161	стороны и что	1	1
162	но и какое-то	1	1
163	прежде всего на	1	1
164	и только в	1	1
165	но и здесь	1	1
166	только одна из	1	1
167	и может быть	2	1
168	одна из основных	1	1
169	потому что это	1	1
170	в том смысле	1	1
171	ту же самую	3	1
172	и несмотря на	1	1
173	не в этом	1	1
174	и в результате	3	1
175	не в состоянии	3	1
176	самом деле в	1	1
177	то или иное	1	1
178	и вот это	1	1
179	мы говорили о	1	1
180	при каких условиях	1	1
181	эта точка зрения	1	1
182	один и тот	1	1
183	того чтобы мы	1	1
184	той же причине	1	1
185	та и другая	1	1
186	должно было бы	2	1
187	что они все	1	1
188	и в самом	3	1
189	что на нем	1	1
190	уже сейчас мы	1	1
191	в себе и	1	1
192	и ни на	1	1
193	самом деле не	1	1
194	то что в	4	1
195	какой бы то	1	1
196	перед нами как	1	1
197	в результате мы	1	1
198	и во всех	1	1
199	него самого но	1	1
200	но ведь они	1	1
201	что все это	1	1
202	и что все	1	1
203	отличает его от	1	1
204	когда мы говорим	1	1
205	она и не	1	1
206	если мы хотим	2	1
207	мы получим то	1	1
208	того что мы	1	1
209	и тот же	2	1
210	что и в	1	1
211	если бы оно	1	1
212	не в том	1	1
213	потому что она	1	1
214	сам себя и	1	1
215	и мы увидим	2	1
216	тот же самый	1	1
217	о чем не	1	1
218	решить вопрос о	2	1
219	явление жизни и	1	1
220	на этом единстве	1	1
221	человеческой природы и	1	1
222	не существует в	1	1
223	что у него	1	1
224	так как она	3	1
225	только в зависимости	1	1
226	но совершенно ясно	1	1
227	видим таким образом	2	1
228	если бы было	1	1
229	другой вопрос но	1	1
230	после этого уже	1	1
231	и даже больше	1	1
232	до сих пор	9	1
233	они находятся в	1	1
234	когда он говорит	1	1
235	именно потому что	3	1
236	одного и того	2	1
237	того что в	1	1
238	и здесь мы	1	1
239	еще почти не	1	1
240	смысле этого слова	1	1
241	это совершенно неверно	1	1
242	потому что он	3	1
243	бы и не	1	1
244	таким образом что	6	1
245	ни о чем	1	1
246	речь идет о	1	1
247	она все же	1	1
248	не может в	1	1
249	тут у нас	1	1
250	один из самых	1	1
251	не из чего	1	1
252	и здесь и	1	1
253	ближе к истине	1	1
254	по своей воле	1	1
255	не есть чистая	1	1
256	только потому что	1	1
257	и того же	2	1
258	потому что оно	1	1
259	в этом случае	2	1
260	мы видим таким	2	1
261	а в том	1	1
262	необходимо должно быть	1	1
263	это можно сказать	1	1
264	что они находятся	1	1
265	у него нет	1	1
266	в зависимости от	7	1
267	это по мнению	1	1
268	с ним и	1	1
269	что такое понимание	1	1
270	ли в этом	1	1
271	по себе и	1	1
272	имеет дело с	2	1
273	мы сказали что	1	1
274	с тем что	3	1
275	и вот эта	1	1
276	того что есть	1	1
277	на то чтобы	1	1
278	то же самое	8	1
279	мы видим как	1	1
280	и все же	1	1
281	она не есть	1	1
282	что с точки	1	1
