N	3gram	Trubetskoy	Komedia
1	в том что	3	29
2	к тому же	4	21
3	в то же	2	16
4	то же время	2	16
5	до сих пор	5	16
6	в самом деле	1	13
7	о том что	4	13
8	для того чтобы	5	11
9	в то время	1	11
10	в свою очередь	1	10
11	по отношению к	1	9
12	вместе с тем	8	9
13	с одной стороны	7	9
14	речь идет о	1	8
15	с другой стороны	1	8
16	так или иначе	3	7
17	бы то ни	2	7
18	в конце концов	3	7
19	то ни было	2	7
20	на этот раз	1	7
21	с самого начала	2	7
22	в первую очередь	1	7
23	во всяком случае	6	7
24	в отличие от	1	6
25	в том числе	5	6
26	в связи с	3	6
27	с точки зрения	6	6
28	после того как	1	6
29	о том как	1	5
30	то же самое	2	5
31	в этом отношении	2	5
32	тем не менее	3	5
33	и тот же	1	4
34	в одном из	1	4
35	чуть ли не	1	4
36	в силу этого	1	4
37	именно потому что	1	4
38	в этой области	1	4
39	но все же	4	4
40	по сравнению с	2	4
41	обстоит дело с	1	4
42	что и в	1	4
43	то что он	2	3
44	более или менее	5	3
45	друг с другом	5	3
46	на пути к	2	3
47	в соответствии с	1	3
48	сих пор не	1	3
49	на то что	2	3
50	может быть даже	2	3
51	один и тот	1	3
52	таким образом в	2	3
53	состоит в том	1	3
54	том числе и	4	3
55	как бы то	2	3
56	же что и	1	2
57	с этой точки	2	2
58	как видно из	1	2
59	потому что в	1	2
60	так и в	1	2
61	у него в	1	2
62	но при этом	1	2
63	в первом случае	1	2
64	точно так же	3	2
65	и таким образом	3	2
66	и в то	1	2
67	из них не	1	2
68	иначе связанные с	1	2
69	к одной из	2	2
70	с тех пор	2	2
71	этой точки зрения	2	2
72	целый ряд черт	1	2
73	или иначе связанные	1	2
74	так же как	3	2
75	имеем в виду	1	2
76	мы имеем в	1	2
77	и все же	1	2
78	точки зрения того	1	1
79	в этот период	1	1
80	найти его в	1	1
81	с этим и	1	1
82	но вместе с	2	1
83	на каждом шагу	1	1
84	не может быть	1	1
85	одной из этих	1	1
86	что и те	2	1
87	нет ничего кроме	1	1
88	всяком случае еще	1	1
89	можем составить себе	1	1
90	этом отношении представляет	1	1
91	можно сказать что	2	1
92	в так называемом	1	1
93	тому же пути	1	1
94	примыкает именно к	1	1
95	не представляется возможным	1	1
96	с тем какое	1	1
97	представляется возможным но	1	1
98	и те и	2	1
99	ввести в заблуждение	1	1
100	а с точки	1	1
101	к лицу с	1	1
102	в которых этот	1	1
103	друг на друга	2	1
104	одного и того	1	1
105	отличаются от людей	1	1
106	ничего общего с	2	1
107	а между тем	1	1
108	таким образом если	2	1
109	по своему характеру	1	1
110	не отличаются от	1	1
111	смысле этого слова	1	1
112	и одной из	1	1
113	мы можем составить	1	1
114	в данном случае	1	1
115	и никогда не	1	1
116	ничем не отличаются	1	1
117	из всех богов	1	1
118	одно из двух	1	1
119	и того же	1	1
120	прежде всего отдать	1	1
121	том что они	1	1
122	лицом к лицу	1	1
123	во всех других	1	1
124	в котором он	1	1
125	и во время	1	1
126	потому что и	2	1
127	именно в эту	1	1
128	сих пор еще	2	1
129	и в этом	2	1
130	по тому же	1	1
131	да и сами	1	1
132	и здесь не	1	1
133	может и не	1	1
134	на задний план	1	1
135	те и другие	2	1
136	той или иной	2	1
137	всего отдать себе	1	1
138	что и у	1	1
139	к нему в	1	1
140	сих пор были	1	1
141	а вместе с	1	1
142	по крайней мере	5	1
143	же время он	1	1
144	это не означает	1	1
145	от всей этой	1	1
146	в его героях	1	1
147	в далеком прошлом	1	1
148	мы знаем о	1	1
149	еще при жизни	1	1
150	как бы в	1	1
151	может быть в	1	1
152	к этому что	1	1
153	в так называемой	1	1
154	людьми и богами	1	1
155	отрывая его от	1	1
156	но не всегда	1	1
157	одном из своих	1	1
158	в настоящее время	1	1
159	из этих слов	1	1
160	между тем с	1	1
161	ни один из	1	1
162	то ясно что	2	1
163	начинается с того	1	1
164	духовной и материальной	1	1
165	ней и не	1	1
166	пути к достижению	1	1
167	главным образом в	3	1
168	не имеет больше	1	1
169	сам он не	1	1
170	по целому ряду	1	1
171	однако еще не	1	1
172	с собой на	1	1
173	но не следует	1	1
174	в том виде	2	1
175	всяком случае в	1	1
176	перед собой и	1	1
177	на первое место	1	1
