N	2gram	Voloshinov	Dialekti
1	и не	1	120
2	а не	1	78
3	и в	3	77
4	точки зрения	1	72
5	может быть	1	71
6	не только	1	66
7	не может	4	53
8	с точки	1	46
9	то же	1	39
10	и все	1	33
11	но и	1	32
12	если бы	1	24
13	в то	1	23
14	не менее	1	19
15	же время	1	18
16	в особенности	1	17
17	несмотря на	1	15
18	в ней	1	13
19	вещей и	1	12
20	к тому	1	10
21	мы видим	1	10
22	в его	1	10
23	и можно	1	10
24	может и	1	10
25	тому что	1	9
26	и на	1	9
27	бы в	1	9
28	больше ничего	1	9
29	смысл и	1	9
30	нет и	1	8
31	один из	2	8
32	связи с	1	7
33	и больше	1	7
34	из этих	1	7
35	можно и	1	6
36	может не	1	6
37	для него	1	6
38	сравнении с	1	6
39	и истории	1	5
40	если в	2	5
41	и должно	1	4
42	в каждом	1	4
43	можно назвать	1	4
44	ни один	1	4
45	с другими	1	3
46	и событий	1	3
47	тех же	1	3
48	его от	1	2
49	себе все	1	2
50	именно с	1	2
51	в системе	1	2
52	вполне понятно	1	2
53	теми или	1	2
54	в анализе	1	2
55	конечно и	1	2
56	на месте	1	2
57	бы на	1	2
58	на нее	1	2
59	с теми	1	2
60	явление если	1	2
61	исходя из	1	1
62	о формах	1	1
63	рождается вопрос	1	1
64	впадает в	1	1
65	вопрос что	1	1
66	бы чисто	1	1
67	в языке	1	1
68	отрешенными от	1	1
69	ней ничего	1	1
70	влияния на	1	1
71	категорий и	1	1
72	на примере	1	1
73	себя от	1	1
74	при анализе	1	1
75	он в	1	1
76	лучше всего	1	1
77	не смог	1	1
78	не из	1	1
79	механистического мировоззрения	1	1
80	ничего кроме	1	1
81	понимания этого	1	1
82	и тому	1	1
83	истории но	1	1
84	с самых	1	1
85	событий и	1	1
