N	2gram	Propp_Isto	VerxiiNi
1	и в	44	26
2	таким образом	21	22
3	с тем	9	18
4	в этом	20	15
5	вместе с	26	15
6	точки зрения	3	13
7	как бы	4	12
8	в том	13	11
9	не только	17	10
10	и с	8	10
11	может быть	31	10
12	из этих	5	10
13	после смерти	3	10
14	что в	18	9
15	так как	19	9
16	связи с	10	9
17	но и	16	9
18	в области	1	9
19	и у	3	8
20	и не	19	8
21	в индии	6	8
22	как на	3	8
23	главным образом	2	8
24	с другой	11	8
25	но не	8	8
26	с одной	7	7
27	но все	8	7
28	связанные с	5	7
29	том что	12	7
30	потому что	18	7
31	одной стороны	7	7
32	а с	2	7
33	то что	16	7
34	но в	7	7
35	из них	4	7
36	к нему	5	7
37	так и	9	6
38	в конце	1	6
39	несмотря на	3	6
40	все это	4	6
41	что и	11	6
42	представление о	22	6
43	все эти	11	6
44	все же	17	6
45	к тому	1	6
46	о том	11	6
47	во всяком	1	6
48	и потому	2	6
49	всяком случае	1	6
50	мы должны	7	6
51	с точки	1	6
52	в себе	1	6
53	того же	3	6
54	и к	3	5
55	до сих	7	5
56	том числе	3	5
57	в его	16	5
58	к жизни	1	5
59	в мире	1	5
60	не имеет	4	5
61	с другом	2	5
62	сих пор	7	5
63	того чтобы	3	5
64	для того	3	5
65	так же	14	5
66	лишь в	2	5
67	отношение к	3	5
68	одной из	3	5
69	образом в	3	5
70	в силу	7	5
71	друг с	2	5
72	а не	5	5
73	и для	3	5
74	никогда не	5	5
75	при жизни	1	4
76	в самом	1	4
77	попадает в	5	4
78	что оно	4	4
79	и по	3	4
80	то же	9	4
81	из которых	7	4
82	только в	8	4
83	в этих	7	4
84	должен был	1	4
85	с другими	4	4
86	целый ряд	4	4
87	что он	29	4
88	и вместе	3	4
89	в которых	4	4
90	в котором	2	4
91	в течение	2	4
92	и тогда	2	4
93	он не	5	4
94	и что	13	4
95	далеко не	1	4
96	а в	9	4
97	очень мало	1	4
98	в этой	5	4
99	числе и	2	4
100	бога и	1	4
101	и от	1	4
102	не может	10	4
103	что все	4	4
104	на этот	2	4
105	в виде	13	4
106	в то	5	4
107	и только	1	4
108	в нем	10	4
109	во время	12	4
110	к сожалению	1	3
111	и другие	5	3
112	с этой	4	3
113	и при	3	3
114	при этом	4	3
115	для него	2	3
116	что это	8	3
117	тем не	6	3
118	и если	1	3
119	в качестве	13	3
120	индии в	3	3
121	в результате	1	3
122	связывается с	1	3
123	то с	1	3
124	и даже	4	3
125	если бы	5	3
126	в которой	4	3
127	или иначе	1	3
128	с ней	2	3
129	на нее	3	3
130	с самого	1	3
131	в таком	2	3
132	в связи	6	3
133	ясно что	5	3
134	и как	5	3
135	как о	1	3
136	же как	12	3
137	если в	4	3
138	не менее	6	3
139	из которого	1	3
140	путь к	1	3
141	и таким	2	3
142	в других	4	3
143	что эти	1	3
144	можно сказать	2	3
145	друг за	1	3
146	но с	1	3
147	за собой	5	3
148	хотя бы	2	3
149	представляет собой	8	3
150	так что	2	3
151	так называемые	1	3
152	у них	2	3
153	когда он	7	3
154	точно так	3	3
155	в одном	2	3
156	оказывается что	2	3
157	большей частью	3	3
158	и те	1	3
159	не вполне	1	3
160	к ним	2	3
161	и о	2	3
162	отношению к	2	3
163	в своем	3	3
164	уже не	14	3
165	к этому	5	3
166	того что	3	3
