N	4gram	Berdyaev_V	Mirosoze
1	легенде о великом инквизиторе	1	8
2	в легенде о великом	1	8
3	и вместе с тем	1	5
4	возжелал свободной любви человека	1	3
5	в том что он	2	3
6	отверг единственное абсолютное знамя	1	2
7	жизнь как детскую игру	1	2
8	которое предлагалось тебе чтобы	1	2
9	но в свободные от	1	2
10	их работать но в	1	2
11	а не рабских восторгов	1	2
12	какими они и созданы	1	2
13	детскую игру с детскими	1	2
14	легенда о великом инквизиторе	2	2
15	чтобы заставить всех преклониться	1	2
16	абсолютное знамя которое предлагалось	1	2
17	хлеба земного и отверг	1	2
18	жаждал свободной любви а	1	2
19	как песок морской слабых	2	2
20	и отверг во имя	1	2
21	мы разрешим им и	1	2
22	рабских восторгов невольника перед	1	2
23	не рабских восторгов невольника	1	2
24	свободной любви а не	1	2
25	единственное абсолютное знамя которое	1	2
26	тысяч великих и сильных	2	2
27	восторгов невольника перед могуществом	1	2
28	было не по силам	1	2
29	невольника перед могуществом раз	1	2
30	они слабы и бессильны	1	2
31	игру с детскими песнями	1	2
32	знамя хлеба земного и	1	2
33	что было не по	1	2
34	работать но в свободные	1	2
35	предлагалось тебе чтобы заставить	1	2
36	как детскую игру с	1	2
37	с детскими песнями хором	1	2
38	тебе чтобы заставить всех	1	2
39	познания добра и зла	2	2
40	земного и отверг во	1	2
41	во имя счастья людей	1	2
42	разрешим им и грех	1	2
43	все что было не	1	2
44	а потому поступил как	1	2
45	имя свободы и хлеба	1	2
46	существ какими они и	1	2
47	плясками о мы разрешим	1	2
48	мы заставим их работать	1	2
49	необычайного гадательного и неопределенного	2	2
50	слабосильных существ какими они	1	2
51	счастье слабосильных существ какими	1	2
52	отверг во имя свободы	1	2
53	свободы и хлеба небесного	1	2
54	о мы разрешим им	1	2
55	знамя которое предлагалось тебе	1	2
56	любви а не рабских	1	2
57	ты отверг единственное абсолютное	1	2
58	потому поступил как бы	1	2
59	заставим их работать но	1	2
60	во имя свободы и	1	2
61	и уж конечно не	1	2
62	песнями хором с невинными	1	1
63	и послушное хотя и	1	1
64	с тобою и победит	2	1
65	а видишь ли сии	1	1
66	даже смерть человеку дороже	1	1
67	вспомни что их было	1	1
68	десятками тысяч миллионов существ	1	1
69	сильных? нет нам дороги	2	1
70	смерть человеку дороже свободного	1	1
71	тобою и победит тебя	1	1
72	но нет ничего и	1	1
73	ее еще больше или	1	1
74	свободы с которым это	1	1
75	и за тобой побежит	1	1
76	явлены три образа в	1	1
77	ты можешь с гордостью	1	1
78	нет ничего обольстительнее для	1	1
79	веры а не чудесной	1	1
80	в познании добра и	1	1
81	от труда часы мы	1	1
82	и то богов а	1	1
83	ищет человек на земле	1	1
84	сделали так для того	1	1
85	было для человека и	1	1
86	ибо конечно они невольники	1	1
87	указать на этих детей	1	1
88	и мучительнее и вот	1	1
89	жаждал свободной веры а	1	1
90	земле то есть перед	1	1
91	и сделали так для	1	1
92	многочисленные как песок морской	2	1
93	они разделиться между собою	1	1
94	должно быть от веры	1	1
95	свобода его совести но	1	1
96	его бессилие с любовью	1	1
97	кому бы передать поскорее	1	1
98	с любовью облегчив его	1	1
99	во имя этого самого	1	1
100	и сильных? нет нам	2	1
101	вдоволь для всякого вместе	1	1
102	песок морской слабых но	2	1
103	никогда не было для	1	1
104	людях слишком высоко ибо	1	1
105	того кому бы передать	1	1
106	немыслимы ибо никогда никогда	1	1
107	раскаленной пустыне? обрати их	1	1
108	личного и свободного и	1	1
109	есть третье и последнее	1	1
110	свободной любви человека чтобы	1	1
111	небесный но может ли	1	1
112	муравейник ибо потребность всемирного	1	1
113	виноваты остальные слабые люди	1	1
114	ничего и мучительнее и	1	1
115	противоречия человеческой природы на	1	1
116	неужто же и впрямь	1	1
117	тебе дороги лишь десятки	2	1
118	лишь десятки тысяч великих	2	1
119	впрямь приходил ты лишь	1	1
120	мы не с тобой	1	1
121	тут ты судил о	1	1
122	великой заботы и страшных	2	1
123	будут пренебречь хлебом земным	1	1
124	сумеют они разделиться между	1	1
125	которых сойдутся все неразрешимые	1	1
126	не по силам людей	1	1
127	на земле то есть	1	1
128	ты увеличил им ее	1	1
129	в силах вместить столь	1	1
130	тобой а с ним	1	1
131	миллионы многочисленные как песок	2	1
132	то есть перед кем	1	1
133	как найти того кому	1	1
134	и тем научил гордиться	1	1
135	любовь к человеку не	1	1
136	бы и не любя	2	1
137	это несчастное существо рождается	1	1
138	как свобода его совести	1	1
139	чудо должно быть от	1	1
140	поступил как бы и	2	1
141	ним вот наша тайна	1	1
142	этой нагой и раскаленной	1	1
143	свободы а видишь ли	1	1
144	хлеб земной вдоволь для	1	1
145	которые не в силах	1	1
146	хлебом земным для небесного?	1	1
147	вручить совесть и каким	1	1
148	вместо твердых основ для	1	1
149	глазах слабого вечно порочного	1	1
150	месте храма твоего воздвигнется	1	1
151	что не в силах	1	1
152	воздвигнется вновь страшная вавилонская	1	1
153	тоже что не могут	1	1
154	передать поскорее тот дар	1	1
155	гордостью указать на этих	1	1
156	человека чтобы свободно пошел	1	1
157	тебе была дороже всего	1	1
158	что есть необычайного гадательного	3	1
159	счастье счастье слабосильных существ	1	1
160	им ее еще больше	1	1
161	и раскаленной пустыне? обрати	1	1
162	нет у человека заботы	1	1
163	храма твоего воздвигнется новое	1	1
164	сразится с тобою и	2	1
165	мучительнее как найти того	1	1
166	бессилие с любовью облегчив	1	1
167	ушел от гордых и	1	1
168	свободные от труда часы	1	1
169	гордиться ибо ты вознес	1	1
170	стадо благодарное и послушное	1	1
