N	3gram	Vygotskiy_	EvropaiE
1	с точки зрения	11	16
2	с одной стороны	8	8
3	в том что	41	6
4	одной стороны и	1	6
5	так же как	9	5
6	этой точки зрения	4	5
7	для того чтобы	14	5
8	с этой точки	4	5
9	того или иного	2	4
10	той или иной	2	4
11	само по себе	3	4
12	не только в	1	4
13	то ни было	1	4
14	бы то ни	1	4
15	и в этом	2	4
16	друг с другом	10	3
17	в применении к	1	3
18	можно было бы	8	3
19	в известной степени	1	3
20	в этом смысле	7	3
21	же как и	6	3
22	заключает в себе	3	3
23	как бы ни	1	3
24	хотя бы и	2	3
25	ту или иную	1	3
26	во всяком случае	10	3
27	можно сказать что	1	3
28	в известном смысле	2	3
29	в этом отношении	9	3
30	так и в	2	2
31	сказать что в	1	2
32	мы можем сказать	1	2
33	приводит нас к	1	2
34	как мы видели	4	2
35	в качестве орудия	2	2
36	и только в	1	2
37	не может быть	5	2
38	на то что	5	2
39	в данном случае	1	2
40	по себе не	1	2
41	по сравнению с	4	2
42	заключается в том	18	2
43	но было бы	1	2
44	к тому чтобы	1	2
45	имеет место в	2	2
46	только в том	4	2
47	так же мало	1	2
48	сплошь и рядом	1	2
49	друг от друга	2	2
50	то что в	3	2
51	в свою очередь	3	2
52	с другой стороны	5	2
53	из того что	3	2
54	тому или иному	4	2
55	по нашему мнению	2	2
56	мы видели что	4	1
57	было бы неправильно	2	1
58	кроме того что	1	1
59	как это мы	1	1
60	или иначе говоря	1	1
61	в том случае	2	1
62	но в отношении	1	1
63	и не только	1	1
64	в этот период	1	1
65	нас к выводу	1	1
66	не заключает в	1	1
67	и связанное с	1	1
68	может быть установлена	1	1
69	и та же	1	1
70	и с точки	1	1
71	во многих других	1	1
72	смысле этого слова	10	1
73	к тому или	3	1
74	с мы не	1	1
75	речь идет о	2	1
76	всех этих случаях	1	1
77	не сводится к	1	1
78	мы не можем	2	1
79	к тому что	1	1
80	но и в	1	1
81	том смысле что	2	1
82	том числе и	3	1
83	можем сказать что	1	1
84	что в самом	1	1
85	вопрос можно ли	1	1
86	значение только в	1	1
87	тех или иных	1	1
88	как и всякая	1	1
89	лежащих в основе	4	1
90	так как их	1	1
91	и тем самым	3	1
92	во многих случаях	1	1
93	то время как	5	1
94	если обратиться к	1	1
95	во всех этих	1	1
96	мы стремились показать	1	1
97	и ту же	1	1
98	в том смысле	3	1
99	в отличие от	8	1
100	это мы видим	1	1
101	во всем его	1	1
102	в области развития	1	1
103	между собой это	1	1
104	ответить на этот	1	1
105	то мы увидим	1	1
106	как на то	1	1
107	то что с	2	1
108	что оно не	1	1
109	в основных чертах	1	1
110	что как бы	2	1
111	и того же	5	1
112	но само по	1	1
113	один и тот	6	1
114	и в отношении	3	1
115	что в силу	1	1
116	не могут быть	1	1
117	мы сказали бы	1	1
118	то и другое	5	1
119	оно не может	1	1
120	с тем что	4	1
121	в гораздо большей	1	1
122	мы увидим что	1	1
123	представление о том	1	1
124	одну и ту	1	1
125	мы не станем	5	1
126	выходит за пределы	1	1
127	вовсе не в	1	1
128	в связи с	8	1
129	основании того что	1	1
130	том случае если	2	1
131	в том же	1	1
132	не связана с	1	1
133	и тот же	6	1
134	а также в	1	1
135	та или иная	3	1
136	в последнее время	4	1
137	в том числе	3	1
138	этот процесс мы	1	1
139	они относятся к	2	1
140	в таком смысле	1	1
141	выступает в качестве	1	1
142	неизбежно приводит нас	2	1
143	что мы знаем	7	1
144	того что мы	2	1
145	это значит что	6	1
146	в своем развитии	3	1
147	во внимание что	2	1
148	и в качестве	1	1
149	связи с этим	2	1
150	в своей совокупности	1	1
151	несмотря на его	1	1
152	в отношении их	1	1
153	к еще более	1	1
154	в то время	5	1
155	что в этом	1	1
156	более или менее	3	1
157	на основании того	1	1
158	мы говорили в	1	1
159	что при известных	1	1
160	независимо от того	3	1
161	в значительной степени	1	1
162	с мы думаем	1	1
163	с а затем	1	1
164	но так как	2	1
165	на этот раз	2	1
166	на этот вопрос	2	1
167	неизбежно придет к	1	1
168	и во многих	1	1
169	склонен думать что	1	1
170	что в основных	1	1
171	тех и других	1	1
172	одна и та	1	1
173	одного и того	5	1
174	при известных условиях	1	1
175	а также и	1	1
176	которые можно было	1	1
177	мы остановились на	1	1
178	друг к другу	1	1
