N	3gram	Vygotskiy_	VrazhdaK
1	и все же	1	5
2	в то же	1	4
3	в связи с	6	3
4	имел в виду	1	3
5	в том что	33	2
6	не может быть	4	2
7	как раз в	1	2
8	с точки зрения	12	2
9	и что в	2	2
10	что к этому	1	1
11	тем самым он	1	1
12	не было бы	1	1
13	но при этом	2	1
14	и начинается с	1	1
15	в этот период	3	1
16	в свою очередь	4	1
17	в то время	4	1
18	в конце концов	2	1
19	одно и то	1	1
20	речь идет о	1	1
21	последовательность в развитии	1	1
22	и во всей	1	1
23	равно как и	1	1
24	о том как	3	1
25	в той же	3	1
26	так же как	9	1
27	что уже в	1	1
28	а тем более	1	1
29	уже на пороге	2	1
30	на то что	5	1
31	по нашему мнению	1	1
32	и никогда не	1	1
33	шаг за шагом	1	1
34	что в этой	1	1
35	что они не	1	1
36	в этом смысле	5	1
37	заключается в том	12	1
38	а с другой	3	1
39	и то что	6	1
40	не только не	7	1
41	о том что	7	1
42	но мы знаем	1	1
43	не имеет никаких	1	1
44	я не знаю	1	1
45	объяснить то что	1	1
46	до сих пор	3	1
47	в высшей степени	3	1
48	но в этом	2	1
49	его отношение к	3	1
50	есть все основания	1	1
51	на этот раз	1	1
52	в том же	1	1
53	во всяком случае	2	1
54	тем не менее	1	1
55	к вопросу о	1	1
56	то что я	1	1
57	как бы в	1	1
58	едва ли не	1	1
59	на первый план	2	1
60	с другой стороны	8	1
61	в известном смысле	7	1
62	то что они	2	1
63	связи с этим	1	1
64	но и это	1	1
65	независимо от того	2	1
66	и уже по	1	1
67	и то же	1	1
68	да и в	1	1
69	в этом отношении	7	1
70	и не может	3	1
