N	2gram	Vygotskiy_	PoTuStor
1	может быть	15	17
2	и в	33	16
3	таким образом	30	9
4	в этом	43	9
5	прежде всего	5	9
6	мы можем	15	9
7	и только	4	9
8	совершенно не	5	8
9	точки зрения	27	8
10	и с	7	8
11	не может	31	8
12	и его	6	8
13	не только	28	7
14	в сознание	1	7
15	сказать что	18	7
16	с его	3	7
17	и к	7	6
18	при этом	9	6
19	для него	9	6
20	самом деле	9	6
21	и это	3	6
22	с точки	12	6
23	что такое	6	5
24	ни в	1	5
25	все эти	9	5
26	только для	2	5
27	в чем	10	5
28	еще не	11	5
29	сознание и	2	5
30	как бы	11	5
31	отношение к	12	5
32	нуждается в	3	5
33	в него	1	5
34	а потому	3	4
35	все что	2	4
36	для всех	2	4
37	и на	11	4
38	так как	20	4
39	все это	2	4
40	в его	15	4
41	мысли и	7	4
42	так и	8	4
43	на самом	3	4
44	его в	6	4
45	и даже	3	4
46	и все	2	4
47	с ними	4	4
48	только в	21	4
49	и не	18	4
50	но мы	7	4
51	можно сказать	7	4
52	с самого	8	4
53	но и	14	4
54	хотя бы	5	4
55	и может	4	4
56	и их	4	4
57	самого начала	8	4
58	в этой	8	4
59	как мы	20	4
60	отнюдь не	2	4
61	в нем	10	4
62	с ее	1	4
63	в один	1	4
64	и ее	2	4
65	и наконец	3	4
66	но в	9	4
67	ребенка и	11	3
68	до сих	3	3
69	на язык	1	3
70	в основном	2	3
71	в том	44	3
72	мы знаем	5	3
73	те же	6	3
74	с их	4	3
75	представлений и	3	3
76	между ними	5	3
77	их в	3	3
78	отношения к	2	3
79	этом смысле	5	3
80	учение о	3	3
81	и как	7	3
82	что в	33	3
83	том что	41	3
84	вместе с	9	3
85	на этом	8	3
86	в этих	7	3
87	сравнению с	9	3
88	во всех	3	3
89	во всяком	4	3
90	и потому	3	3
91	в основе	12	3
92	и притом	2	3
93	тех же	1	3
94	по сравнению	9	3
95	как это	11	3
96	только на	3	3
97	в одном	3	3
98	даже не	1	3
99	а в	5	3
100	то что	48	3
101	никаких оснований	2	3
102	и др	1	3
103	могут быть	7	3
104	и есть	8	3
105	сих пор	3	3
106	в общем	1	3
107	жизни и	2	3
108	в области	19	3
109	всяком случае	2	3
110	во время	1	3
111	ко всякому	1	3
112	едва ли	2	3
113	в самом	10	2
114	в свое	2	2
115	мы видим	6	2
116	что оно	9	2
117	это делает	1	2
118	к другим	2	2
119	на протяжении	2	2
120	они не	7	2
121	почти не	1	2
122	т.е в	1	2
123	возникает в	3	2
124	мы не	6	2
125	с этой	8	2
126	ни было	1	2
127	что это	1	2
128	аналогии с	2	2
129	ее в	3	2
130	в область	2	2
131	может иметь	3	2
132	для нас	1	2
133	и этим	1	2
134	но как	6	2
135	что и	11	2
136	сознания и	3	2
137	сводится к	1	2
138	только уже	1	2
139	у него	8	2
140	не на	5	2
141	не могут	7	2
142	со всеми	2	2
143	в них	3	2
144	а на	1	2
145	из сказанного	2	2
146	существует только	2	2
147	и других	7	2
148	эти понятия	2	2
149	не знает	6	2
150	не нуждается	1	2
151	по аналогии	2	2
152	что не	2	2
153	вообще не	5	2
154	в жизни	2	2
155	является по	2	2
156	как и	13	2
157	что он	40	2
158	есть в	2	2
159	же как	9	2
160	не есть	4	2
161	только то	4	2
162	в своей	5	2
163	и так	1	2
164	связанные с	6	2
165	как с	5	2
166	по своему	4	2
167	себя и	2	2
168	знаем что	2	2
169	не менее	4	2
170	в каком	2	2
171	путь к	1	2
172	и таким	1	2
173	на первый	2	2
174	не удается	1	2
175	с этим	9	2
176	не имеющие	1	2
177	к этому	7	2
178	оно не	2	2
179	не существует	1	2
180	рождения и	1	2
181	в детской	2	2
182	между собой	17	2
183	что мы	11	2
184	это последнее	1	2
185	мы уже	4	2
186	связанных с	1	2
187	все остальные	1	2
188	из этих	2	2
189	на друга	2	2
190	ту же	5	2
191	на основе	6	2
192	совсем не	1	2
193	этих трех	1	2
194	в этот	4	2
195	он не	13	2
196	и т.п	2	2
197	в развитии	45	2
198	с помощью	32	2
199	в частности	9	2
200	но зато	1	2
201	говорить о	3	2
202	всех других	1	2
203	за пределы	4	2
204	в начале	2	2
205	в пределах	6	2
206	почти совершенно	1	2
207	так же	22	2
208	момента в	3	2
209	друг на	2	2
210	потому и	4	2
211	этой теории	9	2
212	было бы	18	2
213	что можно	1	2
214	к ним	2	2
215	и о	1	2
216	если мы	9	2
217	в систему	2	2
218	находится в	2	2
219	что на	2	2
220	о том	13	2
221	во всей	3	2
222	один из	4	2
223	и по	5	2
224	с ним	6	2
225	нет никаких	2	2
226	но это	4	2
227	и для	3	2
228	для этого	3	2
229	того же	13	2
230	нам кажется	2	2
231	можем теперь	1	2
232	понятия и	11	2
233	то же	12	2
234	сделать это	2	2
235	не можем	2	2
236	образов и	1	2
237	никогда не	10	2
238	быть даже	1	1
239	нам сделать	1	1
240	и ту	1	1
241	которому в	1	1
242	что было	2	1
243	во всем	2	1
244	бы то	2	1
245	они являются	2	1
246	по мнению	2	1
247	от нее	1	1
248	дает нам	1	1
249	вскрыть эти	1	1
250	представляет себе	3	1
251	что они	8	1
252	одних и	1	1
253	хорошо известны	1	1
254	и то	9	1
255	в другой	1	1
256	их объединяет	1	1
257	в единую	1	1
