N	2gram	Propp_Isto	FransuaR
1	и в	44	367
2	в этом	20	112
3	и не	19	101
4	таким образом	21	100
5	и его	15	99
6	в его	16	98
7	прежде всего	7	92
8	не только	17	87
9	мы уже	6	85
10	но и	16	84
11	как бы	4	82
12	все эти	11	79
13	вовсе не	6	77
14	как и	12	76
15	в нем	10	75
16	но в	7	75
17	и на	11	72
18	и др	6	72
19	в том	13	71
20	как мы	9	71
21	то же	9	66
22	и все	4	66
23	в них	3	65
24	в этой	5	65
25	так и	9	65
26	и с	8	64
27	в то	5	63
28	во время	12	63
29	во всех	3	62
30	все это	4	62
31	же время	1	55
32	что в	18	52
33	в своем	3	51
34	xvi века	1	49
35	только в	8	48
36	так как	19	46
37	том что	12	45
38	уже говорили	1	44
39	то что	16	41
40	здесь в	1	41
41	у него	7	40
42	жизни и	4	40
43	в самом	1	38
44	точки зрения	3	37
45	в ней	8	37
46	с его	3	36
47	о том	11	35
48	он был	2	35
49	может быть	31	35
50	мы видим	12	35
51	сказать что	2	34
52	и даже	4	34
53	в себе	1	34
54	до нас	1	34
55	мы видели	9	32
56	в конце	1	32
57	он не	5	32
58	для него	2	32
59	в литературе	1	31
60	связаны с	3	31
61	в своей	3	31
62	так же	14	30
63	но он	2	30
64	один из	6	30
65	потому что	18	30
66	той же	2	30
67	и потому	2	30
68	никогда не	5	30
69	тела и	2	30
70	в одном	2	29
71	еще не	16	29
72	связи с	10	29
73	в этих	7	29
74	что он	29	29
75	не может	10	29
76	в особенности	6	29
77	при этом	4	29
78	его в	17	29
79	не в	11	29
80	и к	3	28
81	из них	4	28
82	всех этих	2	28
83	также и	2	28
84	в основе	3	28
85	здесь и	2	28
86	и другие	5	27
87	сих пор	7	27
88	до сих	7	27
89	том числе	3	27
90	в образах	1	27
91	все же	17	27
92	по своему	1	27
93	роль в	3	27
94	в преисподнюю	4	26
95	все они	1	26
96	на самом	1	25
97	в области	1	25
98	с помощью	1	25
99	но это	10	25
100	мира и	2	25
101	но не	8	24
102	например в	11	24
103	в ее	4	24
104	и у	3	24
105	и от	1	24
106	как в	11	24
107	того чтобы	3	24
108	в частности	9	24
109	отношение к	3	24
110	своего рода	1	23
111	и здесь	12	23
112	с ним	9	23
113	и для	3	23
114	в их	1	23
115	есть и	3	23
116	к нему	5	23
117	это не	8	23
118	еще и	2	23
119	даже в	4	22
120	не было	2	22
121	а в	9	22
122	тем что	12	22
123	что и	11	22
124	и других	5	22
125	там где	11	22
126	вместе с	26	22
127	и во	1	22
128	связь с	20	22
129	и о	2	22
130	в своих	4	21
131	уже в	4	21
132	и как	5	21
133	есть в	2	21
134	в качестве	13	21
135	одним из	4	21
136	в себя	3	21
137	что это	8	21
138	ни в	2	21
139	и наконец	2	21
140	в виду	1	20
141	в связи	6	20
142	и это	5	20
143	одной из	3	20
144	с точки	1	20
145	в образе	16	20
146	они были	2	20
147	а также	5	20
148	самом деле	2	20
149	во всем	4	19
150	их в	7	19
151	к этому	5	19
152	того же	3	19
153	было бы	2	19
154	в дальнейшем	6	19
155	с другой	11	19
156	хотя и	1	19
157	в форме	5	19
158	в ту	1	19
159	далеко не	1	19
160	мы находим	1	18
161	в xvii	1	18
162	это и	3	18
163	здесь не	3	18
164	одна из	6	18
165	но они	1	18
166	превращается в	10	18
167	на этом	5	18
168	связанные с	5	18
169	перед нами	2	18
170	связан с	7	18
171	в большей	1	17
172	для того	3	17
173	конечно не	1	17
174	в результате	1	17
175	связанных с	1	17
176	на его	1	17
177	числе и	2	17
178	такой же	3	17
179	но все	8	17
180	меньшей степени	1	17
181	связана с	1	17
182	и вот	4	17
183	того что	3	17
184	а не	5	17
185	в другом	2	16
186	с одной	7	16
