N	3gram	Tiupa_Narr	Psycholo
1	в том что	11	78
2	для того чтобы	4	70
3	на то что	2	55
4	в самом деле	3	51
5	и т п	2	37
6	о том что	3	34
7	то же самое	3	31
8	с точки зрения	2	29
9	с одной стороны	5	28
10	в сущности говоря	1	24
11	не может быть	6	23
12	до сих пор	3	23
13	и т д	1	22
14	и в самом	1	22
15	к тому что	4	20
16	с другой стороны	1	20
17	на самом деле	1	17
18	не только не	2	16
19	в зависимости от	3	15
20	так же как	1	14
21	во всяком случае	2	14
22	само по себе	1	14
23	в то время	1	14
24	в этом отношении	5	14
25	заключает в себе	2	13
26	можно было бы	1	13
27	то время как	1	13
28	сам по себе	1	12
29	этой точки зрения	1	12
30	в конечном счете	4	11
31	по сравнению с	1	11
32	подобно тому как	4	11
33	с этой точки	1	10
34	и то что	1	10
35	не в том	1	10
36	сами по себе	2	10
37	никак не может	1	9
38	потому что в	1	9
39	таким образом что	1	9
40	в отличие от	6	9
41	не то что	1	9
42	и что в	1	9
43	в том случае	1	9
44	точно так же	2	9
45	в данном случае	12	9
46	и как бы	1	8
47	и то же	2	8
48	друг с другом	1	8
49	речь идет о	3	8
50	так как это	1	7
51	состоит в том	5	7
52	на этот вопрос	1	7
53	том случае если	1	7
54	в этом смысле	1	7
55	а с другой	2	7
56	на то чтобы	2	7
57	только то что	1	7
58	в свою очередь	2	7
59	можно сказать что	5	7
60	именно то что	1	7
61	одно и то	2	7
62	как и в	1	7
63	и та же	1	6
64	мы не можем	1	6
65	и тот же	1	6
66	тем не менее	6	6
67	более или менее	2	6
68	что у него	2	6
69	того или иного	3	6
70	в противоречие с	1	6
71	то что мы	1	6
72	не только в	12	6
73	по его мнению	1	6
74	что иное как	1	6
75	в первый раз	1	5
76	в таком случае	1	5
77	как если бы	2	5
78	в евгении онегине	1	5
79	один и тот	1	5
80	в том виде	1	5
81	в том смысле	1	5
82	как бы в	2	5
83	как раз в	3	5
84	же как и	1	5
85	вместо того чтобы	1	5
86	том что искусство	1	4
87	и того же	2	4
88	а в том	2	4
89	к тому же	8	4
90	из того что	1	4
91	это то что	1	4
92	и тем же	1	4
93	того и другого	1	4
94	и для нас	1	4
95	он не может	1	4
96	одного и того	2	4
97	не для того	1	4
98	и не может	3	4
99	внимание на то	2	4
100	то есть в	1	4
101	одна из них	1	4
102	одним и тем	1	4
103	только потому что	1	4
104	несет в себе	1	4
105	одна и та	1	4
106	как это делает	1	4
107	в основе своей	1	4
108	по себе а	1	3
109	что в ней	1	3
110	в том как	2	3
111	и в другом	1	3
112	том что на	1	3
113	друг от друга	1	3
114	по аналогии с	1	3
115	каждого из этих	1	3
116	характеры действующих лиц	2	3
117	по отношению к	5	3
118	как и на	1	3
119	ни одна из	1	3
120	дело в том	2	3
121	по его словам	1	3
122	на одном полюсе	1	3
123	тому что он	2	3
124	прежде всего тем	1	3
125	может быть и	1	3
126	иметь в виду	1	3
127	что все эти	1	3
128	бросается в глаза	1	3
129	в том или	1	3
130	в своем роде	1	3
131	мысль о том	1	3
132	бы то ни	1	3
133	то же время	7	3
134	да и не	1	3
135	том или ином	1	3
136	едва ли не	2	3
137	это действительно так	1	3
138	в то же	7	3
139	может быть не	2	3
140	я не могу	1	3
141	и здесь мы	1	3
142	ответ на этот	1	3
143	всего тем что	1	3
144	мере в какой	1	2
145	одной стороны и	1	2
146	что и для	1	2
147	мы уже знаем	1	2
148	мы никак не	1	2
149	бы не было	1	2
150	но для того	1	2
151	которая не может	2	2
152	так или иначе	1	2
153	так и в	1	2
154	но при этом	3	2
155	в полной мере	1	2
156	тому или иному	1	2
157	и тем самым	6	2
