N	2gram	Voloshinov	VrazhdaK
1	не только	28	9
2	в этом	10	8
3	и в	42	8
4	и что	1	8
5	что в	1	7
6	и все	4	7
7	но и	16	7
8	то что	9	7
9	о нем	1	6
10	как и	12	6
11	и даже	3	6
12	и с	5	6
13	в романе	1	6
14	все же	9	6
15	в котором	3	6
16	в начале	3	6
17	в нем	6	6
18	но в	5	6
19	то же	16	5
20	у него	1	5
21	и не	14	5
22	между тем	3	5
23	об этом	3	5
24	не было	2	5
25	же время	7	5
26	в то	9	5
27	это не	3	4
28	при этом	9	4
29	несмотря на	3	4
30	с ним	2	4
31	для нас	3	4
32	все это	4	4
33	х годов	1	4
34	в виду	3	4
35	в своих	2	4
36	что он	2	4
37	уже в	5	4
38	у достоевского	1	4
39	о том	4	4
40	может быть	13	4
41	в ней	8	4
42	целый ряд	3	4
43	в истории	1	4
44	как бы	30	4
45	так же	4	4
46	что у	3	3
47	русской литературе	1	3
48	в его	6	3
49	в том	3	3
50	его в	4	3
51	связи с	3	3
52	в связи	2	3
53	я не	1	3
54	и как	10	3
55	тем что	2	3
56	в те	1	3
57	в чем	1	3
58	в русской	1	3
59	человека в	2	3
60	эти слова	9	3
61	чтобы он	1	3
62	том что	3	3
63	он не	2	3
64	и уже	3	3
65	в конце	6	3
66	и о	1	3
67	наряду с	1	3
68	одним из	1	3
69	в своем	1	3
70	на то	1	3
71	с его	8	3
72	и его	7	3
73	к этому	2	3
74	и во	1	3
75	в той	5	2
76	таким образом	8	2
77	и то	5	2
78	ответ на	3	2
79	и он	2	2
80	время и	1	2
81	его с	1	2
82	с точки	5	2
83	для него	3	2
84	его и	3	2
85	этот момент	1	2
86	о чем	2	2
87	как раз	1	2
88	нашего времени	1	2
89	о которой	1	2
90	как же	1	2
91	же в	1	2
92	отношения к	3	2
93	своих литературных	1	2
94	в мире	2	2
95	их в	3	2
96	же как	1	2
97	в своей	2	2
98	вместе с	5	2
99	не менее	1	2
100	и это	8	2
101	к типу	1	2
102	на первый	2	2
103	еще не	3	2
104	но как	2	2
105	а с	5	2
106	в свою	6	2
107	и т.п	25	2
108	в этой	6	2
109	в нашей	2	2
110	его личность	1	2
111	человека с	2	2
112	при помощи	1	2
113	а в	5	2
114	хотел было	1	2
115	на это	4	2
116	к ним	1	2
117	отношение к	2	2
118	уже не	4	2
119	из них	3	2
120	в себе	10	2
121	что я	1	2
122	не может	13	2
123	место в	2	2
124	столь же	1	2
125	том же	2	2
126	точки зрения	11	2
127	тем более	1	2
128	одна из	1	2
129	в эти	1	2
130	отнюдь не	10	2
131	но это	2	2
132	во время	1	2
133	не мог	3	2
134	в него	2	2
135	никогда не	7	2
136	души и	1	1
137	в особенности	1	1
138	доступ в	1	1
139	к сожалению	1	1
140	в самом	5	1
141	с большими	1	1
142	то в	1	1
143	как к	1	1
144	связан с	1	1
145	именно к	1	1
146	так и	7	1
147	этот материал	1	1
148	которую они	1	1
149	из произведений	1	1
150	в литературе	1	1
151	все что	1	1
152	для всех	2	1
153	до сих	1	1
154	сказал что	1	1
155	в душе	2	1
156	один из	4	1
157	еще раз	1	1
158	короче говоря	3	1
159	можно говорить	1	1
160	сказав что	1	1
161	и этот	2	1
162	которым он	1	1
163	вот так	3	1
164	ему в	1	1
165	из которых	3	1
166	приближается к	3	1
167	ближе к	1	1
168	был очень	1	1
169	этот процесс	2	1
170	если в	1	1
171	также что	1	1
172	это будет	1	1
173	того как	1	1
174	в основном	1	1
175	и уж	1	1
176	через несколько	1	1
177	которой не	1	1
178	об одном	1	1
179	еще до	1	1
180	героев достоевского	1	1
181	отражает и	2	1
182	не будем	1	1
183	дает нам	1	1
184	еще более	2	1
185	творческой фантазии	1	1
186	предположить что	1	1
187	из всех	1	1
188	что это	4	1
189	хотя и	3	1
190	одному из	1	1
191	в ее	3	1
192	людей было	1	1
193	только не	1	1
194	того что	4	1
195	действительной истории	1	1
196	в другой	1	1
197	говорит о	1	1
198	в качестве	4	1
