N	3gram	Losev_Prob	Tvorches
1	в романах достоевского	1	29
2	в то же	2	25
3	то же время	1	24
4	и т д	1	17
5	в преступлении и	1	17
6	преступлении и наказании	1	16
7	в том что	13	11
8	в братьях карамазовых	1	9
9	о том что	14	8
10	униженных и оскорбленных	1	7
11	не может быть	2	6
12	но в то	2	6
13	и т п	1	5
14	в самом деле	1	5
15	в том же	1	5
16	в наше время	1	5
17	по отношению к	2	5
18	в русской литературе	3	5
19	в белых ночах	1	5
20	у достоевского не	1	5
21	о великом инквизиторе	1	5
22	до сих пор	3	4
23	по крайней мере	8	4
24	с точки зрения	13	4
25	у достоевского нет	1	4
26	в одной из	1	4
27	дело в том	4	4
28	с самого начала	3	4
29	во главе с	1	3
30	в таком случае	2	3
31	чуть ли не	1	3
32	точно так же	4	3
33	том что в	1	3
34	это значит что	2	3
35	униженные и оскорбленные	1	3
36	если не считать	1	3
37	в ту эпоху	1	3
38	во всяком случае	6	3
39	едва ли не	1	3
40	с другой стороны	7	3
41	хотя и не	3	3
42	легенда о великом	1	3
43	добра и зла	1	3
44	и все же	1	3
45	является одним из	1	3
46	в году в	1	3
47	войне и мире	1	2
48	у него есть	1	2
49	а может быть	2	2
50	это не значит	1	2
51	в данном случае	5	2
52	и тут же	1	2
53	как и его	2	2
54	для того чтобы	3	2
55	в том числе	2	2
56	тем не менее	8	2
57	романах достоевского в	1	2
58	не значит что	1	2
59	что у него	1	2
60	так и в	1	2
61	на первом плане	3	2
62	и в конце	1	2
63	не потому что	1	2
64	в конце концов	7	2
65	потому что он	2	2
66	в этой области	1	2
67	том числе и	1	2
68	и превращается в	1	2
69	к тому же	5	2
70	несмотря на все	1	2
71	в известном смысле	1	2
72	не в силах	3	2
73	не то что	1	2
74	но это не	1	2
75	в связи с	11	2
76	в одном из	1	2
77	в свою очередь	2	2
78	вместе с тем	5	2
79	не только для	2	2
80	по своей воле	1	2
81	заключается в том	1	2
82	можно сказать что	4	2
83	все же не	3	2
84	на самом деле	2	2
85	а не то	1	2
86	именно в этом	1	2
87	мы находим у	1	2
88	содержит в себе	1	2
89	это уже не	2	2
90	не только в	5	2
91	в первую очередь	1	2
92	как и у	2	2
93	больше не будет	1	2
94	который в своей	3	1
95	далеко не сразу	1	1
96	хотя и с	1	1
97	то по крайней	1	1
98	и как бы	2	1
99	человеком а каким-то	1	1
100	выражает то что	1	1
101	как будто бы	3	1
102	что в мире	1	1
103	же самое время	1	1
104	настоящего и будущего	1	1
105	и бессмертие души	1	1
106	по себе а	2	1
107	мы все время	1	1
108	каждом из нас	1	1
109	о том как	1	1
110	том смысле что	1	1
111	нам хотелось бы	3	1
112	он вовсе не	1	1
113	и перешел к	1	1
114	нет не только	1	1
115	значит что он	1	1
116	то или иное	1	1
117	и учение о	1	1
118	в каждом из	1	1
119	на аршине пространства	1	1
120	таким образом уже	2	1
121	и люди его	1	1
122	он видит в	2	1
123	дон кихота сервантеса	1	1
124	в европейской литературе	1	1
125	должен слиться с	1	1
126	друг на друга	1	1
127	в бытность свою	1	1
128	именно потому что	1	1
129	у него и	2	1
130	ничего общего с	2	1
131	после убийства старухи	1	1
132	а если мы	1	1
133	до самых последних	1	1
134	и потому что	2	1
