N	3gram	Vygotskiy_	OGranits
1	с точки зрения	34	5
2	не может быть	8	4
3	одно и то	2	3
4	по отношению к	11	3
5	есть прежде всего	2	3
6	в том что	30	2
7	и не является	1	2
8	не только его	1	2
9	вопросы связанные с	1	2
10	в зависимости от	8	2
11	их организации в	1	2
12	в данном случае	5	2
13	но так как	1	2
14	и то же	2	2
15	зависимости от этого	3	2
16	представлений и эмоций	1	2
17	в самом деле	5	2
18	с одной стороны	14	2
19	с другой стороны	10	2
20	которые только и	1	2
21	с самого начала	9	2
22	и т.д и	2	1
23	само собой разумеется	1	1
24	и тем что	1	1
25	что говоря словами	3	1
26	на самом деле	3	1
27	в борьбе с	1	1
28	собственном смысле слова	4	1
29	в его понимании	1	1
30	только решить но	2	1
31	здесь и там	1	1
32	таким образом мы	1	1
33	так же точно	9	1
34	те же самые	1	1
35	и тот же	1	1
36	и как бы	1	1
37	на всем протяжении	3	1
38	все то что	1	1
39	включает в себя	1	1
40	иметь в виду	1	1
41	является для этого	1	1
42	решить но даже	1	1
43	между тем мы	1	1
44	лишь в процессе	1	1
45	подобно тому как	2	1
46	в конечном счете	4	1
47	если говорить о	1	1
48	если бы мы	3	1
49	в истории мышления	2	1
50	со всей настойчивостью	1	1
51	так же как	6	1
52	неизбежно превращается в	1	1
53	на то что	9	1
54	для того чтобы	19	1
55	смысле слова и	1	1
56	мы уже видели	2	1
57	автора и его	1	1
58	не может входить	1	1
59	с этим словом	1	1
60	том что в	3	1
61	но мы должны	1	1
62	здесь мы не	1	1
63	и никогда не	1	1
64	мышления но и	1	1
65	не только решить	2	1
66	но тем не	1	1
67	в чем же	1	1
68	там где она	1	1
69	в которых он	1	1
70	собой разумеется что	1	1
71	а в зависимости	1	1
72	тому что он	1	1
73	мышления в его	1	1
74	хотя бы в	1	1
75	в последнее время	3	1
76	в собственном смысле	8	1
77	что в этом	1	1
78	тех случаях когда	1	1
79	один и тот	1	1
80	в другом месте	6	1
81	в отличие от	3	1
82	этой точки зрения	2	1
83	ту или иную	1	1
84	этой концепции является	1	1
85	втором году жизни	1	1
86	как и в	2	1
87	в связи с	3	1
88	то же самое	4	1
89	не входит в	1	1
90	то что в	2	1
91	т.д и т.д	1	1
92	что она является	1	1
93	к тому что	3	1
94	тем не менее	1	1
95	несмотря на все	1	1
96	только то что	2	1
97	во всей полноте	1	1
98	в предисловии к	4	1
99	и к тому	1	1
100	в этом отношении	6	1
101	на втором году	1	1
102	то же время	2	1
103	что же является	1	1
104	в то же	2	1
105	и который является	1	1
106	но и его	1	1
107	само по себе	3	1
108	прежде всего в	2	1
109	там где нет	1	1
110	с этой точки	1	1
111	можно было бы	6	1
112	мы не можем	3	1
113	в тех случаях	1	1
114	но что же	1	1
115	и вместе с	1	1
116	состоит в том	4	1
117	и не может	1	1
118	потому что они	1	1
119	она отражается в	1	1
