N	2gram	Trubetskoy	Literetu
1	а не	1	50
2	и не	9	47
3	не только	10	46
4	и в	24	44
5	может быть	17	43
6	при этом	9	41
7	но и	11	41
8	тогда как	6	40
9	в том	31	39
10	в этом	13	38
11	том что	20	32
12	в частности	2	30
13	то что	18	29
14	в мире	6	28
15	в качестве	1	27
16	то же	4	26
17	состоит в	1	26
18	как и	10	23
19	в то	6	23
20	не в	9	22
21	того что	7	22
22	так и	10	22
23	не может	18	22
24	я и	1	21
25	же время	2	21
26	в себе	5	20
27	я в	2	19
28	прежде всего	3	19
29	как бы	10	18
30	с другой	6	17
31	точки зрения	14	17
32	то есть	2	17
33	в его	5	17
34	в жизни	3	16
35	в этой	7	16
36	не менее	7	15
37	я не	2	15
38	только в	6	15
39	со стороны	1	15
40	тем самым	3	15
41	в целом	5	15
42	и даже	1	14
43	по отношению	11	14
44	однако в	1	14
45	что он	7	14
46	уже не	1	13
47	в своем	12	13
48	с одной	3	13
49	но не	3	13
50	и его	2	13
51	в своей	1	12
52	о том	7	12
53	в данном	3	12
54	одной стороны	2	12
55	одним из	4	12
56	еще не	6	12
57	отношению к	11	12
58	в другом	2	11
59	никогда не	4	11
60	и сам	2	11
61	столь же	5	11
62	вместе с	7	11
63	как в	1	11
64	в основе	2	11
65	с его	1	11
66	данном случае	3	11
67	это не	3	11
68	отличие от	3	11
69	или иначе	5	11
70	а в	3	11
71	даже в	3	10
72	в принципе	1	10
73	из них	5	10
74	в ее	1	10
75	не случайно	1	10
76	что в	9	10
77	и на	6	10
78	для себя	2	10
79	так или	5	10
80	жизни в	1	10
81	потому что	9	10
82	жизни и	2	10
83	отнюдь не	2	10
84	в области	4	10
85	с этой	3	9
86	мыслится как	1	9
87	к тому	8	9
88	связи с	4	9
89	один из	1	9
90	что я	1	9
91	одно из	3	9
92	в начале	3	9
93	и т.д	4	9
94	лишь в	5	9
95	говоря уже	1	8
96	быть может	1	8
97	в своих	2	8
98	тем что	1	8
99	все же	15	8
100	исходит из	1	8
101	одна из	2	8
102	того же	9	8
103	с точки	8	8
104	на себя	1	8
105	в конце	4	8
106	а именно	1	8
107	той же	2	8
108	в глазах	2	8
109	но в	5	8
110	уже в	1	8
111	для него	2	8
112	по существу	7	8
113	и как	1	8
114	и я	1	8
115	не говоря	1	8
116	мира в	1	8
117	в самом	8	7
118	другой стороны	5	7
119	для всех	1	7
120	именно в	5	7
121	для этого	7	7
122	тому же	6	7
123	он не	4	7
124	и тем	1	7
125	и с	5	7
126	в нем	3	7
127	из того	4	7
128	по своей	7	7
129	до конца	1	7
130	друг друга	2	7
131	и для	6	7
132	перестает быть	1	7
133	он и	1	7
134	у нас	3	7
135	в их	4	7
136	так в	1	7
137	и других	3	7
138	и жизни	1	7
139	а затем	2	6
140	в виду	2	6
141	например в	1	6
142	культуры в	10	6
143	уже о	1	6
144	как на	6	6
145	у него	5	6
146	его в	5	6
147	не было	2	6
148	во всех	10	6
149	в каждом	1	6
150	было бы	3	6
151	с ее	2	6
152	в культуре	1	6
153	то в	2	6
154	самом деле	12	6
155	как о	1	6
156	еще и	1	6
157	то и	2	6
158	тем же	2	6
159	и то	4	6
160	том числе	1	6
161	в ней	3	6
162	далеко не	5	6
163	как будто	5	6
164	и только	2	6
165	и наконец	3	6
166	и к	5	5
167	самого себя	4	5
168	тех кто	5	5
169	в связи	3	5
170	во имя	3	5
171	хотя бы	4	5
172	общего пути	1	5
173	в нашем	3	5
174	он сам	1	5
175	от себя	2	5
176	всего в	1	5
177	том чтобы	2	5
178	должно быть	5	5
179	несмотря на	6	5
180	ни было	3	5
181	тем не	4	5
182	к жизни	1	5
183	не знает	2	5
184	в себя	2	5
185	этой точки	1	5
186	между тем	12	5
187	так что	6	5
188	все более	1	5
189	эти слова	1	5
190	в силу	7	5
191	во втором	2	5
192	в сущности	2	5
193	себя и	2	5
194	следует признать	1	5
195	и если	6	5
196	быть не	1	5
197	так как	7	5
198	мы не	1	5
199	как у	3	5
200	что и	7	5
201	но с	2	5
202	в равной	1	5
203	этот путь	1	5
204	однако не	1	5
205	или иной	1	5
206	в уме	1	5
207	не к	1	5
208	в них	2	4
209	с тем	4	4
210	только для	1	4
211	жизни к	1	4
212	во всяком	2	4
213	то это	1	4
214	входит в	1	4
215	для того	8	4
216	в руках	1	4
217	только на	1	4
218	не вполне	3	4
219	как мы	3	4
220	в индивидуальном	2	4
221	во всей	2	4
222	к этому	5	4
223	не мог	1	4
224	бы то	3	4
225	хотя и	4	4
226	что его	4	4
227	очевидно что	3	4
228	себе и	1	4
229	в сторону	3	4
230	на этом	2	4
231	от самого	1	4
232	ту же	2	4
233	то ни	4	4
234	и что	9	4
235	общего с	2	4
236	к своему	1	4
237	могут быть	1	4
238	из этого	7	4
239	а потому	5	4
240	о которой	2	4
241	сводится к	2	4
242	и все	9	4
243	отношения к	1	4
244	приводит к	1	4
245	бы не	1	4
246	знает что	1	4
247	все они	6	4
248	нет ничего	1	4
249	совершенно не	4	4
250	не является	1	4
251	тех же	2	4
252	и выше	1	4
253	в свою	2	4
254	на том	2	4
255	но лишь	1	4
256	каждый из	3	4
257	художественное произведение	1	4
258	при котором	1	4
259	по этой	1	4
260	таким образом	34	4
261	как к	5	4
262	свидетельствует о	1	4
263	и вот	1	4
264	для нас	3	4
265	на его	1	4
266	вовсе не	2	4
267	ко всему	2	4
268	выше и	4	4
269	не могу	1	4
270	но при	1	4
271	такой же	2	4
272	на то	9	4
273	не надо	3	4
274	все что	10	3
275	мы и	2	3
276	же и	1	3
277	мысли и	1	3
278	окружающей его	1	3
279	я пишу	1	3
280	в этих	3	3
281	в первом	1	3
282	мысль о	1	3
283	нет в	2	3
284	и того	3	3
285	со своей	2	3
286	вопрос о	3	3
287	во многих	1	3
288	так же	8	3
289	свою очередь	2	3
290	и еще	1	3
291	по которым	1	3
292	и культуры	4	3
293	а так	1	3
294	из трех	1	3
295	с ним	6	3
296	крайней мере	1	3
297	жизни с	1	3
298	усматривает в	2	3
299	говорить о	2	3
300	она и	1	3
301	что такое	1	3
302	как от	1	3
303	а с	4	3
304	а за	1	3
305	не есть	4	3
306	и перед	1	3
307	а для	2	3
308	всех своих	1	3
309	но как	2	3
310	же как	3	3
311	как сам	1	3
312	он в	1	3
313	произведения в	1	3
314	что для	4	3
315	и от	5	3
316	те кто	1	3
317	себе как	1	3
318	для многих	1	3
319	не так	4	3
320	за ним	1	3
321	если в	1	3
322	должна быть	6	3
323	ним и	1	3
324	из которых	4	3
325	в отношении	1	3
326	то с	2	3
327	целом ряде	3	3
328	можно было	1	3
329	если бы	8	3
330	с ней	1	3
331	они не	2	3
332	не имеет	2	3
333	да и	1	3
334	вследствие этого	3	3
335	всей своей	1	3
336	ничего общего	3	3
337	по крайней	1	3
338	речь в	1	3
339	и состоит	2	3
340	того чтобы	8	3
341	на два	1	3
342	из его	1	3
343	тех пор	2	3
344	и уже	2	3
345	и до	3	3
346	в истории	3	3
347	еще один	1	3
348	что же	2	3
349	в этот	1	3
350	между людьми	2	3
351	культуры но	2	3
352	том же	4	3
353	в сознании	7	3
354	здесь не	1	3
355	подобные им	1	3
356	всяком случае	2	3
357	не будучи	1	3
358	тот же	3	3
359	ничего не	1	3
360	различие между	1	3
361	ее в	1	3
362	из своих	1	3
363	на самом	7	3
364	а на	1	3
365	этого не	1	3
366	на нее	2	3
367	дело в	1	3
368	в ту	2	3
369	а то	1	3
370	этой цели	1	3
371	все эти	19	3
372	но по	3	3
373	и заодно	1	3
374	жизнью в	1	3
375	и потому	3	3
376	а к	2	3
377	также и	2	3
378	одну из	2	3
379	не по	1	3
380	только то	2	3
381	числе и	1	3
382	же самое	1	3
383	отношение к	4	3
384	есть не	1	3
385	во всем	3	2
386	от него	3	2
387	в центре	1	2
388	для меня	4	2
389	об отношении	1	2
390	на второй	1	2
391	тем как	2	2
392	путь пройденный	1	2
393	потому не	1	2
394	него в	2	2
395	народ и	4	2
396	и другими	1	2
397	в результате	9	2
398	среди других	1	2
399	в борьбе	1	2
400	мы были	1	2
401	из двух	2	2
402	у людей	1	2
403	по терминологии	1	2
404	и другим	1	2
405	что по	3	2
406	на эту	1	2
407	роль в	1	2
408	одному лишь	1	2
409	дела как	1	2
410	на первый	2	2
411	за то	1	2
