N	3gram	Voloshinov	Sovremen
1	мы не можем	1	6
2	с точки зрения	5	5
3	в зависимости от	7	4
4	не может быть	2	4
5	мы видели что	2	3
6	не может не	1	3
7	с самого начала	4	3
8	в свою очередь	4	2
9	то же самое	4	2
10	тем не менее	1	2
11	есть не что	2	1
12	не было бы	2	1
13	в том что	1	1
14	и те же	2	1
15	но все эти	1	1
16	на самом деле	3	1
17	и есть не	1	1
18	до сих пор	1	1
19	еще мало для	1	1
20	да еще в	1	1
21	одни и те	2	1
22	до наших дней	1	1
23	из двух частей	1	1
24	лишь там где	1	1
25	не что иное	2	1
26	одна и та	1	1
27	и та же	1	1
28	в связи с	2	1
29	в этой стадии	1	1
30	как бы два	1	1
31	и все же	1	1
32	в самом деле	2	1
33	в дальнейшем мы	1	1
34	тот факт что	1	1
35	что же делает	1	1
36	это как бы	1	1
37	как мы видим	1	1
38	той или иной	4	1
39	и во всех	1	1
40	что иное как	2	1
41	как мы это	1	1
42	прежде всего мы	1	1
43	и не было	1	1
44	но все же	3	1
45	мы уже знаем	1	1
46	равно как и	2	1
47	заключать в себе	1	1
48	и той же	4	1
49	в конечном счете	1	1
50	одной и той	4	1
51	мы не знаем	2	1
52	точки зрения и	1	1
53	то же время	7	1
54	только одна из	1	1
55	не может ведь	1	1
56	у нас есть	1	1
57	по отношению к	2	1
58	в то же	9	1
59	заключает в себе	4	1
60	возникновения и развития	2	1
61	на этот вопрос	1	1
62	к одному и	1	1
63	и в этом	1	1
64	для наших целей	2	1
65	по крайней мере	1	1
66	в этом случае	3	1
67	тот или иной	2	1
68	можно было бы	1	1
69	другое дело если	1	1
70	в процессе развития	1	1
71	и в то	2	1
72	только на его	1	1
73	у нас на	1	1
74	и не может	1	1
75	мы видим что	2	1
