N	3gram	Bakhtin_Pr	formyVre
1	и т п	10	32
2	то же время	13	21
3	в то же	13	18
4	как мы уже	2	15
5	в связи с	1	15
6	с точки зрения	21	15
7	друг с другом	3	13
8	для того чтобы	1	12
9	но и в	1	12
10	не только в	2	11
11	в этом мире	1	10
12	и в то	2	10
13	до сих пор	9	10
14	мы уже говорили	3	9
15	в большинстве случаев	10	8
16	в том числе	1	8
17	человека и его	2	8
18	к себе самому	4	8
19	и т д	4	7
20	не может быть	8	7
21	в отличие от	4	7
22	в этом отношении	3	7
23	прежде всего в	1	7
24	в том же	1	6
25	друг от друга	1	6
26	и в этом	5	6
27	имеем в виду	1	6
28	с одной стороны	1	6
29	в том что	6	5
30	одной стороны и	1	5
31	в то время	2	5
32	том числе и	1	5
33	той или иной	1	5
34	как и в	3	5
35	времени и пространства	1	5
36	мы имеем в	1	5
37	героя и героини	1	5
38	вполне понятно что	2	4
39	по отношению к	12	4
40	и во всех	1	4
41	же что и	1	4
42	о которых мы	1	4
43	прежде всего необходимо	1	4
44	в пределах отдельных	2	4
45	и в других	2	4
46	как если бы	3	4
47	друг на друга	2	4
48	но все же	3	4
49	с другой стороны	6	4
50	в его целом	6	4
51	бы ни были	2	4
52	с самим собою	2	4
53	в этом случае	1	4
54	во всяком случае	4	4
55	то время как	2	4
56	может быть и	2	4
57	в той или	1	3
58	но все эти	1	3
59	все то что	3	3
60	бы он ни	2	3
61	прямо сказать что	1	3
62	до известной степени	1	3
63	по сравнению с	1	3
64	он ни был	2	3
65	можно прямо сказать	1	3
66	каковы бы ни	1	3
67	может быть только	1	3
68	сами по себе	4	3
69	но при этом	2	3
70	в самой жизни	1	3
71	в зависимости от	5	3
72	друг за другом	2	3
73	между этими двумя	1	3
74	в нем не	1	3
75	в нем в	1	3
76	как мы увидим	3	3
77	как раз и	5	3
78	то же самое	1	3
79	те же что	1	3
80	в другом месте	1	3
81	а следовательно и	2	3
82	же как и	2	3
83	в точном смысле	1	3
84	и в частности	1	3
85	типы и разновидности	1	3
86	но в то	7	3
87	о том что	2	3
88	так же как	1	3
89	как бы ни	1	3
90	с самого начала	1	3
91	так и в	2	3
92	и в сущности	2	3
93	здесь не место	2	3
94	также и в	1	3
95	друг к другу	1	3
96	для него самого	2	2
97	у него есть	1	2
98	за пределы данного	1	2
99	так сказать в	1	2
100	новое отношение к	1	2
101	можно сказать что	2	2
102	здесь не только	1	2
103	конечно не в	2	2
104	в одном времени	2	2
105	они не могут	1	2
106	рядом с этим	1	2
107	как мы видим	1	2
108	в центре его	1	2
109	как мы сказали	3	2
110	в один из	1	2
111	в данном случае	2	2
112	а вовсе не	2	2
113	к тому же	2	2
114	и у него	1	2
115	но в этом	1	2
116	тон и стиль	1	2
117	неотделимы друг от	1	2
118	в произведении и	1	2
119	и до известной	1	2
120	зрения на мир	4	2
121	таким образом и	2	2
122	то что было	4	2
123	а как бы	1	2
124	в свою очередь	1	2
125	но он не	1	2
126	себе самому и	1	2
127	разрезе одного момента	1	2
128	не было бы	1	2
129	т п все	2	2
130	у него нет	1	2
131	со всеми его	1	2
132	в процессе его	1	2
133	и в поэзии	1	2
134	ни в один	1	2
135	мы здесь не	1	2
136	в разрезе одного	2	2
137	т п в	1	2
138	со всеми ее	1	2
139	в виду что	1	2
140	мы будем говорить	1	2
141	в его мире	2	2
142	в узком смысле	2	2
143	и до сих	1	2
144	как и все	4	2
145	и в их	1	2
146	не сливается с	2	2
147	дело в том	1	2
148	громадную роль в	1	2
149	к тому что	1	2
150	во всей его	2	2
151	как необходимый момент	1	2
152	с самим собой	1	2
153	всего того что	1	2
154	и до конца	2	2
155	что должно быть	1	2
156	выход за пределы	1	2
157	что и в	1	2
158	это прежде всего	1	2
159	и в большинстве	2	2
160	если бы он	1	2
161	в целом ряде	2	1
162	на этой почве	1	1
163	и вне его	1	1
164	все это он	1	1
165	он никогда не	1	1
166	что он не	1	1
167	мы и в	1	1
168	уст в уста	1	1
169	и со всеми	1	1
170	в него как	2	1
171	но она не	1	1
172	входит в мир	1	1
173	всех разобранных нами	1	1
174	что весь этот	1	1
175	рано или поздно	1	1
176	у него был	1	1
177	же время не	3	1
178	что в мире	1	1
179	в противоречии с	1	1
180	эти черты в	1	1
181	точка зрения на	2	1
182	и в диалоге	2	1
183	с ним как	1	1
184	времени и для	1	1
185	становится как бы	1	1
186	в себе в	1	1
187	как такая она	1	1
188	не могло бы	1	1
189	в различных произведениях	1	1
190	же характер носит	1	1
191	уже не могут	2	1
192	в той же	3	1
193	так сказать по	1	1
194	своего отношения к	1	1
195	всякое литературное произведение	1	1
196	они еще не	1	1
197	он не знал	1	1
198	видение и изображение	1	1
199	этого мира в	2	1
200	разобранных нами типов	1	1
201	непосредственно переходит в	1	1
202	в нем лишь	1	1
203	в этом смысле	12	1
204	в нем мы	1	1
205	в сущности все	1	1
206	то что не	1	1
207	и в другом	1	1
208	зрения этого нового	1	1
209	в частности на	1	1
210	себе не имеет	1	1
211	во всех его	1	1
212	в пространстве а	2	1
213	в нем как	1	1
214	но и на	2	1
215	и различные способы	1	1
216	в других сферах	1	1
217	и особенно у	1	1
218	и внутренне не	1	1
219	хотя бы и	3	1
220	лишь там где	2	1
221	в нашем анализе	1	1
222	мы подходим к	1	1
223	в самом деле	6	1
224	прежде всего видит	1	1
225	что всякое литературное	1	1
226	не только его	1	1
227	самого героя и	3	1
228	лишена определяющего влияния	1	1
229	и лишь в	1	1
230	тем не менее	2	1
231	и в пределах	1	1
232	прямой авторской речи	1	1
233	с нею в	1	1
234	бы не было	1	1
235	во всяком романе	1	1
236	месте и в	1	1
237	и подходом к	1	1
238	несмотря на эти	1	1
239	в своем существе	1	1
240	лишь весьма поверхностно	1	1
241	проблемы особой постановки	1	1
242	же относится и	1	1
243	более или менее	4	1
244	на себе и	1	1
245	нет и в	1	1
246	но здесь они	1	1
247	это не значит	3	1
248	определяющего влияния на	1	1
249	точки зрения может	1	1
250	конечно что в	1	1
251	степени и в	1	1
252	даны не в	1	1
253	дело идет о	4	1
254	то что может	1	1
255	и самое слово	1	1
256	к третьему типу	1	1
257	каждый из них	1	1
258	то перед нами	7	1
259	в каждом явлении	1	1
260	раскрывается на фоне	1	1
261	как можно больше	2	1
262	точки зрения которого	1	1
263	и в словах	2	1
264	только тон и	1	1
265	себе и на	1	1
266	вместо того чтобы	1	1
267	но только в	1	1
268	к прошлому и	1	1
269	сделаны из одного	2	1
270	не место для	1	1
271	как мы это	1	1
272	в его произведениях	2	1
273	что до сих	1	1
274	из одного куска	4	1
275	его жизненного пути	1	1
276	и никогда не	1	1
277	со всею ясностью	1	1
278	точки зрения этого	1	1
279	а затем и	1	1
280	значит конечно что	2	1
281	может быть более	2	1
282	в таком мире	1	1
283	они уже не	3	1
284	они вовсе не	1	1
285	до некоторой степени	1	1
286	и в нем	2	1
287	как во всякой	1	1
288	каков бы он	1	1
289	в этом новом	1	1
290	между собой поэтому	1	1
291	предмет видения и	1	1
292	но и как	1	1
293	уже в первый	1	1
294	в своей жизни	1	1
295	во второй части	2	1
296	не может не	1	1
297	в высшей степени	1	1
298	в творчестве достоевского	5	1
299	хозяин и работник	2	1
300	одну и ту	1	1
301	в прямой авторской	1	1
302	становления и роста	1	1
303	внутреннего человека человека	1	1
304	перед нами был	1	1
305	не входит в	4	1
306	все что ему	1	1
307	мы не только	1	1
308	и среди них	2	1
309	сама по себе	5	1
310	ни один элемент	2	1
311	в маленьком масштабе	1	1
312	мы увидим дальше	2	1
313	каждая из этих	1	1
314	это вовсе не	2	1
315	в мир автора	1	1
316	только то что	2	1
317	слова но и	1	1
318	все это не	1	1
319	на этот мир	1	1
320	этих идей сохраняется	1	1
321	и во всяком	1	1
322	за немногими исключениями	1	1
323	как бы не	1	1
324	рядом друг с	1	1
325	и еще не	1	1
326	только в сюжете	1	1
327	не исчерпали всех	1	1
328	его возможные реакции	1	1
329	в значительной степени	1	1
330	он видел и	1	1
331	и в том	1	1
332	так как в	1	1
333	имеет еще довольно	1	1
334	ко второму типу	1	1
335	и не может	6	1
336	в этом последнем	1	1
337	между ними не	1	1
338	эта форма в	1	1
339	такой же характер	1	1
340	судеб и жизней	1	1
341	в одном месте	1	1
342	аналогичные явления в	1	1
343	по преимуществу в	1	1
344	и наконец в	2	1
345	и его жизнь	1	1
346	сих пор не	1	1
347	может показаться что	1	1
348	все те же	1	1
349	нами был бы	1	1
350	проявляется прежде всего	1	1
351	прошлому и будущему	1	1
352	в одном из	2	1
353	в самом романе	2	1
354	даже там где	2	1
355	рассеяны по всему	1	1
356	может быть еще	1	1
357	и в романе	2	1
358	и изображения в	1	1
359	и в трагедии	1	1
360	в самой структуре	2	1
361	в различных формах	1	1
362	и для него	1	1
363	никогда не бывает	1	1
364	все время идет	1	1
365	момент художественного произведения	1	1
366	говорит он что	1	1
367	произведения и следовательно	1	1
368	у них нет	1	1
369	героя и его	3	1
370	прежде всего на	1	1
371	совершенно новое видение	1	1
372	но менее всего	1	1
373	что может быть	3	1
374	у достоевского они	1	1
375	в самую гущу	1	1
376	быть более или	2	1
377	и ту же	1	1
378	как мы знаем	1	1
379	таким образом все	2	1
380	потому они и	1	1
381	здесь конечно не	2	1
382	там где она	1	1
383	остается вне его	1	1
384	не только тон	1	1
385	этой точки зрения	2	1
386	более того и	1	1
387	его и нет	1	1
388	как бы в	6	1
389	то что в	1	1
390	между ними и	1	1
391	но и не	2	1
392	может быть лишь	2	1
393	мы будем рассматривать	1	1
394	с другими чертами	2	1
395	выходит из них	1	1
396	остается тем же	1	1
397	он что в	1	1
398	в индивидуальном и	1	1
399	была бы совершенно	1	1
400	ибо не могут	1	1
401	из уст в	1	1
402	сохранить свое значение	1	1
403	в момент его	1	1
404	чтобы войти в	1	1
405	они как бы	1	1
406	европейского романа в	1	1
407	менее всего это	1	1
