N	2gram	Voloshinov	EvropaiC
1	таким образом	6	34
2	в том	2	31
3	и в	13	24
4	том что	2	20
5	все эти	2	19
6	то что	6	18
7	не может	8	18
8	может быть	8	17
9	все же	5	15
10	точки зрения	7	14
11	в этом	2	13
12	все это	4	13
13	самом деле	3	12
14	с этим	3	12
15	между тем	2	12
16	в своем	1	12
17	по отношению	3	11
18	но и	3	11
19	отношению к	3	11
20	не только	6	10
21	так и	3	10
22	как и	3	10
23	как бы	6	10
24	что в	3	9
25	при этом	2	9
26	не в	3	9
27	и все	3	9
28	и не	8	9
29	потому что	1	9
30	и что	1	9
31	на то	1	9
32	того же	1	9
33	в самом	2	8
34	с точки	5	8
35	более или	1	8
36	или менее	1	8
37	к тому	2	8
38	для того	1	8
39	если бы	2	8
40	того чтобы	1	8
41	так же	2	8
42	так как	3	7
43	что при	1	7
44	на самом	1	7
45	что он	1	7
46	не менее	2	7
47	о которых	1	7
48	вместе с	1	7
49	по своей	1	7
50	в этой	1	7
51	в сознании	4	7
52	для этого	1	7
53	мы можем	4	6
54	несмотря на	2	6
55	только в	6	6
56	в мире	1	6
57	еще не	1	6
58	и если	1	6
59	и при	2	6
60	что касается	1	6
61	в общем	2	6
62	с другой	2	6
63	в то	1	6
64	и для	3	6
65	и к	2	5
66	как к	1	5
67	между собою	2	5
68	должно быть	1	5
69	в его	7	5
70	другой стороны	2	5
71	его в	1	5
72	в которой	3	5
73	на все	1	5
74	и истории	2	5
75	быть и	1	5
76	и их	7	5
77	далеко не	1	5
78	лишь в	4	5
79	в себе	3	5
80	столь же	1	5
81	к этому	1	5
82	в целом	2	5
83	но в	4	5
84	и то	3	4
85	ее и	1	4
86	из того	1	4
87	тем не	1	4
88	в их	3	4
89	в виде	1	4
90	связи с	1	4
91	одним из	1	4
92	в конце	1	4
93	и у	1	4
94	что мы	1	4
95	мы уже	2	4
96	в течение	2	4
97	ни один	3	4
98	хотя бы	5	4
99	в дальнейшем	1	4
100	в такой	1	4
101	мы должны	6	4
102	что эта	2	4
103	и т.д	5	4
104	отношение к	1	4
105	в области	2	4
106	то же	4	4
107	никогда не	3	4
108	во всем	2	3
109	от него	1	3
110	данном случае	2	3
111	только что	1	3
112	которые не	1	3
113	в начале	1	3
114	с одной	2	3
115	в разных	1	3
116	прежде всего	9	3
117	одно из	1	3
118	же не	1	3
119	ко всем	1	3
120	в нем	2	3
121	заключается в	1	3
122	представление о	1	3
123	в связи	2	3
124	случаях когда	1	3
125	же как	1	3
126	в истории	1	3
127	вследствие этого	1	3
128	и это	1	3
129	ничего общего	3	3
130	тем более	1	3
131	только одно	1	3
132	в данном	2	3
133	и других	1	3
134	отличие от	1	3
135	вопрос о	1	3
136	но даже	1	3
137	в ней	2	3
138	и может	2	3
139	должны быть	1	3
140	с этой	2	3
141	в тех	2	3
142	и до	1	3
143	конечно не	1	3
144	не вполне	1	3
145	в совершенно	1	3
146	каждый из	1	3
147	а в	2	3
148	а лишь	1	3
149	как известно	1	3
150	было бы	4	3
151	но не	1	3
152	бы в	2	3
153	как для	1	3
154	тот же	2	3
155	и наконец	5	3
156	что они	2	2
157	мы все	1	2
158	на том	1	2
159	для себя	2	2
160	для него	2	2
161	тем как	1	2
162	те же	2	2
163	в виду	1	2
164	сводится к	1	2
165	работы и	1	2
166	в своих	2	2
167	не было	1	2
168	все то	1	2
169	не знает	1	2
170	к полной	1	2
171	из нее	1	2
172	и там	1	2
173	теперь мы	1	2
174	вовсе не	2	2
