N	2gram	Vygotskiy_	VerxiiNi
1	и в	65	26
2	таким образом	21	22
3	с тем	14	18
4	в этом	37	15
5	вместе с	10	15
6	точки зрения	19	13
7	как бы	29	12
8	в том	46	11
9	не только	16	10
10	и с	4	10
11	может быть	33	10
12	из этих	6	10
13	что в	36	9
14	так как	13	9
15	связи с	2	9
16	но и	6	9
17	в общем	4	8
18	и у	1	8
19	и не	20	8
20	как на	9	8
21	главным образом	6	8
22	с другой	8	8
23	но не	3	8
24	с одной	7	7
25	но все	2	7
26	том что	28	7
27	потому что	26	7
28	одной стороны	6	7
29	а с	4	7
30	то что	61	7
31	но в	5	7
32	из них	10	7
33	к нему	2	7
34	так и	3	6
35	в конце	5	6
36	несмотря на	7	6
37	все это	12	6
38	что и	7	6
39	в отношении	1	6
40	все эти	7	6
41	все же	10	6
42	к тому	18	6
43	о том	17	6
44	во всяком	6	6
45	и потому	1	6
46	всяком случае	6	6
47	мы должны	3	6
48	с точки	11	6
49	в себе	9	6
50	того же	4	6
51	и к	5	5
52	до сих	7	5
53	в его	11	5
54	тому же	2	5
55	более или	1	5
56	в мире	3	5
57	не имеет	8	5
58	с другом	2	5
59	или менее	1	5
60	сих пор	6	5
61	того чтобы	21	5
62	для того	18	5
63	так же	12	5
64	отношение к	2	5
65	тем чтобы	1	5
66	в силу	2	5
67	друг с	2	5
68	а не	11	5
69	и для	4	5
70	никогда не	9	5
71	при жизни	1	4
72	в самом	41	4
73	что оно	5	4
74	ничем не	3	4
75	то есть	30	4
76	и по	2	4
77	то же	17	4
78	из которых	6	4
79	только в	9	4
80	в этих	3	4
81	должен был	4	4
82	с другими	1	4
83	целый ряд	6	4
84	что он	23	4
85	и вместе	3	4
86	в которых	9	4
87	к своим	2	4
88	в смысле	1	4
89	в котором	7	4
90	в течение	5	4
91	и тогда	1	4
92	он не	11	4
93	и что	29	4
94	далеко не	3	4
95	а в	9	4
96	в этой	20	4
97	и от	1	4
98	не может	17	4
99	что все	10	4
100	на этот	2	4
101	в виде	5	4
102	в то	5	4
103	и только	8	4
104	в нем	8	4
105	во время	4	4
106	уже с	2	3
107	и другие	3	3
108	с этой	5	3
109	и при	1	3
110	при этом	10	3
111	для него	4	3
112	из всех	3	3
113	что это	19	3
114	и если	13	3
115	в качестве	2	3
116	в результате	3	3
117	то с	1	3
118	так или	1	3
119	и даже	4	3
120	если бы	22	3
121	в которой	8	3
122	или иначе	2	3
123	с ней	1	3
124	на нее	1	3
125	с самого	10	3
126	в таком	6	3
127	случае не	1	3
128	в связи	1	3
129	ясно что	11	3
130	и как	10	3
131	как о	1	3
132	же как	3	3
133	но по	2	3
134	если в	2	3
135	не менее	1	3
136	к концу	4	3
137	из которого	1	3
138	и таким	1	3
139	в других	1	3
140	что эти	5	3
141	можно сказать	2	3
142	но с	2	3
143	хотя бы	3	3
144	представляет собой	3	3
145	так что	10	3
146	так называемые	1	3
147	у них	2	3
148	когда он	8	3
149	точно так	3	3
150	в одном	9	3
151	оказывается что	2	3
152	большей частью	4	3
153	и те	2	3
154	не вполне	1	3
155	к ним	3	3
156	и о	6	3
157	в своем	8	3
158	уже не	2	3
159	подойти к	1	3
160	к этому	5	3
161	того что	9	3
162	бы то	1	2
163	с которого	1	2
164	все что	2	2
165	из человеческих	1	2
166	взгляд на	1	2
167	для всех	2	2
168	один из	7	2
169	и здесь	9	2
170	и на	7	2
171	смотреть на	1	2
172	благодаря этому	2	2
173	только что	10	2
174	и сейчас	2	2
175	свидетельствует о	1	2
176	к одной	1	2
177	и заставляет	3	2
178	уже в	1	2
179	тогда когда	2	2
180	мы имеем	2	2
181	именно из	2	2
182	не с	2	2
183	утверждать что	2	2
184	этом отношении	1	2
185	в пользу	1	2
186	только не	3	2
187	те же	2	2
188	не как	1	2
189	не исчерпывается	1	2
190	прежде всего	2	2
191	из своих	1	2
192	требует от	1	2
193	одно из	4	2
194	его от	1	2
195	этих частей	1	2
196	этими двумя	2	2
197	в русском	1	2
198	не могут	2	2
199	когда же	1	2
200	со всеми	2	2
201	в них	4	2
202	связь с	5	2
203	похож на	1	2
204	из него	4	2
205	не было	4	2
206	к его	2	2
207	не потому	1	2
208	этой точки	2	2
209	не в	12	2
210	у всех	4	2
211	образом если	1	2
212	а также	1	2
213	в виду	6	2
214	одним из	2	2
215	мысль о	1	2
216	с целью	1	2
217	том виде	2	2
218	по существу	4	2
219	именно в	3	2
220	и действительно	2	2
221	он один	1	2
222	героев и	1	2
223	принято называть	1	2
224	очень много	1	2
225	между этими	1	2
226	через эти	1	2
227	можно назвать	2	2
228	положение в	1	2
229	к которым	7	2
230	виде в	1	2
231	одновременно и	3	2
232	но когда	2	2
233	при таком	4	2
234	по своему	6	2
235	на все	2	2
236	только для	3	2
237	отличается от	2	2
238	по своим	2	2
239	говорили о	1	2
240	о котором	5	2
241	сравнению с	1	2
242	ничего общего	3	2
243	в эту	2	2
244	так например	5	2
245	нет вовсе	1	2
246	еще не	3	2
247	во всех	4	2
248	ко всему	1	2
249	мы можем	12	2
250	уже давно	3	2
251	некоторые из	1	2
252	больше чем	5	2
253	что мы	6	2
254	совершенно иной	1	2
255	ли это	3	2
256	силы и	3	2
257	если не	1	2
258	так называемой	4	2
259	но при	2	2
260	надо было	3	2
261	по сравнению	1	2
262	либо в	6	2
263	между тем	10	2
264	в свою	6	2
265	больше не	3	2
266	из себя	3	2
267	есть как	2	2
268	быть и	1	2
269	должна была	1	2
270	связана с	1	2
271	и больше	2	2
272	не могло	1	2
273	ни один	1	2
274	нет для	1	2
275	всех других	1	2
276	и является	1	2
277	на пути	1	2
278	так чтобы	1	2
279	заключает в	1	2
280	тем и	2	2
281	вслед за	4	2
282	и это	13	2
283	ее с	5	2
284	в начале	1	2
285	превращается в	1	2
286	конечно не	6	2
287	самого начала	10	2
288	признать что	2	2
289	или иное	1	2
