N	3gram	Propp_Isto	Tvorches
1	в то же	1	25
2	то же время	1	24
3	и т д	36	17
4	в том что	4	11
5	в соответствии с	1	8
6	о том что	5	8
7	не может быть	6	6
8	в самом деле	1	5
9	по отношению к	2	5
10	до сих пор	7	4
11	с точки зрения	1	4
12	в одной из	1	4
13	с самого начала	1	4
14	дело не в	1	3
15	что все это	1	3
16	в таком случае	1	3
17	точно так же	3	3
18	в отличие от	1	3
19	это значит что	2	3
20	если не считать	2	3
21	во всяком случае	1	3
22	как и в	4	3
23	с другой стороны	10	3
24	в этой связи	1	3
25	что он не	1	2
26	у него есть	1	2
27	в данном случае	2	2
28	как и его	1	2
29	влечет за собой	1	2
30	для того чтобы	3	2
31	в том числе	3	2
32	тем не менее	6	2
33	что у него	2	2
34	так и в	2	2
35	но при этом	1	2
36	не потому что	2	2
37	потому что он	5	2
38	том числе и	2	2
39	человека таким образом	1	2
40	не могут быть	1	2
41	несмотря на все	1	2
42	так как он	2	2
43	таким образом и	1	2
44	но это не	2	2
45	в связи с	6	2
46	в свою очередь	1	2
47	вместе с тем	7	2
48	не только для	1	2
49	в свою противоположность	2	2
50	только то что	1	2
51	можно сказать что	1	2
52	на этот вопрос	2	2
53	все же не	1	2
54	на самом деле	1	2
55	не означает что	1	2
56	так же как	10	2
57	это уже не	2	2
58	не только в	2	2
59	мы уже говорили	1	2
60	одного из них	1	1
61	и когда он	1	1
62	как будто бы	1	1
63	а через него	1	1
64	это тем что	1	1
65	они представляют собой	1	1
66	о том как	4	1
67	том смысле что	1	1
68	и многие другие	1	1
69	даже в его	1	1
70	знает что он	1	1
71	это одна из	1	1
72	в ту же	1	1
73	что в одном	1	1
74	и его братья	1	1
75	целый ряд других	2	1
76	ничего не говорит	2	1
77	после его смерти	1	1
78	то или иное	1	1
79	но мы знаем	3	1
80	д и т	1	1
81	но кто же	1	1
82	в этом месте	1	1
83	в частности с	1	1
84	он не может	2	1
85	известно что он	1	1
86	но в таком	1	1
87	в ином мире	2	1
88	в частности в	1	1
89	друг на друга	1	1
90	а с точки	1	1
91	во сне в	1	1
92	мы знаем что	8	1
93	т д в	1	1
94	потому что в	1	1
95	ничего общего с	1	1
96	он живет в	2	1
97	и потому что	1	1
98	и как видно	1	1
99	но это еще	1	1
100	в нем самом	1	1
101	героя в формах	1	1
102	прежде всего и	1	1
103	т д такое	1	1
104	и тем самым	2	1
105	мы знаем из	1	1
106	все же и	1	1
107	по себе не	1	1
108	и в других	1	1
109	же как в	1	1
110	и др мы	1	1
111	заранее обречены на	1	1
112	на него в	1	1
113	но и он	1	1
114	то же самое	1	1
115	со всем что	1	1
116	в котором нет	1	1
117	связанные с ними	1	1
118	сказывается и в	2	1
119	на наших глазах	1	1
120	об этом подробнее	1	1
121	о том чтобы	1	1
122	во сне как	1	1
123	и в том	1	1
124	но даже в	1	1
125	не мог бы	1	1
126	большую роль в	1	1
127	в себя как	1	1
128	это то что	1	1
129	до меня не	1	1
130	т д и	1	1
131	на той же	1	1
132	и тем не	2	1
133	на другой день	1	1
134	т д все	2	1
135	между человеком и	1	1
136	к себе в	2	1
137	но и в	2	1
138	мы видим в	2	1
139	в том смысле	2	1
140	с той же	1	1
141	же может быть	1	1
142	а затем уже	1	1
143	это своего рода	1	1
144	понял что он	1	1
145	ясно что это	1	1
146	он же говорит	1	1
147	может быть в	1	1
148	из них он	1	1
149	в тех же	1	1
150	как один из	1	1
151	с одной стороны	7	1
152	и даже в	1	1
153	в то время	3	1
154	таким образом в	2	1
155	тесно связан с	1	1
156	но дело не	1	1
157	во время путешествия	1	1
158	но уже в	2	1
159	не что иное	1	1
160	это еще не	2	1
161	объясняется тем что	1	1
162	в египте в	4	1
163	только потому что	1	1
164	совершенно естественно что	1	1
165	мы имеем в	2	1
166	в этом случае	13	1
167	что в нем	1	1
168	же как и	4	1
169	но когда герой	1	1
170	у древних греков	1	1
171	и он всегда	1	1
172	друг за другом	1	1
173	тем что он	3	1
174	что может быть	1	1
175	что иное как	1	1
176	в нем и	3	1
177	играют большую роль	1	1
178	вопрос о том	1	1
179	к мысли о	1	1
180	и не только	1	1
181	это и есть	1	1
182	ее к себе	1	1
183	в виду что	1	1
184	о смерти и	1	1
185	приходит на смену	1	1
186	в дальнейшем когда	1	1
187	еще ничего не	1	1
188	говорит а в	1	1
189	человеком и богом	1	1
