N	3gram	Vygotskiy_	EvropaiE
1	с точки зрения	5	16
2	в то же	1	15
3	то же время	1	14
4	и в то	1	8
5	с одной стороны	15	8
6	в том что	30	6
7	одной стороны и	1	6
8	так же как	3	5
9	как нам кажется	1	5
10	этой точки зрения	3	5
11	для того чтобы	41	5
12	с этой точки	3	5
13	того или иного	1	4
14	той или иной	2	4
15	само по себе	3	4
16	не только в	5	4
17	то ни было	1	4
18	бы то ни	1	4
19	и в этом	2	4
20	друг с другом	6	3
21	в применении к	1	3
22	можно было бы	4	3
23	в этом смысле	3	3
24	же как и	1	3
25	заключает в себе	6	3
26	во всяком случае	1	3
27	можно сказать что	3	3
28	и прежде всего	1	3
29	в этом отношении	3	3
30	но не только	1	2
31	между ними и	1	2
32	обстоит дело в	1	2
33	сказать что в	2	2
34	и в частности	2	2
35	того что в	1	2
36	то окажется что	1	2
37	и все другие	1	2
38	нам кажется что	2	2
39	и только в	1	2
40	не может быть	4	2
41	на то что	25	2
42	в данном случае	3	2
43	по себе не	2	2
44	по сравнению с	4	2
45	заключается в том	9	2
46	есть не только	1	2
47	к тому чтобы	1	2
48	так же мало	1	2
49	друг от друга	2	2
50	то что в	4	2
51	в свою очередь	1	2
52	с другой стороны	8	2
53	из того что	3	2
54	в частности в	1	2
55	мы видели что	1	1
56	и т д	6	1
57	например в том	1	1
58	различие которое существует	1	1
59	как это мы	2	1
60	но если оставить	1	1
61	в одной из	1	1
62	при помощи этого	1	1
63	в том случае	1	1
64	и не только	1	1
65	о том насколько	1	1
66	именно потому что	3	1
67	если бы они	1	1
68	оставить в стороне	1	1
69	и та же	3	1
70	в самом процессе	1	1
71	чуть ли не	1	1
72	дело в том	2	1
73	вовсе не обязательно	1	1
74	смысле этого слова	1	1
75	того чтобы ответить	1	1
76	о котором мы	3	1
77	чем если бы	1	1
78	и когда мы	4	1
79	речь идет о	1	1
80	в лучшем случае	3	1
81	в этом отсутствии	1	1
82	то или иное	1	1
83	в значительной мере	1	1
84	которая выпадает на	1	1
85	мы не можем	2	1
86	вместо того чтобы	1	1
87	к тому что	8	1
88	и сейчас в	1	1
89	характер как бы	1	1
90	что в самом	1	1
91	себе подтверждение в	1	1
92	в полной мере	1	1
93	и тем более	1	1
94	почти никогда не	1	1
95	во многих случаях	1	1
96	то время как	4	1
97	если обратиться к	1	1
98	во всех этих	2	1
99	в центре и	1	1
100	роль которая выпадает	1	1
101	в том смысле	1	1
102	в отличие от	3	1
103	еще далеко не	1	1
104	во всем его	1	1
105	значит ли это	1	1
106	несмотря на то	1	1
107	и в своем	1	1
108	не может в	1	1
109	ответить на этот	1	1
110	котором мы говорили	2	1
111	не только это	1	1
112	но не в	1	1
113	о которых мы	2	1
114	и того же	2	1
115	один и тот	1	1
116	та и другая	1	1
117	не могут быть	1	1
118	не только те	1	1
119	можно применить к	1	1
120	с тем что	3	1
121	возникающее в результате	1	1
122	его жизни но	1	1
123	мы увидим что	7	1
124	мы не станем	2	1
125	на то чтобы	1	1
126	вовсе не в	2	1
127	в двух противоположных	4	1
128	мы видим как	1	1
129	находит себе подтверждение	1	1
130	двух противоположных направлениях	3	1
131	и не в	1	1
132	и тот же	2	1
133	связанное с ним	1	1
134	которые как нам	1	1
135	в последнее время	1	1
136	главным образом к	1	1
137	этот процесс мы	1	1
138	он мог бы	1	1
139	того что мы	1	1
140	ставить вопрос о	1	1
141	в своем развитии	1	1
142	во внимание что	1	1
143	одна другую и	1	1
144	то есть к	1	1
145	же обстоит дело	2	1
146	в то время	4	1
147	что в этом	6	1
148	более или менее	1	1
149	чтобы ответить на	1	1
150	принадлежат к числу	1	1
151	но так как	1	1
152	на этот вопрос	5	1
153	и во многих	1	1
154	и для того	1	1
155	к тому же	1	1
156	совершенно очевидно что	2	1
157	одна и та	2	1
158	в самом определении	1	1
159	одного и того	2	1
160	если оставить в	1	1
161	может быть и	2	1
162	друг к другу	5	1
