N	3gram	Voloshinov	VLabPisa
1	в этом отношении	4	14
2	не может быть	23	8
3	с другой стороны	6	8
4	по отношению к	9	7
5	более или менее	3	6
6	в том что	9	5
7	в конечном счете	1	5
8	хотя бы и	1	5
9	в зависимости от	2	5
10	в то же	7	5
11	то же время	7	5
12	равно как и	1	4
13	можно сказать что	4	4
14	не было бы	3	4
15	не могут быть	3	4
16	в связи с	12	4
17	к тому что	4	4
18	мы видели что	1	3
19	большей или меньшей	1	3
20	для того чтобы	7	3
21	о том что	2	3
22	подобно тому как	1	3
23	таким образом не	1	3
24	как это делает	1	3
25	это и есть	2	3
26	одной стороны и	1	2
27	на эти вопросы	1	2
28	для него в	1	2
29	во всяком случае	4	2
30	от того что	2	2
31	по крайней мере	1	2
32	в чем же	2	2
33	в результате чего	1	2
34	и в другом	1	2
35	таким образом по	1	2
36	точном смысле слова	1	2
37	этой точки зрения	1	2
38	так и от	3	2
39	в этом процессе	1	2
40	в том числе	3	2
41	в этом и	1	2
42	таким образом в	1	2
43	в точном смысле	5	2
44	но и он	1	2
45	в большей или	1	2
46	чуть ли не	2	2
47	в противном случае	2	2
48	приводит к тому	1	2
49	до сих пор	10	2
50	не только не	1	2
51	не было в	1	2
52	в конце концов	3	2
53	том числе и	3	2
54	в основном в	1	2
55	что все эти	1	2
56	не только в	2	2
57	во всех этих	1	2
58	к этому сводится	1	2
59	каждой из этих	1	2
60	в другом месте	1	2
61	с одной стороны	2	2
62	можно было бы	2	2
63	и в процессе	1	2
64	и не может	11	2
65	так же как	2	1
66	на этой почве	4	1
67	является таким образом	1	1
68	в едином и	1	1
69	но ведь это	1	1
70	сих пор не	1	1
71	в той или	3	1
72	а как бы	1	1
73	в свою очередь	5	1
74	того или иного	2	1
75	отнюдь не может	2	1
76	отнюдь не являются	1	1
77	той или иной	5	1
78	слова все это	1	1
79	одним из наиболее	1	1
80	в применении к	1	1
81	имеются в виду	1	1
82	на то что	2	1
83	но и в	3	1
84	в работе над	1	1
85	и ту же	1	1
86	как мы знаем	6	1
87	в этом смысле	2	1
88	по сравнению с	1	1
89	как и самый	1	1
90	между ними может	1	1
91	и в результате	1	1
92	ни в какой	2	1
93	идеологического творчества не	1	1
94	имеют громадное значение	2	1
95	и без того	1	1
96	является для него	2	1
97	бы он был	2	1
98	в этом случае	3	1
99	во всех других	1	1
100	отсюда следует что	5	1
101	ту или иную	1	1
102	говоря уже о	1	1
103	прав в том	2	1
104	с этой точки	1	1
105	может быть в	1	1
106	в самом деле	13	1
107	в образе в	1	1
108	быть сведена к	1	1
109	и тем более	1	1
110	имеет свою историю	1	1
111	и как увидим	1	1
112	в статье о	1	1
113	прежде всего необходимо	1	1
114	того чтобы понять	2	1
115	только в этом	1	1
116	зависит как от	1	1
117	этого в каждом	1	1
118	а между тем	1	1
119	но к ним	1	1
120	и сознания а	1	1
121	и в науке	1	1
122	и то же	3	1
123	на этот вопрос	3	1
124	в таком случае	5	1
125	все же не	1	1
126	же в таком	1	1
127	не говоря уже	1	1
128	так или иначе	2	1
129	со всех сторон	2	1
130	сами по себе	1	1
131	стороны он совершенно	1	1
132	этой проблемы в	1	1
133	что в процессе	1	1
134	не чем иным	1	1
135	ними в борьбу	1	1
136	на то или	1	1
137	того как он	1	1
138	ничего общего с	2	1
139	ни одна из	1	1
140	автора так и	1	1
141	как и все	2	1
142	для правильного понимания	1	1
143	одно и то	3	1
144	но в то	6	1
145	то или иное	1	1
146	то все же	1	1
147	мы только что	1	1
148	или как говорит	1	1
149	между собой не	1	1
150	по аналогии с	1	1
151	между этими двумя	2	1
152	быть и речи	4	1
153	что оно является	1	1
154	в соответствии с	1	1
155	все же и	1	1
156	даже и в	1	1
157	всего может быть	1	1
158	именно в том	1	1
159	может обойтись без	1	1
160	а в том	1	1
161	таком случае является	1	1
162	мы полагаем что	2	1
163	что во всех	2	1
164	могут быть сведены	1	1
165	к тому же	2	1
166	чем иным как	1	1
167	же как и	2	1
168	как если бы	6	1
169	не может обойтись	1	1
170	уже о том	1	1
171	одну и ту	1	1
172	в новое время	1	1
173	то же самое	8	1
174	никогда не может	1	1
175	сама по себе	2	1
176	в каком направлении	1	1
177	в процессе этого	1	1
178	может быть сведена	1	1
179	это вовсе не	1	1
180	но все же	4	1
181	лицом к лицу	1	1
182	а как на	1	1
183	в последнем счете	1	1
184	из которых каждая	1	1
185	хотя бы с	1	1
186	с ними в	1	1
187	мы не будем	3	1
188	вопрос о том	2	1
189	а не только	1	1
190	таким образом и	1	1
191	не как на	1	1
192	оно может быть	1	1
193	нет и не	2	1
194	к этому же	1	1
195	чем же в	1	1
196	тот или иной	2	1
197	и речи о	3	1
198	и к этим	1	1
199	если бы он	3	1
200	неизбежно приводит к	1	1
201	лежит в основе	2	1
202	является не чем	1	1
203	может быть и	8	1
