N	3gram	Vinokur_Ku	EvropaiC
1	в том что	23	16
2	до сих пор	5	15
3	по отношению к	8	11
4	с точки зрения	16	8
5	более или менее	3	8
6	на то что	3	7
7	для того чтобы	21	7
8	мы знаем что	2	7
9	на самом деле	3	7
10	друг от друга	1	6
11	лишь в том	2	5
12	котором идет речь	2	5
13	по сравнению с	1	5
14	в самом деле	14	5
15	так или иначе	3	5
16	о котором идет	3	5
17	к тому же	1	5
18	не может быть	5	4
19	в каждый данный	1	4
20	о том что	6	4
21	тем не менее	9	4
22	с другой стороны	12	4
23	в том случае	3	4
24	в конце концов	3	4
25	в этом случае	4	4
26	том случае если	3	4
27	в этой области	3	4
28	с течением времени	2	4
29	может быть и	1	4
30	вместе с тем	3	3
31	заключается в том	2	3
32	которых идет речь	1	3
33	в настоящее время	2	3
34	естественно поэтому что	2	3
35	таким образом в	2	3
36	одного и того	2	3
37	о которых идет	1	3
38	так же как	3	3
39	то ни было	1	3
40	в данном случае	1	3
41	и то что	1	3
42	каждый данный момент	1	3
43	и того же	2	3
44	в связи с	4	3
45	бы то ни	1	3
46	в том и	3	2
47	в свою очередь	4	2
48	лишь тогда когда	1	2
49	рано или поздно	2	2
50	во всяком случае	8	2
51	случае если бы	1	2
52	и может быть	1	2
53	во всех этих	1	2
54	несмотря на то	1	2
55	при этом что	1	2
56	что же касается	4	2
57	как и в	1	2
58	а следовательно и	2	2
59	таким же образом	1	2
60	в то же	4	2
61	в этих областях	1	2
62	того чтобы быть	2	2
63	ничего общего с	2	2
64	сообразно с этим	1	2
65	а с другой	3	2
66	том что он	4	2
67	же касается до	1	2
68	принять во внимание	1	2
69	но все же	3	2
70	только то что	1	2
71	с одной стороны	2	2
72	то же время	4	2
73	в том виде	1	2
74	и в том	2	2
75	что несмотря на	1	2
76	потому что за	1	1
77	в научной литературе	1	1
78	а может быть	1	1
79	широком смысле слова	1	1
80	все то что	1	1
81	даже в области	1	1
82	говорить что в	1	1
83	что это есть	1	1
84	ясно должно быть	1	1
85	ни то ни	1	1
86	для борьбы с	1	1
87	по происхождению и	1	1
88	есть ничто иное	1	1
89	том и в	1	1
90	почему вопрос о	1	1
91	от себя все	1	1
92	та или иная	1	1
93	и при том	1	1
94	может рассматриваться как	1	1
95	но в этой	1	1
96	по крайней мере	11	1
97	в данный момент	2	1
98	не есть нечто	1	1
99	и в другом	2	1
100	этом последнем случае	1	1
101	одна от другой	1	1
102	на том же	1	1
103	что именно этот	2	1
104	что это действительно	1	1
105	этой точки зрения	4	1
106	совершенно ясно что	1	1
107	том или ином	1	1
108	потому что как	1	1
109	меньше чем в	1	1
110	в себе и	1	1
111	с этой точки	3	1
112	лет тому назад	1	1
113	тем меньше чем	2	1
114	точно так же	4	1
115	только в том	5	1
116	и той же	1	1
117	что в данном	1	1
118	и все это	1	1
119	за последнее время	2	1
120	не в том	5	1
121	но для того	1	1
122	свидетельствует о том	1	1
123	из которых они	1	1
124	это действительно так	1	1
125	но и с	1	1
126	тем более что	1	1
127	чтобы ответить на	1	1
128	зависимости от среды	1	1
129	до тех пор	1	1
130	указаний на то	1	1
131	до некоторой степени	1	1
132	состоит в том	4	1
133	которые несмотря на	1	1
134	говоря уже о	1	1
135	трудно видеть что	1	1
136	не говоря уже	2	1
137	хотя и не	1	1
138	и некоторые другие	1	1
139	и если бы	1	1
140	мы видели выше	1	1
141	в самом широком	2	1
142	на точку зрения	1	1
143	того же явления	1	1
144	того что в	2	1
145	и с точки	1	1
146	может быть не	1	1
147	есть в этом	1	1
148	дело в том	1	1
149	иметь в виду	1	1
150	смысле этого слова	2	1
151	одно и то	1	1
152	с ним все	1	1
153	что все эти	2	1
154	последнее время я	1	1
155	не трудно видеть	3	1
156	в лучшем случае	1	1
157	как мы видели	1	1
158	в зависимости от	7	1
159	между тем как	1	1
160	одной и той	1	1
161	то это потому	1	1
162	мы не знаем	1	1
163	но для этого	1	1
164	можно было бы	11	1
165	что стоит на	1	1
166	то ни другое	1	1
167	самом широком смысле	2	1
168	в том или	1	1
169	дать картину всей	1	1
170	не забудем что	1	1
171	так что в	1	1
172	а в том	2	1
173	в европе и	2	1
174	и то же	1	1
175	стоит в связи	1	1
176	хотя бы в	4	1
177	так в самом	1	1
178	на то обстоятельство	2	1
179	бы может быть	1	1
180	также и то	1	1
181	бы нам удалось	1	1
182	тех случаях когда	2	1
183	исходит из того	1	1
184	уже о том	1	1
185	то обстоятельство что	15	1
186	сомневаться не приходится	1	1
187	на наших глазах	1	1
188	в широком смысле	2	1
189	и все же	1	1
190	для этого необходимо	1	1
191	а так как	1	1
192	с тех пор	1	1
193	к тому что	2	1
194	том что оно	2	1
195	по его мнению	1	1
196	все же остается	1	1
197	можно встретить и	1	1
198	несмотря на все	1	1
199	вместо того чтобы	1	1
200	и с этой	2	1
201	это потому что	1	1
202	таким образом хотя	1	1
203	идет речь в	2	1
204	никак не может	1	1
205	только тогда когда	2	1
206	не потому чтобы	2	1
207	ничто иное как	1	1
208	для этой цели	1	1
209	сих пор еще	1	1
210	тот или иной	1	1
211	в тех случаях	2	1
212	в другом случае	1	1
213	случаев в которых	1	1
214	в этом последнем	1	1
215	но с другой	1	1
216	между собою в	1	1
217	именно в том	2	1
218	если бы нам	1	1
219	это было бы	1	1
