N	4gram	Trubetskoy	Myshleni
1	заключается в том что	3	43
2	в то время как	1	20
3	одного и того же	3	17
4	состоит в том что	1	17
5	с этой точки зрения	1	16
6	одной и той же	1	15
7	одно и то же	1	12
8	в том числе и	1	10
9	но вместе с тем	2	9
10	в том что он	1	8
11	то же самое что	1	7
12	вместе с тем и	1	7
13	одному и тому же	1	7
14	совершенно так же как	3	5
15	представление о том что	1	5
16	приводит к тому что	1	5
17	в тех случаях когда	1	4
18	в том что они	1	4
19	о которых мы говорили	4	4
20	в том виде как	1	4
21	в самом деле если	1	4
22	истинном смысле этого слова	1	4
23	несмотря на то что	2	4
24	мы уже говорили что	1	3
25	указывают на то что	2	3
26	как мы видели выше	1	3
27	но для того чтобы	1	3
28	многое из того что	1	3
29	принять во внимание что	1	3
30	в том виде в	1	3
31	в том что оно	1	3
32	о которой мы говорили	2	3
33	в данном случае не	1	3
34	которых мы говорили выше	4	3
35	дело в том что	1	3
36	с психологической точки зрения	1	3
37	в истинном смысле этого	1	3
38	в том что развитие	1	3
39	в том и другом	1	3
40	бы то ни было	3	3
41	в своем развитии и	1	3
42	которой мы говорили выше	1	2
43	таким образом оказывается что	1	2
44	из того что в	1	2
45	только по отношению к	1	2
46	в то же время	2	2
47	связанных друг с другом	1	2
48	нет и не может	1	2
49	и в другом случае	1	2
50	между этими двумя крайними	1	2
51	и с точки зрения	1	2
52	в том же направлении	1	2
53	что в данном случае	1	2
54	в том случае если	4	2
55	но мы знаем что	1	2
56	и не может быть	1	2
57	отличаются друг от друга	3	2
58	таким же образом как	1	2
59	все дело заключается в	1	2
60	с самого начала в	1	2
61	в основе их лежит	1	2
62	дело заключается в том	1	2
63	мы говорили в начале	1	1
64	образом мы видим что	1	1
65	по отношению к таким	1	1
66	в том и в	1	1
67	есть не более как	1	1
68	же выводам что и	1	1
69	и того же процесса	1	1
70	все чаще и чаще	1	1
71	и более или менее	1	1
72	том и в другом	1	1
73	таким образом мы видим	1	1
74	того чтобы ответить на	1	1
75	как и все прочие	1	1
76	не может не быть	1	1
77	в правильности этого положения	1	1
78	тем же выводам что	1	1
79	что в настоящее время	1	1
80	в том что при	1	1
81	которое на самом деле	1	1
82	том случае если бы	1	1
83	которого в данном случае	1	1
84	в этой области не	1	1
85	на свои составные части	1	1
86	на более высокой ступени	1	1
87	о том что он	1	1
88	таким образом как бы	1	1
89	в каждый данный момент	3	1
90	к тем же выводам	1	1
91	на то что эти	1	1
92	и в конце концов	1	1
93	а для того чтобы	1	1
94	которой мы говорили в	1	1
95	на той ступени развития	1	1
96	в самом раннем детстве	1	1
97	то что у него	1	1
98	дело тут не в	1	1
99	что это действительно так	1	1
100	не только по отношению	1	1
101	выше мы видели что	1	1
102	и ко всем вообще	1	1
103	и от всех тех	1	1
104	то это потому что	1	1
105	он не может не	1	1
106	только тогда когда оно	1	1
107	для того чтобы ответить	1	1
108	в этом случае мы	1	1
109	в том что только	1	1
110	резко отличаются друг от	1	1
111	не говоря уже о	1	1
112	свою силу не только	1	1
113	то время как другие	1	1
114	в этом и состоит	1	1
115	на все эти вопросы	1	1
116	для того чтобы быть	2	1
117	говорит за то что	1	1
118	но с другой стороны	1	1
119	же самое что и	1	1
120	более высокой ступени развития	1	1
121	друг от друга в	1	1
122	в этом последнем случае	1	1
123	нога в ногу с	3	1
124	сохраняет свою силу не	1	1
125	на вопрос можно ли	1	1
