N	3gram	Propp_Morf	StatiiOP
1	в том что	4	47
2	и т д	60	32
3	о том что	3	29
4	в этом отношении	2	24
5	для того чтобы	3	19
6	до сих пор	1	19
7	с точки зрения	6	14
8	с другой стороны	5	13
9	во всяком случае	2	13
10	не может быть	9	11
11	то же время	1	9
12	на то что	3	9
13	в то же	1	9
14	можно было бы	2	9
15	тем не менее	6	8
16	к тому что	4	8
17	на самом деле	4	8
18	в этой области	1	7
19	в данном случае	2	7
20	но все же	4	7
21	в то время	3	7
22	том что он	1	7
23	по отношению к	7	6
24	т д но	4	6
25	вопрос о том	2	6
26	то время как	3	5
27	что же касается	1	5
28	то что в	2	5
29	с самого начала	1	5
30	после того как	1	5
31	в применении к	1	4
32	то что он	1	4
33	дело не в	2	4
34	так например в	1	4
35	с одной стороны	2	4
36	в связи с	9	4
37	но это не	1	4
38	иметь в виду	1	4
39	что и в	1	4
40	имеет ничего общего	1	3
41	это не значит	2	3
42	о том как	2	3
43	из этих двух	1	3
44	можно сказать что	1	3
45	не значит что	3	3
46	более или менее	2	3
47	не имеет ничего	1	3
48	бы то ни	3	3
49	и тем не	2	3
50	т е не	1	3
51	только в том	1	3
52	состоит в том	3	3
53	во всех этих	1	3
54	в этом случае	10	3
55	а вовсе не	2	3
56	но то что	1	2
57	их и не	1	2
58	и даже не	1	2
59	но если это	2	2
60	точки зрения их	1	2
61	в какой степени	1	2
62	во втором случае	1	2
63	все более и	1	2
64	в иных случаях	2	2
65	в обоих случаях	2	2
66	о том кто	1	2
67	сомневаться в том	1	2
68	если бы мы	1	2
69	точно так же	2	2
70	независимо от того	4	2
71	а потому что	1	2
72	и в других	2	2
73	то ни было	2	2
74	с тех пор	1	2
75	вряд ли можно	1	2
76	а также и	5	2
77	ответить на вопрос	1	2
78	тому что в	1	2
79	т д и	1	2
80	в свою очередь	1	2
81	той или иной	1	2
82	но и здесь	1	2
83	в чем же	1	2
84	он не может	1	2
85	в отдельных случаях	3	2
86	более и более	1	2
87	в настоящее время	3	2
88	на этот вопрос	1	2
89	далеко не все	3	2
90	мы имеем в	2	2
91	здесь не место	1	2
92	между прочим и	1	2
93	с того что	2	2
94	как и в	3	2
95	может быть и	2	2
96	отличие от других	1	1
97	выше было указано	1	1
98	не в количестве	2	1
99	действующих лиц в	3	1
100	по собственному усмотрению	1	1
101	некоторые из них	1	1
102	что там где	1	1
103	в точности соответствует	2	1
104	на самого себя	1	1
105	также в том	1	1
106	в большинстве случаев	3	1
