N	4gram	Voloshinov	Psycholo
1	с этой точки зрения	1	10
2	не что иное как	1	6
3	так же как и	1	5
4	одного и того же	1	4
5	то же самое и	1	4
6	одна и та же	1	4
7	случае не может быть	1	3
8	дело в том что	1	3
9	в полном согласии с	1	3
10	а на самом деле	1	2
11	бы то ни было	1	2
12	только для того чтобы	1	2
13	или во всяком случае	1	2
14	уже не может быть	1	1
15	мы уже знаем что	1	1
16	о том что мы	1	1
17	на самом деле в	1	1
18	ни в коем случае	1	1
19	в связи с этим	1	1
20	мы увидим что оно	1	1
21	в течение своей жизни	1	1
22	все то что можно	1	1
23	в этом отношении и	1	1
24	было на самом деле	1	1
25	мы на самом деле	1	1
26	совершенно так же как	1	1
27	него все то что	1	1
28	ни в чем не	3	1
29	остановимся прежде всего на	1	1
30	сейчас же заметим что	1	1
31	все время говорит о	1	1
32	вместе с ним и	1	1
33	одну и ту же	1	1
34	и в этом смысле	2	1
35	мы знаем что и	1	1
