N	3gram	Vygotskiy_	Stilisti
1	для того чтобы	17	7
2	в зависимости от	1	7
3	того или иного	2	5
4	с точки зрения	11	5
5	одно и то	3	5
6	мы никогда не	1	5
7	и то же	3	5
8	в свою очередь	3	4
9	то или иное	1	4
10	заключает в себе	1	4
11	и той же	3	4
12	одной и той	3	4
13	с самого начала	10	4
14	то же самое	12	4
15	то что мы	3	4
16	как мы уже	1	3
17	на самом деле	3	3
18	как мы видели	2	3
19	выбор слов и	1	3
20	мы уже видели	1	3
21	и тем самым	1	3
22	в этом случае	1	3
23	но все же	1	3
24	построения и в	1	3
25	как бы в	1	3
26	в той же	2	3
27	мы видели что	2	2
28	должны были бы	2	2
29	все больше и	2	2
30	в самом деле	29	2
31	мы не имеем	1	2
32	все то что	13	2
33	приходится иметь дело	2	2
34	вместе с тем	3	2
35	точном смысле этого	3	2
36	мы видим что	7	2
37	не может быть	3	2
38	больше и больше	2	2
39	о том что	8	2
40	происходит как бы	1	2
41	мы увидим что	9	2
42	но об этом	1	2
43	может быть понято	1	2
44	можно сказать что	1	2
45	не так как	1	2
46	того что оно	1	2
47	и как бы	2	2
48	мы будем говорить	1	2
49	не было бы	2	2
50	то же слово	1	2
51	но при этом	1	2
52	не что иное	1	2
53	смысле этого слова	5	2
54	с тем и	1	2
55	та же самая	3	2
56	в точном смысле	2	2
57	как мы увидим	2	2
58	на первый взгляд	1	2
59	к тому что	5	2
60	что иное как	1	2
61	в этом отношении	1	2
62	или хотя бы	1	2
63	в тех случаях	1	2
64	мы все же	1	1
65	в том что	20	1
66	до того как	1	1
67	благодаря тому что	1	1
68	и вот это	1	1
69	совершенно ясным что	1	1
70	в том и	2	1
71	таким образом мы	1	1
72	ближе он к	1	1
73	несмотря на свою	2	1
74	мы должны были	1	1
75	из всего сказанного	1	1
76	на две группы	1	1
77	на это не	1	1
78	мы уже знаем	2	1
79	когда одно и	1	1
80	не знаем как	1	1
81	заключать в себе	1	1
82	в конечном счете	1	1
83	чему мы обязаны	1	1
84	дело не с	1	1
85	по своему прямому	2	1
86	и другом случае	1	1
87	так называемой литературной	1	1
88	точку зрения на	1	1
89	мы увидим ниже	2	1
90	том что такое	1	1
91	ни в какой	2	1
92	в каком порядке	2	1
93	как в зеркале	1	1
94	становится совершенно ясным	1	1
95	в этом сложном	1	1
96	в жизни и	2	1
97	как и в	1	1
98	то для того	1	1
99	тот факт что	3	1
100	с которой мы	1	1
101	и во всех	2	1
102	и не было	1	1
103	в одной и	1	1
104	только в том	5	1
105	что при этом	1	1
106	и в каком	1	1
107	том и другом	1	1
108	в одном и	1	1
109	говорит один из	1	1
110	в ней как	1	1
111	пришли к тому	1	1
112	и уже в	1	1
113	той же мере	1	1
114	с целым рядом	2	1
115	тот же самый	1	1
116	этом она приобретает	1	1
117	более или менее	1	1
118	по сравнению с	1	1
119	все эти слова	1	1
120	они как бы	1	1
121	на этот вопрос	1	1
122	и та же	3	1
123	одного и того	1	1
124	и к тому	1	1
125	двое или несколько	1	1
126	таким же точно	1	1
127	в которой мы	1	1
128	которая могла бы	2	1
129	нам придется еще	1	1
130	с успехом заменить	1	1
131	до сих пор	6	1
132	как перейти к	1	1
133	в разговоре с	1	1
134	до какой степени	1	1
135	и здесь мы	1	1
136	то все же	1	1
137	при этом мы	1	1
138	здесь нет и	1	1
139	бросается в глаза	2	1
140	тем же самым	1	1
141	как и всякий	1	1
142	своих действующих лиц	1	1
143	к одной и	1	1
144	какое значение имеет	1	1
145	иметь дело с	1	1
146	между этими двумя	1	1
147	но как же	1	1
148	тому или иному	1	1
149	не иначе как	1	1
150	что оно является	1	1
151	к которому мы	1	1
152	мы имеем в	1	1
153	но если бы	2	1
154	и никогда не	2	1
155	в душе человека	1	1
156	несет в себе	3	1
157	и как мы	1	1
158	не только не	3	1
159	и при этом	1	1
160	хотя бы в	1	1
161	той роли которую	1	1
162	не в самом	1	1
163	и того же	1	1
164	которые с точки	1	1
165	в высшей степени	1	1
166	одна и та	2	1
167	мы говорили выше	1	1
168	и все же	1	1
169	между тем в	2	1
170	того как перейти	1	1
171	при этом она	1	1
172	в каком направлении	1	1
173	вовсе не является	1	1
174	в котором они	1	1
175	с другой стороны	5	1
176	тем самым мы	1	1
177	он сказал что	1	1
178	из которых каждая	1	1
179	бы каждый раз	1	1
180	жизни и в	1	1
181	с каждым новым	1	1
182	должен был бы	2	1
183	этом мы условно	1	1
184	по самой своей	1	1
185	можно было бы	6	1
186	всего того что	1	1
187	мы не можем	2	1
188	что несмотря на	1	1
189	и не может	1	1
190	и в этом	6	1
191	просто и ясно	1	1
192	прежде всего на	1	1
193	если мы будем	2	1
194	лежит в основе	1	1
195	его со всех	1	1
196	если бы нам	1	1
