N	3gram	Propp_Isto	Problema
1	тем не менее	4	56
2	о том что	9	39
3	в том что	7	37
4	и т д	25	33
5	то же самое	1	30
6	в связи с	1	29
7	в данном случае	7	28
8	во всяком случае	3	25
9	с другой стороны	17	25
10	с точки зрения	1	25
11	сама по себе	1	21
12	и то что	1	20
13	на то что	1	19
14	для того чтобы	1	17
15	точно так же	2	16
16	до сих пор	4	14
17	в этом случае	4	14
18	это значит что	2	13
19	сами по себе	1	13
20	можно было бы	3	13
21	не может быть	5	12
22	так или иначе	2	12
23	можно сказать что	1	12
24	в то время	4	12
25	то время как	4	12
26	здесь перед нами	1	11
27	бы то ни	1	11
28	с одной стороны	11	11
29	и тем самым	1	10
30	вместе с тем	6	10
31	более или менее	3	10
32	только то что	1	10
33	не только в	9	10
34	т д и	1	9
35	то и другое	2	9
36	в сравнении с	1	9
37	никак не может	1	8
38	только в том	1	8
39	мы не будем	2	8
40	о том как	3	7
41	к тому же	1	7
42	в чистом виде	1	7
43	но и в	4	7
44	хотя и не	1	7
45	только потому что	1	7
46	для нас не	1	7
47	в самом деле	1	6
48	и тем более	1	6
49	так и в	3	6
50	то это значит	2	6
51	то что в	4	6
52	можно ли сказать	1	6
53	и в других	2	6
54	то ни было	1	6
55	на первый план	1	6
56	здесь не в	1	6
57	на первый взгляд	5	6
58	ни в каких	1	5
59	только о том	1	5
60	ли сказать что	1	5
61	так же как	4	5
62	в зависимости от	3	5
63	сих пор мы	3	5
64	не просто как	1	5
65	том что он	1	5
66	что в нем	1	5
67	же как и	1	5
68	на том что	2	4
69	дело не в	3	4
70	мы еще не	1	4
71	как мы уже	1	4
72	и вместе с	3	4
73	мы хотели бы	2	4
74	но все же	3	4
75	у нас и	1	4
76	и потому что	1	4
77	в том чтобы	2	4
78	этой точки зрения	3	4
79	все же не	1	4
80	у того же	1	4
81	в себе не	1	4
82	вопрос о том	1	4
83	не значит что	1	4
84	будет сказать что	1	4
85	а с другой	1	4
86	а именно в	1	4
87	в этих случаях	12	4
88	мы все же	1	4
89	ту или иную	1	4
90	и не в	1	4
91	как мы видели	3	4
92	во всех этих	6	4
93	всяком случае не	1	4
94	в таких случаях	1	4
95	одной стороны и	1	3
96	это не значит	1	3
97	то что он	1	3
98	то что не	1	3
99	что в данном	1	3
100	таким образом что	1	3
101	к тому что	1	3
102	но это не	3	3
103	в тех случаях	7	3
104	вообще не существует	1	3
105	как и в	3	3
106	здесь мы имеем	8	3
107	тех случаях когда	6	3
108	но уже в	1	3
109	с тем что	2	3
110	как мы увидим	1	3
111	что и в	3	3
112	с этой точки	3	3
113	одна к другой	1	3
114	должны были бы	1	3
115	тем более не	1	3
116	мы уже видели	3	3
117	мы увидим ниже	1	3
118	или может быть	1	3
119	то что она	1	3
120	если бы мы	1	3
121	том что в	2	3
122	как нам кажется	1	3
123	и может быть	1	3
124	ничем не отличается	1	3
125	к выводу что	1	3
126	и все они	1	3
127	после того как	4	3
128	но то что	1	2
129	все больше и	2	2
130	по отношению к	3	2
131	и т п	1	2
132	не говорит о	1	2
133	уже не в	1	2
134	здесь прежде всего	1	2
135	только там где	1	2
136	один из них	1	2
137	а в том	2	2
138	у него и	1	2
139	совершенно ясно что	1	2
140	сказать что в	1	2
141	таким образом если	1	2
142	не может считаться	1	2
143	не обязательна и	1	2
144	не имеет никаких	1	2
145	можно сказать о	1	2
146	что представление о	1	2
147	все же есть	1	2
148	с ним на	1	2
149	становится ясным что	1	2
150	мысль о том	1	2
151	это не так	1	2
152	в этом же	1	2
153	один и тот	1	2
154	все дело в	1	2
155	однако все эти	1	2
156	по содержанию своему	1	2
157	и на земле	3	2
158	мы не можем	2	2
159	и что в	1	2
160	сам он не	1	2
161	а так как	1	2
162	при переходе от	1	2
163	нам кажется что	4	2
164	все того же	1	2
165	что он не	1	2
166	может быть это	1	2
167	и тот же	1	2
168	в других случаях	1	2
169	больше и больше	2	2
170	мы имеем в	7	2
171	в которой они	1	2
172	не отличается от	1	2
173	еще не вполне	2	2
174	не будем приводить	1	2
175	и знает что	1	2
176	а именно что	2	2
177	так что он	1	2
178	друг на друга	2	2
179	то же что	2	2
180	что все эти	1	2
181	ни один из	1	2
182	не так просто	1	2
183	а не в	1	2
184	казалось бы что	1	2
185	что здесь мы	1	2
186	так как он	4	2
187	на русском языке	1	2
188	и не может	1	2
189	тем что в	1	2
190	прийти к выводу	1	2
191	одним из самых	1	2
192	как только мы	1	2
193	в нем и	1	2
194	и здесь мы	2	2
195	что и здесь	3	2
196	но тем не	2	2
197	и то и	2	2
198	это мы уже	1	2
199	и что он	2	2
200	но с другой	1	2
201	с представлением о	2	1
202	т д здесь	1	1
203	мы просто имеем	1	1
204	помнить что в	1	1
205	перед нами как	2	1
206	то он не	1	1
207	каждый элемент в	1	1
208	одна из этих	2	1
209	что он обладает	1	1
210	во всех религиях	1	1
211	в большинстве случаев	1	1
212	на месте в	1	1
213	нет ни в	1	1
214	между небом и	1	1
215	том что такое	1	1
216	в прямом смысле	1	1
217	в материалах по	1	1
218	и полетел в	1	1
219	происходит в мифе	1	1
220	таким образом на	1	1
221	как и другие	2	1
222	что они должны	1	1
223	этом ничего не	1	1
224	не исчезает из	2	1
225	д тем не	1	1
226	рассмотрении оказывается что	1	1
227	уничтожение его в	1	1
228	как бы с	1	1
229	он был и	1	1
230	а именно как	1	1
231	кроме того что	1	1
232	все эти черты	1	1
233	т д в	3	1
234	не только на	1	1
235	на небо и	1	1
236	того что в	1	1
237	с этой стороны	4	1
238	смысле этого слова	1	1
239	приводит нас к	2	1
240	очень близок к	1	1
241	за что не	1	1
242	с тем и	1	1
243	ко всякого рода	1	1
244	представлением о смерти	1	1
245	мы имеем и	2	1
246	именно так как	1	1
247	о которых говорилось	1	1
248	представляет собой переход	1	1
249	в таких условиях	1	1
250	на этот вопрос	3	1
251	так как это	3	1
252	но вместе с	2	1
253	что это не	2	1
254	и при помощи	1	1
255	данном случае даже	1	1
256	не входит в	1	1
257	а именно к	1	1
258	все это не	1	1
259	таким образом и	3	1
260	следующим образом когда	1	1
261	но никогда не	1	1
262	как он его	1	1
263	но так как	4	1
264	не нуждается ни	1	1
265	нечто отличное от	1	1
266	это совершенно очевидно	1	1
267	но он имеет	1	1
268	том как эта	1	1
269	вот в этой	1	1
270	а потом и	1	1
271	в ней нет	2	1
272	вслед за ним	1	1
273	на задний план	1	1
274	как таковой и	1	1
275	не в его	1	1
276	при ближайшем рассмотрении	1	1
277	тот кто хочет	1	1
278	мы здесь имеем	3	1
