N	4gram	Medvedev_V	Problema
1	в то время как	1	12
2	в той или иной	1	10
3	не имеет ничего общего	1	9
4	не чем иным как	1	7
5	не говоря уже о	1	7
6	той или иной мере	1	6
7	ни в какой мере	1	5
8	имеет ничего общего с	1	5
9	в том смысле что	1	5
10	в какой мере не	1	5
11	же в таком случае	1	4
12	одно и то же	1	4
13	в том числе и	2	4
14	так же как и	1	4
15	в том или ином	1	4
16	является не чем иным	1	3
17	уже по одному тому	2	3
18	и в то же	3	3
19	и вместе с тем	1	3
20	по одному тому что	2	3
21	с этой точки зрения	1	3
22	с одной стороны и	2	3
23	но в то же	1	3
24	чем же в таком	1	2
25	уже о том что	1	2
26	только в том случае	1	2
27	не может быть никакого	1	2
28	не может обойтись без	1	2
29	по крайней мере для	1	2
30	один из них не	1	2
31	говоря уже о том	1	2
32	только в том что	1	2
33	ни один из них	1	2
34	но с другой стороны	1	2
35	только в этом случае	1	1
36	что они отнюдь не	1	1
37	в точном смысле слова	2	1
38	приведем только два примера	1	1
39	то это вовсе не	1	1
40	было бы значительно увеличить	1	1
41	это вовсе не значит	1	1
42	уже сама по себе	1	1
43	в то же время	5	1
44	художественный образ должен быть	1	1
45	можно было бы значительно	1	1
46	с теми или иными	1	1
47	по этому поводу с	1	1
48	о том что и	1	1
49	это и есть то	1	1
50	в одном и том	1	1
51	мы в данном случае	1	1
52	и может быть даже	1	1
53	речь может идти только	1	1
54	по крайней мере сам	1	1
55	в области художественного творчества	1	1
56	с другой стороны он	1	1
57	ответ на этот вопрос	1	1
58	том или ином отношении	1	1
59	до сих пор не	1	1
60	как один из видов	1	1
61	о том как он	1	1
62	если бы он был	1	1
63	в том случае если	1	1
64	то как будто бы	1	1
65	не значит что он	1	1
66	значит ли это что	1	1
67	и не может быть	2	1
68	вовсе не значит что	1	1
69	не может быть и	1	1
70	можно говорить только о	1	1
71	мало чем отличается от	1	1
72	одном и том же	2	1
73	на то или иное	1	1
74	может идти только о	1	1
75	и есть то что	1	1
76	может быть и речи	1	1
77	и в результате этого	1	1
78	сама по себе в	1	1
79	это и значит что	1	1
80	мы имеем дело с	1	1
81	в этом отношении ему	1	1
82	для того чтобы понять	1	1
83	только тогда когда все	1	1
