N	2gram	Losev_Dial	formyVre
1	и в	34	148
2	в этом	14	73
3	то есть	1	70
4	в романе	1	58
5	в нем	7	51
6	прежде всего	20	46
7	и т	41	40
8	и не	50	37
9	в его	6	36
10	и его	8	36
11	вовсе не	18	35
12	но и	14	33
13	то же	9	32
14	т п	1	32
15	не только	35	32
16	но в	3	31
17	жизни и	8	31
18	так и	11	29
19	может быть	30	27
20	не в	11	26
21	как мы	4	26
22	как и	14	25
23	как бы	19	25
24	точки зрения	43	24
25	мы уже	6	24
26	только в	10	23
27	в то	9	23
28	в том	17	22
29	то что	25	22
30	связи с	3	21
31	во всех	2	21
32	жизни в	1	21
33	же время	5	21
34	все эти	4	21
35	в своем	7	19
36	и на	6	19
37	и для	5	19
38	таким образом	14	18
39	у него	2	18
40	и все	17	18
41	еще не	7	18
42	по существу	2	18
43	при этом	7	17
44	те же	1	17
45	с этим	4	17
46	в особенности	9	17
47	так как	12	17
48	в пределах	1	17
49	человека и	2	17
50	все же	4	16
51	в условиях	2	16
52	в связи	3	16
53	в основе	6	16
54	и во	3	16
55	и их	1	16
56	не может	29	16
57	в разных	2	15
58	в одном	3	15
59	в них	6	15
60	никогда не	9	15
61	с точки	25	15
62	с его	7	15
63	в пространстве	1	15
64	вместе с	3	15
65	и как	13	14
66	и с	10	14
67	так же	7	14
68	в конце	2	14
69	его жизни	1	14
70	всех этих	3	14
71	а не	39	14
72	как раз	11	14
73	все это	13	14
74	в самом	9	13
75	в котором	2	13
76	для того	4	13
77	во время	1	13
78	человеческого тела	1	13
79	с ним	3	13
80	как в	2	13
81	здесь в	1	13
82	в их	2	13
83	в частности	3	13
84	того чтобы	1	13
85	а в	3	13
86	же в	2	13
87	конечно не	6	12
88	не было	6	12
89	он не	8	12
90	значение и	1	12
91	отнюдь не	16	12
92	что в	12	12
93	это время	1	12
94	потому что	21	12
95	в истории	7	12
96	ничего не	29	12
97	но не	3	12
98	и наконец	2	12
99	из них	4	11
100	хотя и	9	11
101	его в	2	11
102	между ними	1	11
103	и у	3	11
104	ни в	20	11
105	в образе	1	11
106	мира и	3	11
107	в ней	4	11
108	и времени	2	11
109	кроме того	8	10
110	уже не	9	10
111	в ее	5	10
112	вещей и	6	10
113	сих пор	1	10
114	также и	6	10
115	до сих	1	10
116	и проч	1	10
117	здесь не	2	10
118	тот же	1	10
119	этом мире	1	10
120	и даже	21	9
121	но все	1	9
122	их в	2	9
123	с другой	5	9
124	наряду с	1	9
125	всего в	2	9
126	должно быть	7	9
127	к себе	1	9
128	и следовательно	2	9
129	и это	12	9
130	в других	1	9
131	могут быть	5	9
132	та же	5	9
133	отношения к	4	9
134	оно не	7	9
135	том что	18	9
136	этот ряд	2	9
137	в самой	1	9
138	для него	4	9
139	есть в	4	9
140	жизнь и	9	9
141	одного и	1	9
142	мира в	1	9
143	и к	5	8
144	в результате	7	8
145	в виду	12	8
146	в этих	3	8
147	время как	6	8
148	и смерть	3	8
149	к тому	4	8
150	в этот	3	8
151	в некоторых	3	8
152	все его	2	8
153	с одной	4	8
154	что и	8	8
155	в мире	2	8
156	и по	2	8
157	в жизни	4	8
158	для себя	2	8
159	со всеми	2	8
160	если бы	10	8
161	мы еще	2	8
162	жизни но	1	8
163	и то	7	8
164	во всяком	5	8
165	это не	13	8
166	и прежде	6	8
167	и потому	6	8
168	отношение к	1	8
169	или иной	4	8
170	для всех	1	7
171	не как	1	7
172	имеет место	1	7
173	связанных с	1	7
174	к ним	1	7
175	к этому	3	7
176	из этих	5	7
177	в себе	8	7
178	но он	3	7
179	не знает	4	7
180	в которой	1	7
181	в себя	4	7
182	с ее	10	7
183	в процессе	2	7
184	например в	3	7
185	и он	3	7
186	то время	6	7
187	себя и	3	7
188	нет ничего	14	7
189	было бы	13	7
190	не могло	1	7
191	в отличие	1	7
192	том же	1	7
193	т д	38	7
194	у них	1	7
195	того что	22	7
196	мир в	3	7
197	этом отношении	2	7
198	ее в	3	7
199	отличие от	2	7
200	во времени	1	7
201	место в	2	7
202	что было	2	6
203	все что	3	6
204	с самим	1	6
205	именно в	5	6
206	уже на	1	6
207	с тем	4	6
208	на первый	4	6
209	о том	11	6
210	ни одного	2	6
211	сказать что	7	6
212	в основу	1	6
213	входят в	1	6
214	во всей	1	6
215	в качестве	1	6
216	в таком	15	6
217	здесь как	1	6
218	мы можем	3	6
219	ту же	1	6
220	за пределы	3	6
221	одной стороны	3	6
222	бы ни	1	6
223	а как	2	6
224	и ее	8	6
225	смысле слова	1	6
226	в сущности	10	6
227	в отношении	1	6
228	мы видим	4	6
229	не могут	6	6
230	в которых	1	6
231	друг от	1	6
232	своей жизни	1	6
233	не является	1	6
234	тех же	2	6
235	человеческого рода	1	6
236	смерти и	1	6
237	слова и	1	6
238	в совершенно	1	6
239	имеем в	1	6
240	нет и	5	6
241	одной из	3	6
242	все они	1	6
243	мы не	11	6
244	мы находим	5	6
245	от друга	1	6
246	только и	3	6
247	уже сказали	2	6
248	самой жизни	1	6
249	есть и	14	6
250	пространства и	3	6
251	есть не	11	6
252	мы и	4	5
253	вообще не	3	5
254	с этой	7	5
255	о чем	2	5
256	одно из	8	5
257	тем что	5	5
258	в порядке	1	5
259	в своей	4	5
260	почти все	1	5
261	в это	4	5
262	во все	1	5
263	хотя бы	9	5
264	всем этим	1	5
265	только на	8	5
266	но они	3	5
267	всего этого	2	5
268	тела в	2	5
269	что все	16	5
270	точка зрения	5	5
271	по преимуществу	2	5
272	и через	1	5
273	с другими	1	5
274	быть только	2	5
275	человек в	1	5
276	следовательно и	2	5
277	от этого	5	5
278	в смысле	4	5
279	той или	3	5
280	так что	11	5
281	одно и	6	5
282	и является	2	5
283	по своей	1	5
284	в этой	3	5
285	и от	4	5
286	мы будем	1	5
287	чаще всего	3	5
288	там где	1	5
289	в него	2	5
290	на дороге	1	5
291	был бы	2	5
292	что они	2	5
293	не на	7	5
294	конечно и	2	5
295	тела и	3	5
296	и они	3	5
297	с ними	3	5
298	далеко не	1	5
299	они не	3	5
300	не имеет	18	5
301	да и	4	5
302	жизни конечно	1	5
303	не имеют	2	5
304	и уже	5	5
305	чем не	1	5
306	той же	6	5
307	он может	2	5
308	он должен	3	5
309	ничем не	7	5
310	мы имеем	3	5
311	не без	1	5
312	но на	2	5
313	или в	4	5
314	общества и	1	5
315	об этом	8	5
316	и вообще	7	5
317	первый план	4	5
318	например у	1	5
319	и ни	3	5
320	нового времени	2	5
321	стороны и	1	5
322	или как	3	5
323	и только	6	5
324	мы наблюдаем	1	4
325	во всем	5	4
326	от него	2	4
327	же и	2	4
328	только что	7	4
329	даже в	1	4
330	вещи и	3	4
331	его от	2	4
332	другой стороны	4	4
333	по себе	31	4
334	в своих	3	4
335	равно как	2	4
336	из самых	3	4
