N	2gram	Voloshinov	DiskursI
1	а не	2	60
2	может быть	8	56
3	не только	6	49
4	и в	13	49
5	как и	3	47
6	при этом	2	46
7	и не	8	44
8	в том	2	44
9	том что	2	40
10	в этом	2	38
11	в себе	3	37
12	состоит в	1	37
13	но и	3	35
14	и т.п	7	32
15	своего рода	2	32
16	но не	1	31
17	отличие от	1	28
18	но в	4	28
19	так и	3	28
20	в отличие	1	27
21	не может	8	27
22	по своей	1	26
23	как в	2	25
24	такого рода	1	24
25	отнюдь не	1	23
26	еще не	1	23
27	а также	2	20
28	в своей	4	19
29	все же	5	19
30	в нем	2	19
31	прежде всего	9	19
32	далеко не	1	18
33	в основе	1	18
34	то же	4	17
35	в данном	2	17
36	с другой	2	17
37	в мире	1	17
38	по отношению	3	17
39	отношению к	3	17
40	точки зрения	7	16
41	только в	6	16
42	то что	6	15
43	роль в	2	15
44	в его	7	15
45	не менее	2	14
46	одной стороны	2	14
47	с одной	2	14
48	не в	3	14
49	картины мира	1	14
50	не является	4	14
51	как бы	6	13
52	для него	2	13
53	в целом	2	13
54	в своих	2	12
55	в своем	1	12
56	того же	1	12
57	и все	3	12
58	данном случае	2	12
59	не было	1	11
60	столь же	1	11
61	что в	3	11
62	с его	1	11
63	и как	1	11
64	не столько	3	10
65	в лирике	1	10
66	для себя	2	10
67	вследствие этого	1	10
68	а в	2	10
69	же время	1	10
70	также и	1	10
71	и т.д	5	10
72	в них	2	9
73	внимание на	1	9
74	между тем	2	9
75	в то	1	9
76	сводится к	1	9
77	еще в	2	9
78	к тому	2	8
79	в одном	3	8
80	в себя	1	8
81	не на	2	8
82	потому что	1	8
83	соответствии с	2	8
84	этом отношении	1	8
85	и о	1	8
86	другой стороны	2	7
87	таким образом	6	7
88	одной из	1	7
89	его в	1	7
90	к этому	1	7
91	в этой	1	7
92	могут быть	2	7
93	например в	1	7
94	в процессе	5	7
95	но это	1	7
96	и для	3	7
97	в пределах	3	7
98	лишь в	4	7
99	и ее	2	7
100	и его	12	7
101	не как	3	6
102	одно из	1	6
103	конечном счете	1	6
104	времени в	1	6
105	в контексте	1	6
106	одна из	1	6
107	никогда не	3	6
108	с точки	5	6
109	в ее	3	6
110	в конечном	1	6
111	не знает	1	6
112	героя и	2	6
113	в особенности	1	6
114	и то	3	6
115	имеет место	2	6
116	что он	1	6
117	в которых	1	6
118	в истории	1	6
119	что же	3	6
120	в эпоху	1	6
121	в одной	1	6
122	тому как	1	6
123	и может	2	6
124	отношение к	1	6
125	можно говорить	1	5
126	общения с	1	5
127	в виду	1	5
128	в ряду	1	5
129	в другом	2	5
130	не всегда	1	5
131	говорить о	3	5
132	для данного	1	5
133	не вполне	1	5
134	сказать что	1	5
135	несмотря на	2	5
136	внутренней речи	1	5
137	на этом	1	5
138	но при	1	5
139	с ее	1	5
140	тем что	2	5
141	один из	1	5
142	подобно тому	1	5
143	за пределы	3	5
144	в значительной	1	5
145	общения в	1	5
146	того как	1	5
147	в ней	2	5
148	в их	3	5
149	что касается	1	5
150	же самое	1	5
151	в античной	1	5
152	в самом	2	4
153	и к	2	4
154	общения и	2	4
155	по мере	1	4
156	ни одна	1	4
157	или на	1	4
158	и до	1	4
159	его на	2	4
160	только на	1	4
161	что они	2	4
162	указать на	1	4
163	в произведении	2	4
164	тем не	1	4
165	связи с	1	4
166	одним из	1	4
167	по себе	1	4
168	и это	1	4
169	и тем	2	4
170	как это	1	4
171	должны быть	1	4
172	и есть	1	4
173	или иного	2	4
174	из того	1	4
175	к другому	1	4
176	высказывания и	1	4
177	до конца	1	4
178	мы имеем	1	4
179	и др	2	4
180	или в	1	4
181	объекта и	1	4
182	а на	1	4
183	того или	2	4
184	может иметь	2	4
185	может и	1	4
186	более того	2	4
187	более или	1	3
188	к другим	1	3
189	их в	1	3
190	с этим	3	3
191	в действительности	2	3
192	вопрос о	1	3
193	входит в	2	3
194	тут же	1	3
195	понятие о	1	3
196	в лингвистике	2	3
197	и он	1	3
198	и столь	1	3
199	вплоть до	1	3
200	к которому	1	3
201	в которой	3	3
202	исторической поэтики	1	3
203	на себя	1	3
204	в области	2	3
205	своего времени	1	3
206	одно и	3	3
207	и что	1	3
208	в тех	2	3
209	для человека	1	3
210	но так	2	3
211	было бы	4	3
212	бы быть	1	3
213	еще одно	1	3
214	угадывается в	1	3
215	этого термина	1	3
216	с миром	1	3
217	литературного произведения	2	3
218	в структуре	2	3
219	заключается в	1	3
220	вместе с	1	3
221	не имеет	2	3
222	да и	3	3
223	всей своей	2	3
224	это и	1	3
225	и более	1	3
226	языка и	5	3
227	на том	1	3
228	автора и	1	3
229	слова и	2	3
230	речи в	1	3
231	в едином	1	3
232	ему в	1	3
233	они не	1	3
234	произведения как	4	3
235	уже в	2	3
236	мы не	4	3
237	еще и	4	3
238	в полном	2	3
239	с их	1	3
240	и всякое	1	3
241	виду что	1	3
242	за которым	1	3
243	все эти	2	3
244	или даже	1	3
245	ли не	1	3
246	в каждой	1	3
247	об этом	1	3
248	или менее	1	3
249	особенно в	1	3
250	значение так	1	3
251	он говорит	1	3
252	хотя бы	5	3
253	в начале	1	3
254	в организации	1	3
255	событий и	1	3
256	для этого	1	3
257	интонации и	1	3
258	и наконец	5	3
259	во всем	2	2
260	мы можем	4	2
261	для всех	1	2
262	он всегда	1	2
263	с этой	2	2
264	эстетического объекта	5	2
265	мысли и	1	2
266	в некоторых	1	2
267	те же	2	2
268	которое может	2	2
269	представление о	1	2
270	в собственном	1	2
271	понимания и	1	2
272	же автора	1	2
273	отсюда и	1	2
274	о которых	1	2
275	в нескольких	1	2
276	для того	1	2
277	в определенной	1	2
278	с помощью	2	2
279	мы все	1	2
280	в различных	1	2
281	внимания к	1	2
282	о литературе	1	2
283	самого начала	2	2
284	тех случаях	1	2
285	все то	1	2
286	слово не	1	2
287	для понимания	1	2
288	науке о	1	2
289	который в	1	2
290	в литературоведении	1	2
291	по поводу	1	2
292	едва ли	1	2
293	своего развития	1	2
294	к нему	1	2
295	всего в	1	2
296	сознания с	1	2
297	на язык	2	2
298	должно быть	1	2
299	теории литературы	1	2
300	время в	1	2
301	вспомнить о	1	2
302	что она	1	2
303	но для	3	2
304	его понимании	1	2
305	же как	1	2
306	должно было	1	2
307	в чем	2	2
308	вопроса о	4	2
309	в каждом	4	2
310	вообще в	1	2
311	речи и	1	2
312	не приходится	1	2
313	иметь в	1	2
314	они хотят	1	2
315	жизнь как	1	2
316	только с	1	2
317	необходимо чтобы	1	2
318	его к	1	2
319	а как	2	2
320	до его	1	2
321	представляет себе	2	2
322	как возможность	1	2
323	в последнем	1	2
324	в хх	1	2
325	как к	1	2
326	в языке	2	2
327	хх веке	1	2
328	и при	2	2
329	и должно	2	2
330	в отношении	2	2
331	и вполне	1	2
332	позиции в	1	2
333	если бы	2	2
334	самом деле	3	2
335	от своего	2	2
336	ни о	1	2
337	ни одно	2	2
338	же остается	1	2
339	себя и	1	2
340	апелляции к	1	2
341	лирическое произведение	1	2
342	не имеют	1	2
343	не должно	1	2
344	на основе	1	2
345	со всей	3	2
346	вступает в	1	2
347	к одному	3	2
348	вслед за	2	2
349	каждый из	1	2
350	литературы в	1	2
351	есть его	1	2
352	из наиболее	1	2
353	мышления но	1	2
354	не знаем	1	2
355	этого слова	1	2
356	к предмету	2	2
357	общем виде	1	2
358	во времени	2	2
359	в самой	1	2
360	только о	1	2
361	события и	1	2
362	выходит за	1	2
363	художественного высказывания	1	2
364	все это	4	2
365	в художественной	1	2
366	ее в	2	2
367	античной греции	1	2
368	в широком	1	2
369	же не	1	2
370	возможно только	1	2
371	в г	2	2
372	звучит один	1	2
373	случаях когда	1	2
374	является не	1	2
375	так в	1	2
376	на фоне	4	2
377	вовсе не	2	2
378	как все	1	2
379	тем более	1	2
380	с самого	2	2
381	переходе от	1	2
382	ни один	3	2
383	мы должны	6	2
384	быть и	1	2
385	и их	7	2
386	в науке	1	2
387	только то	1	2
388	с понятием	1	2
389	как их	1	2
390	в книге	2	2
391	и вне	1	2
392	такой же	1	2
393	речи не	2	2
394	на то	1	2
395	включает в	1	2
396	с первых	1	2
397	которая и	1	2
398	как весьма	1	2
399	есть не	2	2
400	это некое	1	1
401	науки о	1	1
402	процесса смены	1	1
403	к сожалению	2	1
404	наконец даже	1	1
405	слову в	1	1
406	эстетическим объектом	1	1
407	является важнейшим	1	1
408	чтобы оказаться	1	1
409	тому что	1	1
410	каждом индивидуальном	1	1
411	его за	1	1
412	представляет собою	1	1
413	следует иметь	1	1
414	в разных	1	1
415	тем как	1	1
416	примыкает к	1	1
417	в стихотворной	1	1
418	относятся и	1	1
