N	2gram	Losev_Prob	Tragedij
1	петр степанович	1	26
2	и в	64	18
3	в романе	1	10
4	в этом	30	9
5	в бесах	1	9
6	в году	1	9
7	не только	37	8
8	и на	11	7
9	и не	63	7
10	может быть	29	7
11	и с	12	7
12	как бы	18	7
13	он сам	2	7
14	что он	11	6
15	но в	19	6
16	и его	3	6
17	это не	7	5
18	несмотря на	6	5
19	что это	4	5
20	так и	17	5
21	это очень	1	5
22	все же	7	5
23	у достоевского	1	5
24	в дальнейшем	5	5
25	то же	10	5
26	он вдруг	2	5
27	как и	7	5
28	не может	18	5
29	в то	7	5
30	а я	1	5
31	что в	21	4
32	в себе	16	4
33	и даже	19	4
34	он всегда	3	4
35	все это	11	4
36	прежде всего	17	4
37	и все	9	4
38	я не	1	4
39	об этом	10	4
40	еще не	18	4
41	но и	23	4
42	том что	26	4
43	и что	21	4
44	так же	12	4
45	то что	72	4
46	в этой	14	4
47	что я	1	4
48	в нем	14	4
49	но это	11	4
50	в целом	1	4
51	что с	2	3
52	один из	7	3
53	записках из	1	3
54	должно быть	3	3
55	в основном	1	3
56	уже в	6	3
57	в его	12	3
58	для него	2	3
59	в своем	7	3
60	романа и	1	3
61	с ним	4	3
62	о чем	11	3
63	сам достоевский	1	3
64	что вы	3	3
65	и сам	3	3
66	что за	1	3
67	в конце	13	3
68	iii в	1	3
69	и как	10	3
70	как в	5	3
71	никто не	2	3
72	то есть	61	3
73	при этом	8	3
74	как это	7	3
75	тем самым	11	3
76	с ее	1	3
77	мог бы	1	3
78	как будто	6	3
79	петра степановича	1	3
80	отнюдь не	15	3
81	все эти	15	3
82	к нему	5	3
83	в самом	10	2
84	не так	1	2
85	вместе со	1	2
86	и то	15	2
87	автора но	1	2
88	в душе	1	2
89	и здесь	8	2
90	со мной	1	2
91	данном случае	10	2
92	в том	19	2
93	ивана карамазова	1	2
94	в ресторане	1	2
95	он и	8	2
96	с тем	6	2
97	в ее	3	2
98	для искусства	1	2
99	говорит о	4	2
100	даже если	4	2
101	что и	2	2
102	отказывается от	1	2
103	ни в	13	2
104	бы и	5	2
105	но при	2	2
106	чем он	1	2
107	что все	9	2
108	не могут	6	2
109	в виде	20	2
110	его в	9	2
111	по контрасту	1	2
112	как же	6	2
113	не в	6	2
114	в первом	2	2
115	но все	5	2
116	но эта	3	2
117	из самых	3	2
118	еще в	2	2
119	от всего	4	2
120	в таком	18	2
121	между этими	2	2
122	ничем не	2	2
123	вопрос о	4	2
124	этого романа	2	2
125	состоит из	1	2
126	знает что	1	2
127	и это	13	2
128	нет в	1	2
129	под влиянием	1	2
130	уже не	9	2
131	к тому	5	2
132	о том	25	2
133	перед нами	7	2
134	в записках	1	2
135	не был	4	2
136	с первого	2	2
137	а что	1	2
138	не имеет	8	2
139	что эти	2	2
140	и я	1	2
141	в данном	16	2
142	только к	1	2
143	что этот	2	2
144	она должна	3	2
145	раз и	13	2
146	он был	2	2
147	то и	7	2
148	потому что	24	2
149	так что	12	2
150	времени в	2	2
151	он не	5	2
152	по поводу	6	2
153	в частности	5	2
154	в это	2	2
155	точно так	7	2
156	говорит что	1	2
157	и до	3	2
158	она все	1	2
159	отношение к	1	2
160	собой но	2	2
161	о его	2	2
162	до конца	1	2
163	в глазах	1	2
164	он вообще	4	2
165	столь же	1	2
166	что она	8	2
167	который в	1	2
168	одна из	4	2
169	с его	3	2
170	тут же	3	2
171	не мог	1	2
172	тем что	10	2
173	не просто	30	2
174	не случайно	1	2
175	только о	8	2
176	и ее	9	2
177	никогда не	8	2
178	в известной	2	2
179	ничего не	20	2
180	друг друга	1	2
181	в той	2	1
182	понял что	1	1
183	это могло	1	1
184	то в	6	1
185	от него	1	1
186	этом случае	6	1
187	утверждать что	2	1
188	ведь уже	1	1
189	могут быть	2	1
190	только не	4	1
191	проникает в	1	1
192	мы бы	3	1
193	в окончательном	2	1
194	к сожалению	6	1
195	самостоятельное значение	1	1
196	мы видим	2	1
197	а теперь	1	1
198	в настоящем	1	1
