N	2gram	Voloshinov	Morfolog
1	может быть	8	61
2	и пр	7	45
3	таким образом	6	26
4	могут быть	2	21
5	так как	3	20
6	мы имеем	1	19
7	не может	8	19
8	в этом	2	18
9	и в	13	17
10	и не	8	16
11	мы видим	2	15
12	с этим	3	14
13	прежде всего	9	14
14	связи с	1	12
15	и др	2	12
16	а не	2	11
17	что в	3	10
18	то же	4	10
19	вопрос о	1	10
20	не всегда	1	10
21	но если	1	10
22	в том	2	10
23	так и	3	10
24	в связи	2	10
25	то что	6	10
26	все же	5	9
27	с другой	2	9
28	но и	3	9
29	не только	6	8
30	мы не	4	8
31	но не	1	8
32	представляет собою	1	8
33	в тех	2	8
34	а в	2	8
35	один из	1	7
36	и здесь	1	7
37	не менее	2	7
38	том что	2	7
39	потому что	1	7
40	по отношению	3	7
41	точки зрения	7	7
42	как это	1	7
43	тем не	1	7
44	образом мы	1	7
45	или же	1	7
46	а также	2	7
47	отношению к	3	7
48	подобно тому	1	6
49	как бы	6	6
50	но это	1	6
51	с точки	5	6
52	в образе	1	6
53	или в	1	6
54	и как	1	6
55	вовсе не	2	6
56	также и	1	6
57	этот момент	1	5
58	другой стороны	2	5
59	вслед за	2	5
60	что он	1	5
61	как в	2	5
62	то это	1	5
63	хотя бы	5	5
64	было бы	4	5
65	к тому	2	5
66	что они	2	5
67	то мы	1	5
68	тому что	1	5
69	учение о	2	5
70	все эти	2	5
71	одна из	1	5
72	то можно	1	5
73	об этом	1	5
74	там где	2	5
75	мы можем	4	5
76	тому как	1	5
77	между тем	2	5
78	далеко не	1	5
79	в целом	2	5
80	и ее	2	5
81	и к	2	4
82	смысле слова	2	4
83	в некоторых	1	4
84	на этом	1	4
85	как и	3	4
86	самом деле	3	4
87	ни одна	1	4
88	тем что	2	4
89	никто не	1	4
90	еще не	1	4
91	не является	4	4
92	входит в	2	4
93	того чтобы	1	4
94	говорить о	3	4
95	так же	2	4
96	и наоборот	1	4
97	сказать что	1	4
98	и для	3	4
99	но в	4	4
100	несмотря на	2	4
101	на самом	1	4
102	его в	1	4
103	к этому	1	4
104	в то	1	4
105	мы уже	2	4
106	можно было	1	4
107	этот вопрос	1	4
108	этой школы	1	4
109	оно может	1	4
110	их по	1	4
111	собственном смысле	1	3
112	в последнем	1	3
113	только что	1	3
114	с этой	2	3
115	и при	2	3
116	только в	6	3
117	здесь мы	3	3
118	или на	1	3
119	в собственном	1	3
120	но мы	4	3
121	не существует	1	3
122	и что	1	3
123	связана с	3	3
124	для того	1	3
125	и тогда	1	3
126	и изучение	1	3
127	состоит в	1	3
128	и вне	1	3
129	с его	1	3
130	что при	1	3
131	все функции	1	3
132	к нему	1	3
133	о помощи	1	3
134	они не	1	3
135	что такое	1	3
136	ее в	2	3
137	это и	1	3
138	и есть	1	3
139	в виде	1	3
140	а на	1	3
141	как же	1	3
142	из членов	1	3
143	но для	3	3
144	и у	1	3
145	вопроса о	4	3
146	героя и	2	3
147	совсем не	1	3
148	если бы	2	3
149	мы должны	6	3
150	и тем	2	3
151	не в	3	3
