N	4gram	Voloshinov	Komedia
1	в то же время	6	16
2	бы то ни было	2	7
3	в том что он	2	4
4	ни в чем не	4	3
5	один и тот же	3	3
6	до сих пор не	1	3
7	в том что в	1	2
8	и в то же	1	2
9	мы имеем в виду	1	2
10	можно сделать вывод что	1	2
11	в самом деле можно	1	1
12	какую бы то ни	1	1
13	необходимо вкратце остановиться на	1	1
14	если бы он не	1	1
15	друг с другом и	1	1
16	не что иное как	1	1
17	ни в коем случае	1	1
18	если бы он был	1	1
19	и в голову не	1	1
20	мы можем сказать что	5	1
21	сказать несколько слов о	1	1
22	в зависимости от того	2	1
23	в то время когда	1	1
24	которую можно было бы	1	1
25	в собственном смысле слова	1	1
26	впечатление которое производит на	1	1
27	много лет тому назад	1	1
28	как мы уже знаем	1	1
29	же что и в	1	1
30	от начала до конца	1	1
31	и не нуждается в	1	1
32	его в том что	1	1
33	не следует упускать из	1	1
34	тот же что и	1	1
35	ответ на это дает	1	1
36	во всяком случае в	1	1
37	в том что она	2	1
38	по отношению ко всем	1	1
