N	3gram	Voloshinov	KulturaY
1	с точки зрения	2	36
2	в том что	4	33
3	в самом деле	1	29
4	можно было бы	1	25
5	тем не менее	3	19
6	во всяком случае	1	19
7	с другой стороны	2	17
8	в зависимости от	2	16
9	до сих пор	3	14
10	по отношению к	11	13
11	по крайней мере	1	13
12	не может быть	7	11
13	в этом отношении	1	11
14	в этом смысле	1	10
15	о том что	1	10
16	на самом деле	2	8
17	в свою очередь	1	7
18	с одной стороны	2	7
19	к тому же	1	6
20	то же время	1	6
21	этой точки зрения	3	6
22	в то же	1	6
23	более или менее	1	5
24	в данном случае	2	5
25	и в этом	1	5
26	но все же	1	5
27	в конечном счете	1	4
28	сам по себе	1	4
29	к вопросу о	1	4
30	в том и	1	4
31	только то что	1	4
32	зависимости от того	1	4
33	так же как	1	4
34	и тогда когда	1	3
35	совершенно ясно что	1	3
36	тех или иных	1	3
37	сама по себе	1	3
38	ни в какой	1	3
39	мы увидим что	1	3
40	в виду не	1	3
41	и не в	3	3
42	в настоящее время	2	3
43	в то время	1	3
44	уже не может	1	3
45	в противном случае	1	3
46	в лучшем случае	1	3
47	тогда когда он	1	3
48	речи так как	1	2
49	свое выражение в	1	2
50	и прежде всего	1	2
51	того чтобы не	1	2
52	самом деле в	1	2
53	по себе не	1	2
54	и тот же	1	2
55	и то же	2	2
56	может быть только	1	2
57	сами по себе	1	2
58	формы и содержания	2	2
59	как например в	1	2
60	ничего общего с	1	2
61	это на примере	1	2
62	между тем как	1	2
63	но для этого	1	2
64	в двух направлениях	1	2
65	бы то ни	3	2
66	не должно быть	1	2
67	и тем же	1	2
68	один и тот	1	2
69	можно сказать что	5	2
70	то что мы	1	2
71	что мы имеем	1	2
72	одним и тем	1	2
73	с первого же	1	2
74	мы имеем в	1	2
75	точки зрения как	1	2
76	ровно ничего не	1	2
77	хотя и здесь	1	2
78	если бы не	1	2
79	может быть и	3	2
80	в плоть и	1	1
81	лингвистической точки зрения	1	1
82	отношению к которому	1	1
83	в каком отношении	2	1
84	как одно из	1	1
85	ясно что слово	1	1
86	от того кто	1	1
87	имеет в виду	3	1
88	формы но не	1	1
89	форма должна быть	2	1
90	он имеет в	1	1
91	первого же взгляда	1	1
92	от того в	1	1
93	строгой зависимости от	1	1
94	еще не исчерпывает	1	1
95	в литературе и	1	1
96	отнюдь не является	1	1
97	следует ли из	1	1
98	слова и не	1	1
99	плоть и кровь	1	1
100	да и вообще	2	1
101	однако он не	1	1
102	с другими формами	1	1
103	характер и становится	1	1
104	в коем случае	1	1
105	и независимо от	1	1
106	написанного или напечатанного	1	1
107	здесь же мы	1	1
108	бы не было	1	1
109	как и слово	1	1
110	степени зависит от	1	1
111	и грамматических форм	1	1
112	но и вся	1	1
113	точек зрения и	1	1
114	для этого нам	1	1
115	все более и	1	1
116	ни в коем	1	1
117	по аналогии с	1	1
118	грамматических форм которые	1	1
119	том что в	1	1
120	конечно не может	2	1
121	прежде всего тем	1	1
122	они как бы	1	1
123	то ни было	3	1
124	то же самое	2	1
125	таким образом не	1	1
126	но все это	1	1
127	ясно что не	1	1
128	в значительной степени	1	1
129	ту же социальную	1	1
130	берет на себя	1	1
131	и не может	3	1
132	мы видели в	1	1
133	бьют мимо цели	1	1
134	особенно важное значение	1	1
135	находит свое выражение	2	1
136	в строгой зависимости	1	1
137	но прежде всего	1	1
138	так как если	4	1
139	но и в	1	1
140	и для других	2	1
141	на это мы	1	1
142	но это же	1	1
143	позицию по отношению	1	1
144	теперь когда мы	1	1
145	и с другой	1	1
146	сказать то что	1	1
147	имеем в виду	2	1
148	еще раз подчеркнуть	1	1
149	в такой степени	1	1
150	и в поэзии	1	1
151	следует отметить что	1	1
152	как и в	1	1
153	какой бы то	1	1
154	иной точки зрения	1	1
155	но есть в	1	1
156	более и более	1	1
157	коем случае нельзя	1	1
158	то время как	1	1
159	так как будто	1	1
160	самом деле это	1	1
161	и здесь мы	1	1
162	и в частности	1	1
163	дело в том	4	1
164	таким образом к	1	1
165	одно и то	2	1
166	как на самом	1	1
167	к слову в	1	1
168	с самого начала	1	1
169	убедиться в этом	1	1
170	они ни были	1	1
171	в ней еще	1	1
172	раз подчеркнуть что	1	1
173	же важна здесь	1	1
174	то что я	1	1
175	не должна быть	1	1
176	которая находит свое	1	1
177	как уже сказано	1	1
178	связь слова с	1	1
179	это прежде всего	1	1
180	далеко не всегда	1	1
