N	2gram	Losev_Dial	StatiiOP
1	и в	34	103
2	в том	17	89
3	том что	18	77
4	в этом	14	76
5	что в	12	74
6	не только	35	60
7	и т	41	51
8	о том	11	47
9	но и	14	46
10	то что	25	44
11	что он	18	42
12	в его	6	42
13	и не	50	41
14	может быть	30	38
15	т е	72	33
16	было бы	13	32
17	т д	38	32
18	в этой	3	31
19	вовсе не	18	31
20	тем что	5	29
21	все это	13	29
22	таким образом	14	28
23	а в	3	27
24	а не	39	27
25	но в	3	26
26	что это	20	25
27	так и	11	25
28	этом отношении	2	24
29	и его	8	24
30	все же	4	23
31	точки зрения	43	23
32	не в	11	23
33	так что	11	23
34	потому что	21	23
35	для того	4	22
36	в которой	1	22
37	как в	2	22
38	того что	22	22
39	прежде всего	20	22
40	у нас	7	22
41	и пр	16	21
42	того чтобы	1	21
43	до сих	1	20
44	это не	13	20
45	в своей	4	19
46	г в	1	19
47	сих пор	1	19
48	т п	1	19
49	в то	9	19
50	только в	10	19
51	в котором	2	18
52	с другой	5	18
53	он не	8	18
54	но также	1	18
55	об этом	8	18
56	не может	29	18
57	в самом	9	17
58	как на	6	17
59	самом деле	7	17
60	как бы	19	17
61	в данном	6	17
62	в этих	3	16
63	с этим	4	16
64	сказать что	7	16
65	если бы	10	16
66	в ней	4	16
67	другой стороны	4	15
68	с тем	4	15
69	как и	14	15
70	из этих	5	15
71	у него	2	15
72	я не	11	15
73	и на	6	15
74	например в	3	15
75	в отношении	1	15
76	как раз	11	15
77	для него	4	15
78	также и	6	15
79	то же	9	14
80	но все	1	14
81	к тому	4	14
82	я думаю	2	14
83	с точки	25	14
84	и что	21	14
85	была бы	5	14
86	в течение	4	14
87	именно в	5	13
88	во всяком	5	13
89	в своем	7	13
90	из них	4	13
91	в качестве	1	13
92	в конце	2	13
93	в нем	7	13
94	вместе с	3	13
95	со стороны	5	13
96	всяком случае	3	13
97	но это	10	13
98	жизни и	8	13
99	тому что	5	13
100	в своих	3	12
101	не менее	11	12
102	хотя бы	9	12
103	что у	2	12
104	обстоятельство что	1	12
105	ни в	20	12
106	как например	2	12
107	так как	12	12
108	что они	2	12
109	в них	6	11
110	никогда не	9	11
111	не было	6	11
112	ясно что	16	11
113	и с	10	11
114	и по	2	11
115	того как	2	11
116	вопрос о	9	11
117	все эти	4	11
118	это было	5	11
119	то обстоятельство	1	11
120	на то	5	11
121	на эти	1	10
122	думаю что	1	10
123	кроме того	8	10
124	в виду	12	10
125	связь с	1	10
126	речь идет	1	10
127	так же	7	10
128	что такое	25	10
129	что и	8	10
130	но он	3	10
131	во всех	2	10
132	а как	2	10
133	в каком	9	10
134	в истории	7	10
135	же время	5	10
136	ничего не	29	10
137	на вопрос	1	10
138	на самом	2	10
139	но не	3	10
140	в частности	3	10
141	и к	5	9
142	с этой	7	9
143	говорит о	5	9
144	можно сказать	5	9
145	он был	1	9
146	в одном	3	9
147	внимание на	1	9
148	несмотря на	2	9
149	его жизни	1	9
150	и это	12	9
151	в чем	11	9
152	и тем	3	9
153	что эта	2	9
154	во время	1	9
155	не является	1	9
156	что же	12	9
157	и для	5	9
158	для нас	2	9
159	что мы	10	9
160	там где	1	9
161	место в	2	9
162	но ведь	2	8
163	и об	2	8
164	в результате	7	8
165	и даже	21	8
166	по его	2	8
167	к которому	1	8
168	что она	13	8
169	к этому	3	8
170	связи с	3	8
171	могут быть	5	8
172	в общем	1	8
173	заключается в	3	8
174	в которых	1	8
175	не имеет	18	8
176	тем не	10	8
177	совершенно не	6	8
178	и более	1	8
179	мы имеем	3	8
180	при помощи	6	8
181	той же	6	8
182	в их	2	8
183	дело не	2	8
184	отношение к	1	8
185	и о	9	8
186	такой же	1	8
187	и очень	1	7
188	о чем	2	7
189	по себе	31	7
190	представление о	3	7
191	отличается от	9	7
192	в это	4	7
193	уже о	7	7
194	не мог	3	7
195	точка зрения	5	7
196	не просто	20	7
197	гораздо более	1	7
198	на почве	1	7
199	в ее	5	7
200	при чем	1	7
201	что все	16	7
202	как это	8	7
203	что для	5	7
204	из этого	3	7
205	во втором	1	7
206	то в	5	7
207	и то	7	7
208	нет никакого	10	7
209	то время	6	7
210	можно назвать	3	7
211	том как	2	7
212	еще не	7	7
213	очень мало	2	7
214	еще и	2	7
215	что здесь	3	7
216	одной из	3	7
217	на этот	1	7
218	данном случае	3	7
219	мы находим	5	7
220	в виде	11	7
221	но с	1	7
222	что этот	3	7
223	говорит об	1	7
224	тем более	5	7
225	с самого	1	7
226	конце концов	1	7
227	факт что	1	7
228	вплоть до	2	7
229	случае в	1	6
230	же и	2	6
231	на его	1	6
232	в некоторых	3	6
233	одно из	8	6
234	вот что	1	6
235	и сам	1	6
236	в жизни	4	6
237	говорить о	13	6
238	несколько примеров	1	6
239	даже в	1	6
240	ни одного	2	6
241	крайней мере	10	6
242	к нему	4	6
243	только не	10	6
244	том отношении	1	6
245	время как	6	6
246	же как	4	6
247	одном из	1	6
248	должно было	1	6
249	о которых	1	6
250	в устах	1	6
251	этом смысле	1	6
252	этот вопрос	1	6
253	его как	6	6
254	в себе	8	6
255	в особенности	9	6
256	и здесь	3	6
257	из которых	4	6
258	и все	17	6
259	том смысле	1	6
260	в известном	1	6
261	по крайней	10	6
262	идет о	1	6
263	и во	3	6
264	что я	3	6
265	говорил что	2	6
266	с его	7	6
267	что с	2	6
268	мы не	11	6
269	и за	1	6
270	ни на	5	6
271	независимо от	3	6
272	по существу	2	6
273	но я	2	6
274	и я	3	6
275	в новом	1	6
276	должен быть	1	6
277	при его	3	6
278	в одной	4	6
279	и вообще	7	6
280	этих двух	1	6
281	еще до	1	6
282	за то	1	6
283	его не	3	6
284	что на	3	6
285	нас не	1	5
286	при этом	7	5
287	как говорит	1	5
288	не как	1	5
289	в духе	1	5
290	целый ряд	3	5
291	давно уже	1	5
292	уже не	9	5
293	то это	9	5
294	одной стороны	3	5
295	во многих	1	5
296	но они	3	5
297	конечно не	6	5
298	можно ли	6	5
299	самого начала	1	5
300	и далее	1	5
301	без всякого	2	5
302	в основу	1	5
303	что именно	10	5
304	что эти	1	5
305	с одной	4	5
306	хотя и	9	5
307	похоже на	1	5
308	его в	2	5
309	не о	6	5
310	на себя	3	5
311	что не	8	5
312	даже не	8	5
313	в сторону	1	5
314	если не	3	5
315	не приходится	2	5
316	в москве	1	5
317	она была	3	5
318	возможно что	1	5
319	или иного	3	5
320	всех этих	3	5
321	не так	1	5
322	утверждать что	6	5
323	и который	1	5
324	должна быть	11	5
325	для себя	2	5
326	из таких	1	5
327	не на	7	5
328	за что	1	5
329	оно не	7	5
330	что ему	1	5
331	конечно и	2	5
332	судить по	1	5
333	в слове	3	5
334	никто не	4	5
335	не знали	1	5
336	ни с	4	5
337	думать что	3	5
338	свое время	1	5
339	и если	5	5
340	не могло	1	5
341	отношении к	1	5
342	не потому	2	5
343	нет и	5	5
344	том же	1	5
345	ее в	3	5
346	но если	11	5
347	точку зрения	1	5
348	в свое	1	5
349	это и	12	5
350	такое же	1	5
351	в сущности	10	5
352	а то	2	5
353	на тему	1	5
354	вообще не	3	5
355	нас к	2	5
356	во многом	1	5
357	и потому	6	5
358	того или	6	5
359	и только	6	5
360	тот факт	1	5
361	как он	4	5
362	к ней	1	5
363	как будто	3	5
364	что было	2	4
365	находим в	1	4
366	все что	3	4
367	тему о	1	4
368	только что	7	4
369	в применении	1	4
370	и без	4	4
371	в первом	2	4
372	из двух	4	4
373	а именно	7	4
374	что ни	1	4
375	свою собственную	2	4
376	не имели	1	4
377	казалось бы	1	4
378	не существует	10	4
379	не могли	1	4
380	применении к	1	4
381	не всегда	3	4
382	на него	1	4
383	эти вопросы	1	4
384	или иным	1	4
385	всего в	2	4
386	мы видим	4	4
387	и он	3	4
388	и эти	2	4
389	тому же	2	4
390	будто бы	1	4
391	во внимание	5	4
392	очевидно что	1	4
393	в таком	15	4
394	в связи	3	4
395	и именно	1	4
396	одна из	4	4
397	на этом	3	4
398	не могут	6	4
399	в свете	3	4
400	в смысле	4	4
401	и у	3	4
402	что как	1	4
403	но как	3	4
404	очень часто	1	4
405	должны быть	7	4
406	иметь в	3	4
407	у которого	1	4
408	вопрос в	2	4
409	отношении что	1	4
410	общего с	1	4
411	эпохи в	1	4
412	показывает что	4	4
413	за пределы	3	4
414	а потому	1	4
415	я уже	9	4
416	то есть	1	4
417	известно что	4	4
418	не зная	2	4
419	это есть	19	4
420	и вполне	1	4
421	так или	2	4
422	сами по	3	4
423	они не	3	4
424	в романе	1	4
425	в процессе	2	4
426	как о	6	4
427	это время	1	4
428	и так	2	4
429	от его	2	4
430	да и	4	4
431	по своей	1	4
432	нет в	1	4
433	ничего общего	2	4
434	все они	1	4
435	бы и	2	4
436	в основе	6	4
437	совпадает с	2	4
438	связана с	1	4
439	быть не	3	4
440	и тогда	6	4
441	тех пор	3	4
442	говорят что	3	4
443	не знает	4	4
444	не для	1	4
445	в образе	1	4
446	с нею	1	4
447	этого термина	1	4
448	что оно	9	4
449	нет ни	5	4
450	история для	1	4
451	бы на	1	4
452	или в	4	4
453	или иначе	2	4
454	случае не	4	4
455	есть в	4	4
456	этого вопроса	1	4
457	в такой	1	4
458	нисколько не	4	4
459	в каждой	1	4
460	бы совершенно	1	4
461	мере в	3	4
462	в стиле	1	4
463	чем в	2	4
464	значит что	29	4
465	е в	4	4
466	и их	1	4
467	тем или	3	4
468	что его	5	4
469	как мы	4	4
470	же можно	2	4
471	вы знаете	3	4
472	же это	4	4
