N	3gram	Bakhtin_Fr	Tvorches
1	в то же	14	25
2	то же время	14	24
3	в том что	8	11
4	в соответствии с	1	8
5	о том что	5	8
6	и в то	3	7
7	в конечном счете	1	6
8	не может быть	4	6
9	но в то	6	6
10	в самом деле	2	5
11	в том же	1	5
12	по отношению к	1	5
13	до сих пор	3	4
14	с точки зрения	5	4
15	в одной из	2	4
16	дело в том	4	4
17	в первой части	3	4
18	с самого начала	3	4
19	это прежде всего	1	4
20	это как бы	1	3
21	том что в	1	3
22	в отличие от	3	3
23	в известной мере	5	3
24	в ту эпоху	2	3
25	в лице ее	1	3
26	как и в	1	3
27	с другой стороны	2	3
28	хотя и не	1	3
29	и не может	1	3
30	является одним из	2	3
31	в году в	1	3
32	что он не	1	2
33	бы он ни	1	2
34	он еще не	1	2
35	в данном случае	4	2
36	для того чтобы	8	2
37	в том числе	6	2
38	тем не менее	1	2
39	так и в	1	2
40	и в конце	1	2
41	в этом плане	1	2
42	в конце концов	1	2
43	потому что он	3	2
44	одной из форм	1	2
45	в этой области	1	2
46	том числе и	3	2
47	и в самом	1	2
48	а потому что	1	2
49	к тому же	3	2
50	при этом он	1	2
51	так как он	1	2
52	таким образом и	2	2
53	но это не	1	2
54	в связи с	5	2
55	в свою очередь	1	2
56	вместе с тем	2	2
57	не только для	2	2
58	же время он	1	2
59	только то что	1	2
60	и в ряде	1	2
61	можно сказать что	4	2
62	в его творчестве	1	2
63	на этот вопрос	1	2
64	и та же	1	2
65	все же не	1	2
66	на самом деле	4	2
67	именно в этом	1	2
68	мы находим у	1	2
69	так же как	4	2
70	не только в	1	2
71	и что в	1	2
72	мы уже говорили	7	2
73	нет и не	1	2
74	в литературе в	1	1
75	и к этому	1	1
76	мы узнаем в	1	1
77	и как бы	2	1
78	том что это	1	1
79	в противоречии с	1	1
80	в образы и	1	1
81	мы не находим	1	1
82	мы все время	1	1
83	и когда она	1	1
84	о том как	2	1
85	уже более не	1	1
86	даже в его	1	1
87	здесь нет ни	1	1
88	он вовсе не	1	1
89	в ту же	1	1
90	мы слышим здесь	1	1
91	ту же самую	1	1
92	целый ряд других	1	1
93	то что не	1	1
94	но нас интересует	1	1
95	он не может	1	1
96	так и от	1	1
97	в каждом из	1	1
98	так например в	1	1
99	соответствии с этим	1	1
100	но на этот	1	1
101	говорить о том	1	1
102	воплощенной в образе	1	1
103	оно никогда не	1	1
104	и если бы	1	1
105	потому что в	1	1
106	именно потому что	1	1
107	ничего общего с	1	1
108	ее и не	1	1
109	другом месте в	1	1
110	он ни был	1	1
111	это не просто	1	1
112	то есть о	2	1
113	и прежде всего	4	1
114	в чем не	1	1
115	в разные стороны	1	1
116	говорили о том	1	1
117	а с другой	1	1
118	и в других	1	1
119	одновременно и как	1	1
120	и того же	1	1
121	нужно сказать что	4	1
122	в беседе с	1	1
123	то же самое	3	1
124	но в его	1	1
125	имеет у него	1	1
126	по этому поводу	1	1
127	это все же	1	1
128	прежде всего его	2	1
129	в стороне от	1	1
130	на самом же	4	1
131	для всего мира	1	1
132	в нем нет	1	1
133	там нет и	1	1
134	не случайно оно	1	1
135	сих пор еще	2	1
136	на первый взгляд	1	1
137	большую роль в	1	1
138	имела большой успех	1	1
139	в античной литературе	1	1
140	со смертью и	1	1
141	неразрывно связана с	1	1
142	на другой день	1	1
143	той или иной	1	1
144	их неразрывном единстве	1	1
145	между человеком и	2	1
146	это вовсе не	1	1
147	самом же деле	4	1
148	и только в	1	1
149	он хочет быть	1	1
150	на мир и	1	1
151	но и в	3	1
152	и вот в	1	1
153	может быть ни	1	1
154	между реальностью и	1	1
155	в чем же	3	1
156	не мог не	1	1
157	это своего рода	2	1
158	в их неразрывном	1	1
159	в эту минуту	1	1
160	со всеми его	2	1
161	в мировой литературе	2	1
162	в другом месте	3	1
163	и вовсе не	3	1
164	это связано с	1	1
165	в своей книге	1	1
166	то что в	1	1
167	его а не	1	1
168	и не в	2	1
169	в г в	1	1
170	с одной стороны	2	1
171	например в романе	1	1
172	и даже в	2	1
173	да и в	1	1
174	в то время	3	1
175	таким образом в	3	1
176	все это в	1	1
177	не столько на	1	1
178	но все это	1	1
179	в этой картине	1	1
180	же время боится	1	1
181	не что иное	1	1
182	чем у нас	1	1
183	далеко не все	2	1
184	в отрыве от	2	1
185	можно было бы	2	1
186	уже говорили что	1	1
187	в конце жизни	2	1
188	мир в котором	1	1
189	одним из древнейших	1	1
190	еще не существовало	1	1
191	же как и	2	1
192	этот момент как	1	1
193	один из самых	1	1
194	одного и того	1	1
195	одна и та	1	1
196	в романе не	1	1
197	себя в отрыве	1	1
198	что иное как	1	1
199	и до конца	1	1
200	не только внешний	1	1
201	это и есть	2	1
202	в виду что	1	1
203	ни в чем	1	1
204	того факта что	1	1
205	мы не можем	1	1
206	быть самим собой	2	1
207	если бы он	1	1
208	потому что они	1	1
209	начала и до	1	1
