N	2gram	Bakhtin_Fr	VeschiIm
1	не есть	1	79
2	и не	34	57
3	не только	24	48
4	то что	7	48
5	не может	9	46
6	и в	105	45
7	может быть	11	39
8	а не	1	37
9	это значит	1	30
10	потому что	6	25
11	не просто	3	24
12	было бы	4	24
13	только в	16	23
14	по себе	1	23
15	в себе	7	23
16	сказать что	12	22
17	в смысле	2	22
18	как бы	33	20
19	что такое	1	20
20	и следовательно	3	20
21	с нею	2	19
22	но и	20	19
23	и ее	1	19
24	в этом	22	18
25	все же	10	18
26	есть только	3	18
27	так как	11	17
28	что мы	2	17
29	прежде всего	26	17
30	и это	3	17
31	есть не	1	17
32	таким образом	5	16
33	того что	3	16
34	как раз	3	16
35	от всего	3	15
36	как и	15	15
37	уже не	3	15
38	в том	17	15
39	в ней	7	15
40	но это	5	14
41	сущности и	1	14
42	не в	4	14
43	в самом	7	13
44	том что	9	13
45	и больше	1	13
46	есть и	2	13
47	и для	3	13
48	а и	2	13
49	это и	3	13
50	в себя	9	13
51	что в	4	12
52	и с	8	12
53	то же	6	12
54	и даже	10	12
55	о том	5	12
56	еще не	8	12
57	точки зрения	10	12
58	ничего не	3	12
59	что они	2	12
60	совершенно не	5	12
61	что и	2	12
62	и как	2	12
63	смысл и	1	12
64	и их	3	11
65	содержит в	2	11
66	не менее	2	11
67	и пр	5	11
68	еще и	6	11
69	ни в	1	11
70	что не	3	11
71	вовсе не	25	11
72	также и	3	11
73	в то	5	11
74	и только	1	11
75	в чем	2	10
76	ясно что	1	10
77	вещь не	1	10
78	с ее	3	10
79	есть ли	1	10
80	с ним	6	9
81	в результате	1	9
82	со стороны	1	9
83	то и	1	9
84	хотя бы	2	9
85	говорить о	1	9
86	в своем	11	9
87	ни с	3	9
88	сущность и	1	9
89	это не	4	9
90	у нас	1	9
91	бы в	2	9
92	если оно	1	9
93	она не	2	9
94	другими словами	2	9
95	так что	1	9
96	но не	7	9
97	на то	2	9
98	и его	24	9
99	как с	1	8
100	должна быть	1	8
101	это есть	1	8
102	если бы	1	8
103	смысла и	2	8
104	с тем	1	8
105	что он	5	8
106	себя и	2	8
107	отличается от	1	8
108	в свете	3	8
109	по сравнению	2	8
110	но в	16	8
111	мы не	1	8
112	мы имеем	1	8
113	для него	12	8
114	в ее	5	8
115	все это	16	8
116	со своим	1	8
117	в отношении	7	8
118	его в	7	8
119	только и	1	8
120	и потому	14	8
121	с другой	3	8
122	можно сказать	4	8
123	и сущность	1	8
124	с этой	1	7
125	в сущности	20	7
126	оно не	2	7
127	самом деле	3	7
128	все эти	15	7
129	тем что	5	7
130	сравнению с	2	7
131	ни на	3	7
132	относится к	4	7
133	слова и	1	7
134	с самой	1	7
135	не потому	1	7
136	можно ли	1	7
137	без всякого	3	7
138	вообще не	1	7
139	я не	1	7
140	есть именно	2	7
141	от того	2	7
142	а в	4	7
143	из них	7	7
144	необходимо чтобы	1	7
145	можно только	5	7
146	в той	5	6
147	с полной	3	6
148	для себя	1	6
149	в разных	2	6
150	их в	3	6
151	в своей	8	6
152	в одном	8	6
153	и до	6	6
154	как я	1	6
155	момент в	1	6
156	одна из	5	6
157	от ее	1	6
158	для всякого	1	6
159	несмотря на	5	6
160	с точки	6	6
161	имени в	2	6
162	как же	1	6
163	дело в	2	6
164	быть только	3	6
165	между ними	4	6
166	и вещи	2	6
167	если я	1	6
168	в нем	16	6
169	и вообще	5	6
170	можно было	4	6
171	этот вопрос	2	6
172	как мы	12	6
173	жизни и	14	6
174	тех или	1	6
175	независимо от	1	6
176	ведь и	1	6
177	и все	7	6
178	никогда не	11	6
179	даже больше	1	6
180	все что	2	5
181	как это	1	5
182	в настоящем	1	5
183	один из	5	5
184	и здесь	4	5
185	даже и	5	5
186	со всем	1	5
187	как к	3	5
188	мысли и	4	5
189	подобно тому	2	5
190	в жизни	7	5
191	как о	1	5
192	вместе с	1	5
193	да и	5	5
194	себе в	2	5
195	чем же	1	5
196	и если	1	5
197	и когда	1	5
198	и имени	1	5
199	нет и	2	5
200	точка зрения	3	5
201	того же	1	5
202	только не	1	5
203	во всех	13	5
204	мы видим	2	5
205	в его	24	5
206	хотя и	4	5
207	а это	1	5
208	мы находим	4	5
