N	2gram	Bakhtin_Fr	Analitik
1	не только	23	71
2	и в	67	66
3	в качестве	5	61
4	но и	23	57
5	в том	16	52
6	может быть	4	52
7	в этом	27	51
8	в частности	4	51
9	как и	19	50
10	и не	23	48
11	а не	6	42
12	при этом	5	40
13	том что	13	40
14	то есть	49	35
15	так и	14	35
16	в мире	1	31
17	своего рода	7	30
18	как бы	18	29
19	не может	9	29
20	а в	4	28
21	в его	17	27
22	и его	19	27
23	не в	8	26
24	но не	6	26
25	в себе	3	24
26	не случайно	3	24
27	что в	14	22
28	и даже	6	22
29	к тому	4	22
30	в этой	13	22
31	лишь в	3	21
32	о том	8	20
33	и т.п	31	20
34	в самом	7	19
35	то же	18	19
36	в своей	6	19
37	по отношению	1	19
38	с его	11	19
39	но в	20	19
40	в данном	4	18
41	в то	17	18
42	отношению к	1	18
43	с другой	3	17
44	только в	6	17
45	или иной	1	17
46	в целом	2	17
47	что и	8	16
48	могут быть	1	16
49	то что	9	16
50	в пределах	2	16
51	и на	12	15
52	между тем	3	15
53	уже не	1	15
54	прежде всего	19	15
55	в сущности	13	15
56	в их	4	15
57	в рамках	1	15
58	не менее	4	14
59	того же	6	14
60	себя в	1	14
61	в себя	6	14
62	той или	1	14
63	же время	14	14
64	в отличие	3	14
65	данном случае	4	14
66	столь же	1	14
67	отличие от	3	14
68	далеко не	6	14
69	точки зрения	7	13
70	тому же	5	13
71	он не	9	13
72	этого слова	1	13
73	ничего не	5	13
74	как раз	5	13
75	для него	4	13
76	а также	4	13
77	в начале	2	13
78	и к	7	12
79	и сам	2	12
80	никогда не	6	12
81	как это	5	12
82	в первой	5	12
83	как в	4	12
84	еще не	5	12
85	в эпизоде	11	12
86	в конечном	1	12
87	есть не	1	12
88	в той	2	11
89	даже в	5	11
90	конечном счете	1	11
91	в свою	1	11
92	той же	6	11
93	это не	5	11
94	можно сказать	4	11
95	и как	7	11
96	во второй	3	11
97	нуждается в	3	11
98	именно в	5	10
99	все же	7	10
100	с одной	2	10
101	в произведении	1	10
102	в конце	12	10
103	было бы	5	10
104	подобно тому	2	10
105	и одновременно	5	10
106	отношения к	1	10
107	здесь не	7	10
108	особенно в	4	10
109	один из	6	10
110	говорить о	5	9
111	говорит о	1	9
112	не столько	5	9
113	в результате	5	9
114	другой стороны	2	9
115	на фоне	4	9
116	и того	1	9
117	одной стороны	2	9
118	свою очередь	1	9
119	в своем	13	9
120	по поводу	5	9
121	таким образом	20	9
122	во всех	20	9
123	за пределы	4	9
124	вместе с	5	9
125	тому как	2	9
126	того что	4	9
127	о чем	5	8
128	в игре	3	8
129	роль в	5	8
130	между двумя	1	8
131	одной из	6	8
132	в сторону	2	8
133	как известно	2	8
134	о его	1	8
135	с ним	6	8
136	если бы	2	8
137	и все	18	8
138	что он	7	8
139	перед нами	6	8
140	в основе	6	8
141	с точки	5	8
142	хотя и	6	8
143	этом отношении	7	8
144	времени и	4	8
145	дело не	1	8
146	целого в	1	8
147	он и	6	8
148	в ходе	1	8
149	в году	6	7
150	во всяком	1	7
151	в другом	4	7
152	времени в	2	7
153	в одном	7	7
154	как мы	16	7
155	в нашем	3	7
156	одна из	1	7
157	не мог	8	7
158	по природе	1	7
159	по преимуществу	2	7
160	несмотря на	3	7
161	в ее	2	7
162	у него	4	7
163	в таком	2	7
164	природе своей	1	7
165	в свое	1	7
166	и является	1	7
167	приводит к	1	7
168	притча о	1	7
169	в глазах	1	7
170	в соответствии	1	7
171	и для	4	7
172	жизни но	1	7
173	в литературе	4	7
174	все это	15	7
175	со своим	1	7
176	в новом	3	7
177	на его	2	7
178	во времени	2	7
179	и т.д	2	7
180	себя и	2	7
181	место в	3	7
182	что иное	1	7
183	как будто	2	7
184	вплоть до	2	7
185	иное как	1	7
186	во всем	1	6
187	для всех	4	6
188	те же	1	6
189	или в	3	6
190	казалось бы	2	6
191	при всей	1	6
192	одного и	1	6
193	хотя бы	2	6
194	превращается в	5	6
195	не что	1	6
196	вовсе не	19	6
197	из них	5	6
198	то в	3	6
199	тем не	1	6
200	не знает	1	6
201	что не	4	6
202	напомним что	3	6
203	о себе	1	6
204	не будет	2	6
205	его как	4	6
206	в силу	1	6
207	в нем	20	6
208	он был	8	6
209	если в	3	6
210	на этом	7	6
211	из того	1	6
212	самим собой	2	6
213	роли в	1	6
214	и более	1	6
215	из этих	4	6
216	соответствии с	2	6
217	более чем	1	6
218	включая и	1	6
219	и то	2	6
220	уже в	1	6
221	есть в	5	6
222	по его	1	6
223	должен быть	2	6
224	его в	10	6
225	тем более	3	6
226	полной мере	1	6
227	в полной	1	6
228	что на	3	6
229	все что	3	5
230	которая в	2	5
231	не как	3	5
232	а затем	7	5
233	в состав	1	5
234	в них	12	5
235	в первом	3	5
236	тем что	3	5
237	в один	2	5
238	исходя из	1	5
239	в котором	3	5
240	для того	8	5
241	в эту	2	5
242	к этому	4	5
243	в организации	1	5
244	и он	4	5
245	проявляется в	1	5
246	с другими	3	5
247	к жизни	1	5
248	ни в	5	5
249	не о	1	5
250	и до	3	5
251	а всего	1	5
252	но как	1	5
253	а с	1	5
254	так что	1	5
255	главного героя	1	5
256	и по	3	5
257	и потому	1	5
258	с ее	7	5
