N	2gram	Voloshinov	StatiiOP
1	и в	32	103
2	в том	13	89
3	том что	12	77
4	в этом	27	76
5	что в	5	74
6	не только	18	60
7	о том	4	47
8	у пушкина	1	46
9	но и	17	46
10	то что	12	44
11	что он	5	42
12	в его	10	42
13	и не	42	41
14	может быть	50	38
15	было бы	8	32
16	в этой	3	31
17	вовсе не	15	31
18	тем что	3	29
19	все это	4	29
20	таким образом	29	28
21	а в	5	27
22	а не	15	27
23	но в	13	26
24	что это	3	25
25	так и	21	25
26	этом отношении	4	24
27	и его	33	24
28	все же	13	23
29	точки зрения	48	23
30	не в	13	23
31	так что	2	23
32	потому что	2	23
33	для того	8	22
34	в которой	4	22
35	как в	5	22
36	того что	5	22
37	прежде всего	19	22
38	у нас	4	22
39	в области	3	22
40	и пр	31	21
41	того чтобы	9	21
42	до сих	10	20
43	это не	5	20
44	в своей	5	19
45	сих пор	10	19
46	в то	7	19
47	только в	14	19
48	в котором	6	18
49	с другой	6	18
50	он не	5	18
51	не может	40	18
52	в самом	14	17
53	как на	2	17
54	между прочим	1	17
55	в русской	3	17
56	самом деле	18	17
57	в россии	1	17
58	как бы	31	17
59	в данном	8	17
60	в этих	2	16
61	с этим	6	16
62	сказать что	7	16
63	можно было	2	16
64	в статье	1	16
65	если бы	12	16
66	в ней	5	16
67	другой стороны	7	15
68	с тем	1	15
69	как и	19	15
70	из этих	3	15
71	у него	2	15
72	и на	8	15
73	например в	2	15
74	в отношении	7	15
75	как раз	5	15
76	для него	18	15
77	также и	1	15
78	то же	19	14
79	но все	4	14
80	так например	2	14
81	к тому	8	14
82	с точки	31	14
83	между тем	8	14
84	и что	2	14
85	была бы	1	14
86	в той	6	13
87	именно в	6	13
88	во всяком	8	13
89	в своем	3	13
90	из них	3	13
91	в качестве	4	13
92	а с	1	13
93	в конце	5	13
94	в нем	17	13
95	в языке	8	13
96	вместе с	2	13
97	со стороны	2	13
98	всяком случае	4	13
99	но это	1	13
100	дело в	1	13
101	жизни и	4	13
102	тому что	6	13
103	в своих	2	12
104	не менее	5	12
105	хотя бы	8	12
106	в первой	2	12
107	ни в	7	12
108	так как	5	12
109	что они	1	12
110	того времени	1	12
111	в другом	5	11
112	никогда не	7	11
113	не было	6	11
114	ясно что	6	11
115	и с	4	11
116	и по	1	11
117	того как	1	11
118	вопрос о	6	11
119	все эти	8	11
120	это было	2	11
121	на то	4	11
122	на эти	1	10
123	кроме того	7	10
124	не столько	5	10
125	в виду	2	10
126	связь с	4	10
127	речь идет	1	10
128	так же	10	10
129	отметить что	1	10
130	в целом	2	10
131	что такое	3	10
132	что и	5	10
133	xix века	4	10
134	это слово	1	10
135	но он	1	10
136	во всех	13	10
137	а как	7	10
138	в каком	6	10
139	в истории	5	10
140	же время	7	10
141	ничего не	9	10
142	ответ на	3	10
143	на самом	10	10
144	но не	2	10
145	в частности	2	10
146	в начале	7	10
147	и к	3	9
148	с этой	2	9
149	можно сказать	4	9
150	он был	2	9
151	в одном	2	9
152	внимание на	1	9
153	несмотря на	1	9
154	его жизни	2	9
155	и это	6	9
156	в чем	2	9
157	в каждом	8	9
158	и тем	4	9
159	что эта	1	9
160	во время	2	9
161	не является	11	9
162	такого рода	1	9
163	времени и	1	9
164	что же	5	9
165	и для	15	9
166	что мы	1	9
167	там где	4	9
168	место в	5	9
169	но ведь	4	8
170	в результате	9	8
171	и даже	4	8
172	в речи	1	8
173	связано с	3	8
174	еще более	1	8
175	к которому	1	8
176	что она	1	8
177	к этому	10	8
178	связи с	22	8
179	одним из	4	8
180	и др	3	8
181	могут быть	4	8
182	в общем	1	8
183	не имеет	6	8
184	тем не	3	8
185	совершенно не	6	8
186	и более	6	8
187	при помощи	1	8
188	той же	5	8
189	до конца	6	8
190	подчеркнуть что	1	8
191	в их	5	8
192	в какой	5	8
193	отношение к	1	8
194	с которыми	1	7
195	и очень	1	7
196	данном отношении	1	7
197	о чем	1	7
198	по себе	5	7
199	отличается от	1	7
200	в это	1	7
201	уже о	1	7
202	точка зрения	8	7
203	не просто	2	7
204	того же	11	7
205	гораздо более	1	7
206	на почве	14	7
207	в ее	9	7
208	что все	3	7
209	как это	2	7
210	что для	1	7
211	из этого	2	7
212	во втором	2	7
213	то в	3	7
214	и то	4	7
215	нет никакого	1	7
216	можно назвать	2	7
217	еще не	7	7
218	еще и	2	7
219	что здесь	1	7
220	одной из	5	7
221	на этот	3	7
222	связан с	1	7
223	уже в	3	7
224	в виде	1	7
225	тем более	3	7
226	не все	3	7
227	с самого	9	7
228	конце концов	3	7
229	лишь в	17	7
230	отношению к	9	7
231	же и	3	6
232	одно из	1	6
233	в жизни	2	6
234	говорить о	2	6
235	по отношению	10	6
236	ни одного	1	6
237	крайней мере	1	6
238	к нему	5	6
239	только не	1	6
240	отношения между	1	6
241	же как	2	6
242	должно было	2	6
243	о которых	1	6
244	в устах	4	6
245	этом смысле	2	6
