N	2gram	Bakhtin_sl	Myslijsy
1	потому что	2	182
2	то есть	46	142
3	и в	69	121
4	может быть	40	107
5	в том	7	103
6	то что	2	83
7	в слове	11	78
8	для нас	7	75
9	что в	3	73
10	и не	32	73
11	только в	9	72
12	не только	37	67
13	а не	29	67
14	таким образом	16	64
15	в языке	7	60
16	в этом	21	59
17	но и	37	59
18	том что	6	59
19	так как	7	59
20	то же	17	56
21	не в	14	54
22	если бы	1	53
23	в себе	3	53
24	по себе	4	52
25	не может	27	52
26	того что	4	47
27	в сознании	3	46
28	в душе	1	45
29	было бы	3	45
30	и проч	4	45
31	в нем	44	45
32	не есть	2	42
33	как и	8	42
34	так что	2	39
35	вместе с	3	39
36	что и	2	38
37	мы не	4	38
38	при этом	12	37
39	как в	18	37
40	так и	22	37
41	тогда когда	2	36
42	что мы	1	36
43	тем что	1	33
44	и что	2	32
45	по отношению	2	30
46	а в	10	30
47	что не	1	29
48	между тем	5	29
49	но не	7	29
50	вовсе не	16	28
51	мы можем	1	28
52	для него	8	28
53	есть только	1	28
54	с этим	5	27
55	что язык	2	27
56	могут быть	25	27
57	не было	4	26
58	независимо от	1	26
59	и т	56	26
60	то и	1	26
61	отношению к	2	26
62	языка и	18	25
63	этого слова	2	25
64	в то	17	24
65	как бы	16	23
66	того как	2	23
67	от того	1	23
68	а потому	1	22
69	что слово	1	22
70	с другой	8	22
71	но в	13	22
72	и потому	9	21
73	не менее	4	21
74	в одном	4	20
75	это не	8	20
76	в ней	7	20
77	мысли и	1	19
78	и как	3	19
79	но это	3	19
80	сказать что	4	19
81	с ним	12	19
82	того же	7	19
83	тем не	2	19
84	и то	2	19
85	из этих	3	19
86	о том	5	19
87	есть уже	1	19
88	должно быть	3	19
89	есть не	2	19
90	в самом	6	18
91	в таком	5	18
92	для того	2	18
93	не могут	7	18
94	бы не	1	18
95	в каком	1	18
96	еще не	9	18
97	точки зрения	24	17
98	крайней мере	1	17
99	со стороны	1	17
100	по крайней	1	17
101	слова и	21	17
102	что оно	4	17
103	уже в	2	17
104	в его	19	17
105	во всяком	9	17
106	слова в	19	17
107	не можем	1	17
108	и на	17	16
109	к тому	3	16
110	так же	2	16
111	в своем	9	16
112	в которой	4	16
113	а только	1	16
114	в них	11	16
115	или же	1	16
116	на то	2	16
117	в этих	8	15
118	уже не	5	15
119	только как	2	15
120	с одной	7	15
121	с другими	8	15
122	и тем	3	15
123	в нас	1	15
124	и по	3	15
125	что он	2	15
126	в свою	4	15
127	т д	7	15
128	прежде всего	14	15
129	все же	10	14
130	в одно	2	14
131	в котором	2	14
132	в действительности	1	14
133	свою очередь	3	14
134	то в	2	14
135	связи с	4	14
136	так сказать	11	14
137	во всех	25	14
138	столь же	2	14
139	бы ни	3	14
140	там где	10	14
141	и язык	3	14
142	в истории	6	14
143	мысли то	1	14
144	же время	15	14
145	и без	1	14
146	те же	3	13
147	например в	6	13
148	языка в	21	13
149	а между	2	13
150	как на	1	13
151	из них	3	13
152	что все	2	13
153	в смысле	7	13
154	т п	49	13
155	есть для	2	13
156	и все	9	13
157	образом в	4	13
158	и может	4	13
159	и его	45	13
160	поэтического произведения	1	12
161	от него	5	12
162	одно из	1	12
163	другой стороны	5	12
164	до сих	4	12
165	более или	5	12
166	никогда не	9	12
167	и при	2	12
168	хотя и	4	12
169	быть только	3	12
170	в чем	2	12
171	сих пор	4	12
172	в каждом	5	12
173	оно не	12	12
174	все остальные	1	12
175	всяком случае	7	12
176	язык не	5	12
177	себе представить	1	12
178	друг друга	3	12
179	что такое	1	12
180	все это	14	12
181	возможно только	1	12
182	внутреннюю форму	3	12
183	есть в	1	12
184	или менее	5	12
185	тем более	1	12
186	человека и	3	12
187	как мы	15	12
188	все что	1	11
189	и если	1	11
190	в первом	3	11
191	только для	1	11
192	из себя	3	11
193	только на	3	11
194	и это	1	11
195	к нему	7	11
196	в состоянии	1	11
197	души и	1	11
198	его в	7	11
199	и притом	1	11
200	речи и	4	11
201	мы видели	3	11
202	сами по	1	11
203	того чтобы	1	11
204	быть не	1	11
205	к ней	2	11
206	той же	3	11
207	с нею	1	11
208	со словом	4	11
209	что для	1	11
210	и вообще	2	11
211	к одному	1	11
212	и только	2	11
213	и их	6	11
214	же в	2	11
215	и с	10	10
216	хотя бы	6	10
217	одной стороны	7	10
218	одной и	1	10
219	находится в	1	10
220	представить себе	1	10
221	мы видим	2	10
222	что при	1	10
223	это слово	1	10
224	не от	1	10
225	и следовательно	8	10
226	что как	2	10
227	в других	4	10
228	бы в	1	10
229	если же	1	10
230	тем и	3	10
231	и от	5	10
232	и есть	2	10
233	бы быть	2	10
234	он не	5	10
235	то время	2	10
236	мы говорим	1	10
237	если мы	2	10
238	и для	7	10
239	образ и	1	10
240	слово в	18	10
241	слова есть	1	10
242	так в	2	10
243	между прочим	1	10
244	по которому	1	10
245	только по	1	10
246	тому что	2	10
247	и того	1	9
248	ко всем	1	9
249	и даже	11	9
250	на него	1	9
251	что она	1	9
252	на язык	2	9
253	зрения и	4	9
254	поэзии и	4	9
255	могли бы	2	9
256	в нее	3	9
257	одного и	1	9
258	один из	9	9
259	но оно	5	9
260	с точки	11	9
261	слова для	2	9
262	это было	2	9
263	не все	2	9
264	и других	5	9
265	далеко не	7	9
266	в целом	3	9
267	и о	3	9
268	можно сказать	2	9
269	языка с	2	9
270	язык в	9	9
271	таким же	1	9
272	во всем	3	8
273	которые не	1	8
274	бы невозможно	1	8
275	говорить о	2	8
276	не как	4	8
277	но все	2	8
278	мы называем	1	8
279	слова с	3	8
280	именно в	5	8
281	что по	1	8
282	в более	2	8
283	и слово	4	8
284	перестает быть	2	8
285	что они	2	8
286	только не	2	8
287	влияние на	3	8
288	смысле в	4	8
289	слово как	11	8
290	от них	1	8
291	одним словом	4	8
292	одно и	3	8
293	с ними	8	8
294	в которых	1	8
295	между ними	2	8
296	и той	2	8
297	не из	2	8
298	в самой	1	8
299	тот же	1	8
300	этом случае	4	8
301	то мы	1	8
302	на самом	2	8
303	слова не	5	8
304	все равно	1	8
305	или в	10	8
306	и более	3	8
307	словом и	9	8
308	на все	3	8
309	языке и	3	7
310	с этой	3	7
311	в разных	3	7
312	тем как	1	7
313	язык как	5	7
314	но что	1	7
315	на основании	1	7
316	связь с	2	7
317	все эти	15	7
318	слово может	3	7
319	в жизни	1	7
320	в собственном	2	7
321	но мы	2	7
322	в данном	5	7
323	даже и	4	7
324	не всегда	1	7
325	самого начала	1	7
326	языка как	10	7
327	для понимания	3	7
328	к этому	3	7
329	на котором	3	7
330	к языку	3	7
331	притом не	1	7
332	несмотря на	2	7
333	образ предмета	1	7
334	одном из	1	7
335	из одного	2	7
336	в эту	3	7
337	на себе	2	7
338	поэтическое произведение	1	7
339	но как	2	7
340	она не	8	7
341	не были	3	7
342	и тот	1	7
343	за пределы	6	7
344	могла бы	1	7
345	них не	2	7
346	а как	3	7
347	во втором	1	7
348	самое слово	2	7
349	за ним	1	7
350	его с	1	7
351	от нас	2	7
352	в другой	2	7
353	находятся в	1	7
354	говорящего и	3	7
355	для сознания	2	7
356	себя и	2	7
357	о котором	1	7
358	слове и	2	7
359	бы и	6	7
