N	2gram	Trubetskoy	TeoriaLi
1	в качестве	3	33
2	в мире	4	26
3	не только	9	24
4	и в	14	24
5	в частности	2	23
6	то есть	1	22
7	состоит в	2	22
8	может быть	9	22
9	при этом	5	20
10	в том	17	20
11	тогда как	2	18
12	и не	19	17
13	а в	5	15
14	но и	10	14
15	а не	2	14
16	так и	1	14
17	в себе	9	14
18	но не	4	13
19	в этом	17	12
20	сводится к	3	12
21	но в	2	12
22	в его	4	12
23	то же	11	12
24	том что	9	11
25	точки зрения	11	11
26	что в	4	10
27	по отношению	2	10
28	как это	1	10
29	лишь в	3	10
30	отношению к	1	10
31	только в	5	9
32	в данном	7	9
33	с другой	1	9
34	не в	4	9
35	в то	10	9
36	в своей	5	8
37	же время	10	8
38	как бы	4	8
39	по своей	1	8
40	не может	22	8
41	в самом	3	7
42	в принципе	1	7
43	не столько	1	7
44	или иной	5	7
45	в своем	6	7
46	себя в	4	7
47	место в	2	7
48	в области	2	7
49	в нем	5	7
50	в состав	1	6
51	более или	4	6
52	как и	4	6
53	не менее	1	6
54	приводит к	4	6
55	еще не	3	6
56	в основе	1	6
57	то что	13	6
58	со стороны	4	6
59	уже не	2	6
60	в ее	1	6
61	с другими	1	6
62	или менее	4	6
63	того или	2	6
64	тем самым	2	6
65	или иного	2	6
66	ни в	2	5
67	можно сказать	1	5
68	не является	1	5
69	того чтобы	8	5
70	для того	6	5
71	иначе говоря	1	5
72	на почве	2	5
73	данном случае	3	5
74	для него	6	5
75	того что	3	5
76	деятельности в	1	5
77	в себя	1	5
78	между тем	5	5
79	он не	5	5
80	и тем	2	5
81	и о	2	5
82	могут быть	1	5
83	не на	1	4
84	по пути	1	4
85	не следует	1	4
86	в этих	2	4
87	отношения к	2	4
88	что он	6	4
89	входит в	1	4
90	в другом	3	4
91	говорить о	3	4
92	отношении к	2	4
93	и т.д	4	4
94	к тому	7	4
95	этого слова	1	4
96	никогда не	5	4
97	– на	1	4
98	и того	1	4
99	это не	1	4
100	в их	4	4
101	его в	4	4
102	или даже	1	4
103	по своему	1	4
104	со своей	1	4
105	а только	1	4
106	– не	2	4
107	личности и	1	4
108	в свою	1	4
109	и что	2	4
110	самим собой	12	4
111	того же	1	4
112	одного и	1	4
113	в силу	2	4
114	с ее	1	4
115	и к	6	3
116	в таком	2	3
117	для себя	2	3
118	с этой	1	3
119	даже в	1	3
120	была бы	1	3
121	только не	1	3
122	однако при	1	3
123	если бы	6	3
124	все эти	2	3
125	именно в	3	3
126	в жизни	1	3
127	в порядке	2	3
128	к его	1	3
129	их в	2	3
130	роль в	1	3
131	тем не	1	3
132	культуры в	3	3
133	следует подчеркнуть	1	3
134	перед нами	1	3
135	свою очередь	1	3
136	между собой	5	3
137	потому что	5	3
138	или иных	1	3
139	известной степени	1	3
140	мог бы	1	3
141	это отношение	1	3
142	и внешней	1	3
143	понятие о	1	3
144	из этих	3	3
145	и для	6	3
146	таким образом	11	3
147	и то	4	3
148	человека к	1	3
149	в единое	2	3
150	и вот	2	3
151	том числе	1	3
152	и потому	3	3
153	с точки	9	3
154	ни к	7	3
155	к которому	1	3
156	прежде всего	8	3
157	а на	1	3
158	связи с	3	3
159	или в	3	3
160	в связи	1	3
161	и как	3	3
162	в сторону	1	3
163	вовсе не	1	3
164	той или	3	3
165	во всех	5	3
166	а с	2	3
167	тот или	1	3
168	однако если	1	3
169	в которой	1	3
170	не будет	7	3
171	он должен	5	3
172	говоря о	2	3
173	человека с	1	3
174	в этой	4	3
175	человеческой жизни	1	3
176	столь же	1	3
177	и по	3	3
178	тех или	1	3
179	отнюдь не	7	3
180	на деле	1	2
181	для всех	6	2
182	один из	1	2
183	и на	5	2
184	если в	6	2
185	которая в	1	2
186	из которых	5	2
187	мы в	1	2
188	не признает	1	2
189	по себе	2	2
190	не могут	4	2
191	и даже	2	2
192	здесь мы	1	2
193	самом деле	7	2
194	может оказаться	1	2
195	заключается в	1	2
196	на свою	1	2
197	из тех	1	2
198	в одно	1	2
199	с ними	1	2
200	вместе с	4	2
201	жизни в	5	2
202	себя и	5	2
203	отличается от	2	2
204	вследствие этого	1	2
205	своей жизни	1	2
206	о том	7	2
207	казалось бы	1	2
208	это и	1	2
209	еще и	1	2
210	при условии	3	2
211	и состоит	2	2
212	к нему	2	2
213	в значительной	3	2
214	имеет в	1	2
215	не всегда	1	2
216	воздействия на	1	2
217	не могло	1	2
218	только на	2	2
219	речь идет	2	2
220	и это	1	2
221	превращается в	1	2
222	значительной степени	1	2
223	если мы	1	2
224	тем же	1	2
225	личности к	1	2
226	до известной	1	2
227	в противном	1	2
228	– при	1	2
229	не просто	2	2
230	в самой	1	2
231	жизни но	1	2
232	бы то	4	2
233	то в	3	2
234	что они	3	2
235	при котором	3	2
236	но на	1	2
237	одной из	3	2
238	несмотря на	3	2
239	ни было	1	2
240	внутренней и	1	2
241	что такое	2	2
242	ее в	2	2
243	все это	6	2
244	что и	3	2
245	тем в	1	2
246	духовной культуры	1	2
247	у него	2	2
248	и некоторые	1	2
249	к чему	2	2
250	дело в	1	2
251	каждая из	1	2
252	на себя	2	2
253	в конце	3	2
254	сама по	2	2
255	тому что	2	2
256	случае не	1	2
257	противном случае	1	2
258	данный момент	1	2
259	об этом	1	2
260	должен быть	1	2
261	тем более	1	2
262	к одному	1	2
263	о себе	1	2
264	но как	1	2
265	единое целое	1	2
266	то ни	4	2
267	быть и	2	2
268	к такой	1	2
269	но она	2	2
270	и является	2	2
271	от своего	1	2
272	в большинстве	3	2
273	следует признать	1	2
274	идет о	1	2
275	могла бы	1	2
276	так же	2	2
277	числе и	1	2
278	что может	3	2
279	тот кто	1	2
280	общественном сознании	1	2
281	и прежде	1	2
282	как будто	2	2
283	может и	1	2
284	чем и	1	2
285	принципиальное отличие	1	2
286	культура есть	1	1
287	строя и	1	1
288	к такому	2	1
289	том чем	1	1
290	от него	2	1
291	однако и	1	1
292	точнее –	1	1
293	все что	4	1
294	узко и	1	1
295	за ним	1	1
296	и конечно	1	1
297	же и	1	1
298	в такое	1	1
299	на ее	1	1
300	с собственным	1	1
301	можно назвать	1	1
302	вопросу о	3	1
303	эту ценность	1	1
304	не всякий	1	1
305	же образом	2	1
306	что это	3	1
307	других –	1	1
308	с ним	2	1
309	в сущности	1	1
310	никак не	1	1
311	относится не	1	1
312	меру его	2	1
313	привести к	1	1
314	те же	1	1
315	в область	1	1
316	одному из	2	1
317	по образцу	1	1
318	схемы и	1	1
319	о целесообразности	1	1
320	особенно если	1	1
321	в результате	2	1
322	быть может	1	1
323	противоречие с	2	1
324	том и	2	1
325	которые будут	1	1
326	для данного	1	1
327	или для	1	1
328	их не	2	1
329	чтобы в	2	1
330	в собственном	1	1
331	различных людей	1	1
332	а во-вторых	2	1
333	также может	1	1
334	с ней	1	1
335	русского языка	1	1
336	мысль о	1	1
337	время эти	1	1
338	в новую	1	1
339	к каким	1	1
340	отношение человека	1	1
341	тем что	3	1
342	практически не	1	1
343	из всего	1	1
344	и будет	1	1
345	и действительно	1	1
346	если он	1	1
347	принадлежат к	2	1
348	видно из	1	1
349	с тем	6	1
350	к самому	1	1
351	общими для	1	1
352	что по	1	1
353	тому назад	1	1
354	все же	4	1
355	быть назван	1	1
356	участвовать в	1	1
357	без ее	1	1
358	бы не	1	1
359	насколько это	1	1
360	да и	3	1
361	существующая в	1	1
362	о котором	3	1
363	себя не	1	1
364	друг от	2	1
365	искусство и	1	1
366	на первый	1	1
367	этом состоит	1	1
368	по крайней	1	1
369	жизни является	1	1
370	образцу и	1	1
371	первый взгляд	1	1
372	с этим	2	1
373	все они	3	1
374	если с	1	1
375	и пути	1	1
376	совершенно не	2	1
377	ее к	1	1
378	этой соотносительности	1	1
379	в котором	2	1
380	зависит от	2	1
381	языка и	1	1
382	между несколькими	1	1
383	вопрос о	5	1
384	по своим	1	1
385	своей собственной	1	1
386	тех же	1	1
387	и заключается	1	1
388	то и	1	1
389	она могла	1	1
390	можно лишь	1	1
391	не быть	1	1
392	внутри себя	1	1
393	во многих	2	1
394	вступление в	1	1
395	а после	1	1
396	оно является	1	1
397	время в	2	1
398	и теперь	1	1
399	жизни и	4	1
400	и вся	1	1
401	две части	1	1
402	в противоречие	2	1
403	не об	1	1
404	точно так	2	1
405	в различных	1	1
406	на основании	2	1
407	а между	5	1
408	целый ряд	2	1
409	и те	2	1
410	в совершенно	4	1
411	в истории	1	1
412	не так	2	1
413	от своей	2	1
414	себя если	1	1
415	случае совершенно	1	1
416	ни от	2	1
417	когда же	1	1
418	в прошлом	1	1
419	вытекающей из	1	1
420	на одну	1	1
421	к ним	1	1
422	такого взаимодействия	1	1
423	двух других	1	1
424	единения с	1	1
425	и писать	1	1
426	с самим	2	1
427	настоящее время	2	1
428	ее не	1	1
429	в сфере	1	1
430	она может	3	1
431	индивидуальный характер	1	1
432	именно так	1	1
433	игру в	1	1
434	означала бы	1	1
435	до конца	1	1
436	с нею	3	1
437	у себя	1	1
438	только при	1	1
439	т.д эта	1	1
440	в одной	1	1
441	в каждый	1	1
442	что все	3	1
443	самопознания и	1	1
444	том же	2	1
445	в сознании	3	1
446	исходит из	1	1
447	культуры ибо	1	1
448	одна из	3	1
449	но если	3	1
450	под именем	1	1
451	культуры и	2	1
452	в отдельных	1	1
453	взгляде на	2	1
454	друг друга	3	1
455	природы этой	1	1
456	они могут	1	1
457	в настоящее	2	1
458	не будучи	1	1
459	крайней мере	1	1
460	из них	3	1
461	деятельности и	2	1
462	друг другу	2	1
463	от ее	1	1
464	его можно	1	1
465	себе самом	1	1
466	ближе к	1	1
467	представить себе	2	1
468	русской культуре	1	1
469	к общему	1	1
470	этом случае	3	1
471	его личности	1	1
472	обе стороны	1	1
473	этой внутренней	1	1
474	собой и	3	1
475	нами не	1	1
476	не поддается	1	1
477	так как	4	1
478	она и	1	1
479	ею как	1	1
480	они не	1	1
481	может не	3	1
482	себя только	1	1
483	не во	1	1
484	но из	1	1
485	должно быть	3	1
486	время и	1	1
487	из нового	1	1
488	действительно является	1	1
489	собой в	1	1
490	это особенно	1	1
491	в состоянии	1	1
492	обе эти	1	1
493	начале этой	1	1
494	на роль	1	1
495	не для	1	1
496	души и	1	1
497	для нас	2	1
498	и сама	1	1
499	существенное изменение	1	1
500	означало бы	1	1
501	в подобном	1	1
502	на которой	2	1
503	противоречие между	1	1
504	в русском	1	1
505	тому же	1	1
506	от своих	1	1
507	не была	1	1
508	в таких	2	1
509	не было	3	1
510	бы для	2	1
511	от друга	2	1
512	отказаться от	4	1
513	пребыванию в	1	1
514	а о	1	1
515	как видно	1	1
516	и более	2	1
