N	3gram	Medvedev_V	Istorich
1	и т д	16	142
2	с другой стороны	8	46
3	мы видим что	1	30
4	до сих пор	2	30
5	в этом случае	1	29
6	с одной стороны	2	28
7	так же как	1	27
8	мы знаем что	2	26
9	в том что	5	25
10	не может быть	8	24
11	вместе с тем	4	23
12	но все же	1	23
13	о том что	3	22
14	не только в	2	19
15	в связи с	4	17
16	мы видели что	3	16
17	о том как	3	15
18	в данном случае	1	15
19	после того как	2	15
20	по отношению к	7	14
21	на то что	1	14
22	в то время	1	13
23	то время как	1	13
24	но и в	1	12
25	мы не будем	1	12
26	во всех этих	2	11
27	т е в	2	11
28	можно было бы	2	10
29	более или менее	6	9
30	же как и	1	9
31	и вместе с	1	9
32	материалы показывают что	1	8
33	то же самое	1	8
34	таким образом и	1	8
35	на этот вопрос	1	8
36	но вместе с	1	8
37	подобно тому как	3	8
38	в зависимости от	5	8
39	дело не в	1	7
40	то что в	1	7
41	во всяком случае	2	7
42	что он не	1	7
43	к тому же	1	6
44	этой точки зрения	2	6
45	все же не	1	6
46	т д но	1	6
47	с этой точки	1	6
48	для того чтобы	3	5
49	со всех сторон	1	5
50	в том чтобы	2	5
51	в том числе	2	5
52	в другом месте	2	5
53	так или иначе	1	4
54	и может быть	1	4
55	только то что	2	4
56	в свете этих	1	4
57	вопрос о том	1	4
58	оно может быть	1	4
59	иметь в виду	2	4
60	сами по себе	1	4
61	ни один из	2	4
62	эти примеры показывают	1	4
63	можно сказать что	4	4
64	при помощи которой	1	4
65	это и есть	3	4
66	к этому же	1	4
67	одной стороны и	2	3
68	все то что	1	3
69	как будто бы	1	3
70	как один из	1	3
71	один из них	1	3
72	и то же	1	3
73	не только не	2	3
74	по этому поводу	7	3
75	к тому что	4	3
76	в одном из	4	3
77	что мы имеем	1	3
78	но и для	1	3
79	при помощи которых	1	3
80	и он же	1	3
81	по сравнению с	1	3
82	один из видов	1	3
83	это происходит в	1	3
84	как это происходит	1	3
85	не в том	2	3
86	в соответствии с	1	3
87	только тогда когда	1	3
88	говорит об этом	1	3
89	сих пор не	1	3
90	таким образом в	2	3
91	можно утверждать что	4	3
92	в том смысле	1	3
93	по его мнению	1	3
94	об этом говорит	1	3
95	следует понимать как	2	2
96	том отношении что	2	2
97	и т п	9	2
98	приводят нас к	1	2
99	не в этом	1	2
100	в прямом смысле	1	2
101	в самом деле	1	2
102	и тем более	1	2
103	далеко не всегда	1	2
104	что для того	1	2
105	что в них	1	2
106	с этим и	1	2
107	в частности в	2	2
108	в таком случае	1	2
109	в этом нет	1	2
110	ничего общего с	1	2
111	или как говорит	1	2
112	том числе и	2	2
113	между этими двумя	1	2
114	а в том	1	2
115	что во всех	1	2
116	как если бы	1	2
117	сама по себе	1	2
118	все это не	1	2
119	а не только	1	2
120	но даже в	1	2
121	мы имеем дело	1	2
122	то же говорит	2	2
123	в силу того	1	2
124	может быть в	1	2
125	только в том	2	2
126	в этом и	2	2
127	состоял в том	1	2
128	том что и	1	2
129	еще не означает	1	2
130	главным образом в	1	2
131	в виду что	1	2
132	если он не	1	2
133	не могут быть	4	2
134	может быть и	1	2
135	может идти только	1	2
136	это одна из	1	2
137	в ту же	1	2
138	не значит что	1	2
139	совершенно очевидно что	1	2
140	хотя бы в	3	2
141	не только для	2	2
142	об этом же	1	2
143	все же и	1	2
144	что они не	1	2
145	из них не	2	2
146	одна из форм	1	2
147	в конечном итоге	2	2
148	со всем что	1	2
149	не только у	1	2
150	то же явление	1	2
151	и не может	2	2
152	том как он	1	2
153	в свою очередь	1	2
154	т е не	1	2
155	и др в	3	2
156	большей или меньшей	3	2
157	равно как и	4	2
158	доказывается тем что	1	2
159	речь может идти	1	2
160	другой стороны он	1	2
161	одна из них	1	2
162	идти только о	1	2
163	материалов показывает что	1	2
164	чтобы ответить на	1	2
165	хотя и не	1	2
166	того как он	1	2
167	другой стороны в	1	2
168	есть одно и	1	2
169	ответ на этот	1	2
170	одно и то	1	2
171	по этому вопросу	2	2
172	в том отношении	2	2
173	от всех других	1	2
174	имеем дело с	1	2
175	лежит в основе	1	2
176	ответить на эти	1	1
177	в течение двух	1	1
178	но то же	1	1
179	думается что и	1	1
180	на данном этапе	1	1
181	но не могут	1	1
182	т е тот	1	1
183	но было бы	1	1
184	энгельс в анти-дюринге	1	1
185	как-то связана с	1	1
186	в единый образ	1	1
187	его роль в	1	1
188	и в другом	2	1
189	с большей или	1	1
190	человека а не	1	1
191	всего человека а	1	1
192	говоря уже о	1	1
193	и др но	1	1
194	и так или	1	1
195	органической связи с	1	1
196	у него в	1	1
197	они не только	1	1
198	говорит о том	1	1
199	число которых можно	1	1
200	кроме того что	1	1
201	как это мы	1	1
202	в ней не	1	1
203	только один из	1	1
204	каждый из них	1	1
205	что он в	1	1
206	т д наконец	1	1
207	а затем его	1	1
208	по аналогии с	1	1
209	еще в году	1	1
210	напомнить хотя бы	1	1
211	он вполне возможен	1	1
212	отметим еще что	1	1
213	человека таким образом	1	1
214	чем иным как	1	1
215	свойственна не только	1	1
216	что все эти	2	1
217	т е более	1	1
218	в целом и	1	1
219	ни к какому	1	1
220	уже указывалось что	1	1
221	с ними в	1	1
222	д но это	1	1
223	уже о том	1	1
224	это то что	1	1
225	во время сна	1	1
226	по существу своему	1	1
227	как мы знаем	1	1
228	в этом же	1	1
229	за это время	1	1
230	в чем же	2	1
231	все эти примеры	1	1
232	из которых он	1	1
233	может быть даже	1	1
234	главным образом на	1	1
235	в этом смысле	1	1
236	в виду не	1	1
237	т е тех	1	1
238	приводит в движение	1	1
239	творчества они могут	1	1
240	все это только	2	1
241	течение двух лет	1	1
242	как и все	1	1
243	образом связана с	1	1
244	мы только что	1	1
245	из приведенных выше	3	1
246	в сад и	1	1
247	убедительно показывают что	1	1
248	что такое толкование	1	1
249	никогда не может	1	1
250	в каком направлении	1	1
251	свете этих соображений	1	1
252	люди никогда не	1	1
253	в целом но	1	1
254	по существу в	1	1
255	также и в	2	1
256	если бы он	1	1
257	и никем не	1	1
258	является не чем	1	1
259	в большей или	2	1
260	этот труд и	1	1
261	из этих способностей	1	1
262	таким образом сама	1	1
263	представлений в которых	1	1
264	быть отличаем от	1	1
265	речь идет только	1	1
266	том смысле что	1	1
267	вполне естественно что	3	1
268	которых можно было	1	1
269	то или иное	1	1
270	всегда связаны с	1	1
271	того или другого	1	1
272	только в пределах	1	1
273	это правило в	1	1
274	не отличается от	1	1
275	его в зависимости	1	1
276	и есть то	1	1
277	уже по одному	2	1
278	на эти вопросы	2	1
279	в этом отношении	14	1
280	что один из	1	1
281	в том случае	1	1
282	в большом количестве	1	1
283	не чем иным	1	1
284	нет например в	1	1
285	что перед нами	1	1
286	бросается в глаза	1	1
287	и не по	1	1
288	тех или иных	1	1
289	этом отношении можно	2	1
290	отношении что они	1	1
291	в частности из	1	1
292	но и он	2	1
293	они должны быть	2	1
294	это вовсе не	1	1
295	этих и подобных	3	1
296	не случайно и	1	1
297	лицом к лицу	1	1
298	из этих этапов	1	1
299	то же время	5	1
300	что даже и	1	1
301	хотя оно и	1	1
302	о природе и	1	1
303	на вопрос что	1	1
304	в более поздних	1	1
305	того или иного	1	1
306	художественного творчества оно	1	1
307	природных явлений в	1	1
