N	3gram	Bakhtin_Pr	DiskursI
1	в том что	3	28
2	в отличие от	5	26
3	по отношению к	19	17
4	с одной стороны	3	14
5	не может быть	11	12
6	в данном случае	4	12
7	то же время	3	10
8	той или иной	2	10
9	в то же	3	8
10	в этом отношении	2	8
11	как и в	1	7
12	в конечном счете	4	6
13	так и в	2	6
14	с точки зрения	6	6
15	в основе своей	3	6
16	одной стороны и	1	5
17	и как бы	1	5
18	то же самое	2	5
19	с другой стороны	4	5
20	в значительной степени	1	5
21	в свою очередь	1	5
22	и может быть	1	5
23	дело в том	1	5
24	не только в	2	5
25	подобно тому как	1	5
26	до известной степени	1	4
27	тем не менее	3	4
28	можно сказать что	2	4
29	сказать и о	2	4
30	не в том	1	4
31	и прежде всего	5	4
32	и не может	2	4
33	в свое время	1	4
34	говоря уже о	1	3
35	при этом в	1	3
36	того или иного	2	3
37	по аналогии с	1	3
38	в равной степени	1	3
39	мы имеем дело	2	3
40	то есть в	1	3
41	не говоря уже	1	3
42	в мире в	1	3
43	и в частности	2	3
44	также и в	1	3
45	бы то ни	3	2
46	все то что	3	2
47	точка зрения на	1	2
48	в большинстве случаев	5	2
49	не совпадает с	2	2
50	на этом основании	1	2
51	сами по себе	1	2
52	далеко не всегда	3	2
53	и в то	2	2
54	по себе не	1	2
55	а в том	1	2
56	то ни было	2	2
57	к которому он	1	2
58	лицом к лицу	1	2
59	и в том	1	2
60	о том каковы	1	2
61	в том и	1	2
62	принципиально не может	1	2
63	не могли быть	1	2
64	но и в	2	2
65	можно определить как	1	2
66	которое может быть	1	2
67	но отнюдь не	7	2
68	может быть признана	1	2
69	тем или иным	1	2
70	к себе самому	1	2
71	то есть к	1	2
72	а также и	1	2
73	целом и в	1	1
74	членение и проч	1	1
75	художественного произведения как	1	1
76	всех его разновидностях	2	1
77	актовое членение и	1	1
78	завершения конечно можно	1	1
79	приемы композиционного упорядочения	1	1
80	в этом направлении	1	1
81	что далеко не	1	1
82	и тем самым	2	1
83	ценностного отношения к	1	1
84	о том как	1	1
85	в применении к	3	1
