N	2gram	Bakhtin_Fr	Russkaja
1	не может	4	22
2	и не	13	19
3	в этом	21	17
4	в том	13	17
5	и в	73	14
6	то что	12	13
7	самим собой	1	12
8	таким образом	34	11
9	то же	16	11
10	точки зрения	6	11
11	но и	15	10
12	же время	12	10
13	в то	14	10
14	не только	11	9
15	с точки	4	9
16	том что	8	9
17	во всяком	2	9
18	может быть	5	9
19	в себе	16	9
20	прежде всего	18	8
21	того чтобы	2	8
22	как на	1	8
23	не будет	1	7
24	самом деле	4	7
25	стремление к	1	7
26	к тому	2	7
27	о том	13	7
28	в данном	3	7
29	и если	1	7
30	и с	17	7
31	и к	6	6
32	для всех	3	6
33	и при	1	6
34	для него	7	6
35	признать что	1	6
36	все это	19	6
37	на самом	2	6
38	в своих	1	6
39	и для	8	6
40	с тем	2	6
41	что он	8	6
42	к которой	1	6
43	в своем	13	6
44	всяком случае	1	6
45	до сих	3	5
46	и на	12	5
47	из которых	2	5
48	только в	7	5
49	или иной	1	5
50	по существу	8	5
51	в своей	4	5
52	себя и	1	5
53	между собой	2	5
54	во всех	13	5
55	сих пор	3	5
56	потому что	9	5
57	в нем	18	5
58	между тем	2	5
59	он не	4	5
60	конечно не	2	5
61	а в	10	5
62	при этом	5	5
63	было бы	5	5
64	он должен	1	5
65	никогда не	6	5
66	что в	14	4
67	во всем	5	4
68	и то	3	4
69	все что	5	4
70	когда они	1	4
71	так как	9	4
72	смотреть на	1	4
73	к этой	1	4
74	в его	18	4
75	не могут	3	4
76	его в	3	4
77	более или	3	4
78	не в	12	4
79	в корне	1	4
80	вместе с	9	4
81	как и	19	4
82	на земле	5	4
83	в мире	3	4
84	все же	2	4
85	в их	5	4
86	себе и	2	4
87	или менее	3	4
88	которой он	2	4
89	можно было	4	4
90	что же	1	4
91	в совершенно	2	4
92	и т.д	3	4
93	как бы	15	4
94	в этой	18	4
95	себя в	3	4
96	жизни и	6	4
97	но не	1	4
98	в другое	5	4
99	в самом	9	3
100	что они	2	3
101	был и	3	3
102	собой и	1	3
103	данном случае	1	3
104	и сейчас	1	3
105	должно быть	4	3
106	несмотря на	3	3
107	что это	9	3
108	в качестве	11	3
109	для них	1	3
110	что и	6	3
111	в виде	2	3
112	не было	4	3
113	связи с	5	3
114	или в	5	3
115	тем что	8	3
116	именно в	4	3
117	в конце	9	3
118	и как	5	3
119	вряд ли	1	3
120	да и	1	3
121	о котором	5	3
122	не есть	2	3
123	но если	1	3
124	той или	1	3
125	еще не	3	3
126	мира от	2	3
127	все они	7	3
128	и потому	6	3
129	то это	1	3
130	в лучшем	1	3
131	мы говорили	1	3
132	одна из	7	3
133	в значительной	5	3
134	на том	2	3
135	так чтобы	3	3
136	в другом	4	3
137	самими собой	1	3
138	знаем что	1	3
139	в большинстве	9	3
140	лишь в	2	3
141	она может	1	3
142	что для	1	3
143	и во	4	3
144	том чтобы	1	3
145	одной из	5	3
146	тем чтобы	1	3
147	что все	3	3
148	в сознании	1	3
149	ибо в	1	3
150	из этого	2	3
151	он сам	4	3
152	и по	4	3
153	а следовательно	2	3
154	конце концов	5	3
155	из этих	1	3
156	для этого	2	3
157	всех этих	2	3
158	таким же	4	3
159	из них	6	3
160	того что	5	3
161	быть самими	1	2
162	не так	1	2
163	от него	3	2
164	именно на	2	2
165	на совершенно	1	2
166	в единое	1	2
167	и вот	3	2
168	должна быть	3	2
169	к себе	3	2
170	время в	3	2
171	с самим	1	2
172	проявляется в	3	2
173	из всех	2	2
174	говорили в	1	2
175	самому своему	1	2
176	с ним	6	2
177	в некоторых	1	2
178	от этой	2	2
179	для нас	2	2
180	на которой	3	2
181	касается до	1	2
182	ни в	7	2
183	в результате	7	2
184	они будут	1	2
185	у многих	1	2
186	это есть	1	2
187	там и	3	2
188	том и	2	2
189	в этих	6	2
190	у него	13	2
191	по себе	2	2
192	чтобы в	1	2
193	и даже	4	2
194	от друга	1	2
195	ее в	1	2
196	отправной точкой	1	2
197	а во-вторых	1	2
198	или от	1	2
199	на такой	1	2
200	все эти	24	2
201	однако они	2	2
202	том же	1	2
203	указывает на	1	2
204	в таком	1	2
205	отношения к	1	2
206	участие в	1	2
207	не подлежит	4	2
208	их в	5	2
209	большинстве случаев	9	2
210	является не	1	2
211	на эту	1	2
212	во главе	1	2
213	следовательно и	2	2
214	только для	1	2
215	по самому	1	2
216	ведь в	2	2
217	так же	11	2
218	друг от	1	2
219	если человек	1	2
220	тогда как	1	2
221	в других	2	2
222	если же	1	2
223	уже не	2	2
224	все члены	1	2
225	к той	1	2
226	другом случае	1	2
227	то которое	1	2
228	с этим	4	2
229	его и	1	2
230	мы можем	1	2
231	на этой	4	2
232	а с	1	2
233	за то	4	2
234	стремиться к	1	2
235	и более	1	2
236	в таких	2	2
237	в котором	4	2
238	мы уже	25	2
239	даже и	1	2
240	она не	1	2
241	в течение	2	2
242	но даже	1	2
243	этой борьбы	1	2
244	в ней	10	2
245	во многих	2	2
246	весьма часто	2	2
247	и тогда	1	2
248	значительной мере	1	2
249	и тем	3	2
250	в частности	2	2
251	для нее	1	2
252	народа и	4	2
253	а не	2	2
254	но она	1	2
255	только на	2	2
256	речь идет	1	2
257	есть и	4	2
258	в силу	1	2
259	и что	5	2
260	не должен	1	2
