N	2gram	Tiupa_Anal	Vvedenie
1	и т	1	45
2	т е	2	40
3	в том	16	38
4	в этом	19	35
5	и в	36	35
6	может быть	19	30
7	том что	19	30
8	не только	40	26
9	для того	1	23
10	того чтобы	1	22
11	таким образом	4	21
12	не может	3	19
13	то что	5	19
14	потому что	1	18
15	только в	9	16
16	со стороны	12	16
17	о том	9	16
18	языка и	1	15
19	представляет собой	7	14
20	в общем	4	14
21	что в	15	13
22	в самом	7	13
23	и не	14	13
24	в нем	3	13
25	в его	12	12
26	того что	4	12
27	в их	7	12
28	точки зрения	3	12
29	что такое	1	12
30	как на	1	12
31	то же	7	11
32	в ее	5	11
33	по себе	6	11
34	в данном	12	11
35	этом смысле	1	11
36	как мы	4	11
37	прежде всего	7	10
38	не в	9	10
39	вопрос о	1	10
40	между тем	8	10
41	в той	3	10
42	уже и	1	10
43	но в	8	10
44	как об	1	9
45	дело с	3	9
46	тем не	3	9
47	смысле этого	1	9
48	все же	6	9
49	из этих	4	9
50	но не	13	9
51	и как	5	9
52	не менее	9	9
53	в истории	1	9
54	это не	4	8
55	в качестве	22	8
56	как нечто	1	8
57	именно в	4	8
58	о котором	2	8
59	а только	1	8
60	можно было	2	8
61	с другой	10	8
62	и то	2	7
63	до сих	1	7
64	в применении	1	7
65	к выводу	1	7
66	в широком	1	7
67	как и	27	7
68	самом деле	2	7
69	но и	26	7
70	выводу что	1	7
71	сих пор	1	7
72	в разных	1	7
73	было бы	6	7
74	только как	1	7
75	этот вопрос	1	7
76	как бы	14	7
77	один из	6	6
78	об этом	3	6
79	этом случае	1	6
80	к истории	1	6
81	все это	5	6
82	не могут	2	6
83	его в	4	6
84	на этот	1	6
85	тем что	3	6
86	с тем	2	6
87	а именно	1	6
88	вместе с	3	6
89	же время	7	6
90	вовсе не	2	6
91	уже не	9	6
92	мере в	2	6
93	применении к	1	6
94	и даже	12	6
95	хотя бы	1	6
96	каждой из	1	6
97	и что	2	6
98	сказать что	2	6
99	могут быть	4	6
100	том чтобы	2	6
101	но если	1	6
102	и его	18	6
103	в то	8	6
104	а в	17	6
105	иное как	1	6
106	связь между	1	5
107	на почве	3	5
108	а потому	1	5
109	уже в	5	5
110	внимание на	4	5
111	с этой	1	5
112	хотя и	4	5
113	что и	10	5
114	в виду	1	5
115	другой стороны	7	5
116	с их	3	5
117	в них	4	5
118	в г	1	5
119	но с	3	5
120	в первом	2	5
121	одним из	1	5
122	дело в	3	5
123	что не	3	5
124	не есть	6	5
125	что он	5	5
126	что иное	1	5
127	одно из	3	5
128	от этого	1	5
129	по своему	3	5
130	данном случае	11	5
131	во всяком	6	5
132	в течение	1	5
133	как уже	4	5
134	так что	2	5
135	и тем	3	5
136	а не	16	5
137	говорить о	6	5
138	есть и	1	5
139	дело не	3	5
140	не что	1	5
141	и т.д	3	5
142	быть в	1	5
143	независимо от	1	5
144	в целом	8	5
145	как это	7	5
146	есть не	2	5
147	всяком случае	6	5
148	в особенности	4	4
149	ответ на	3	4
150	в более	1	4
151	с одной	3	4
152	с точки	2	4
153	этом отношении	3	4
154	о чем	5	4
155	из наиболее	3	4
156	как раз	8	4
157	в результате	6	4
158	в себе	7	4
159	должен был	2	4
160	так или	5	4
161	из двух	1	4
162	или иначе	5	4
163	в одном	4	4
164	заключается в	1	4
165	и ее	3	4
166	но ведь	1	4
167	что могло	1	4
168	в своей	12	4
169	да и	3	4
170	в чем	2	4
171	к тому	10	4
172	по крайней	5	4
173	еще не	7	4
174	однако не	2	4
175	не имеет	1	4
176	времени и	1	4
177	в каждом	4	4
178	еще и	4	4
179	как о	3	4
180	и заключается	1	4
181	одной стороны	3	4
182	связана с	1	4
183	по отношению	9	4
184	мы имеем	5	4
185	действительность в	1	4
186	отличие от	5	4
187	в и	1	4
188	в отличие	5	4
189	в тексте	16	4
190	крайней мере	5	4
191	можно сказать	5	4
192	той же	7	4
193	отношению к	9	4
194	одной из	6	4
195	связи между	1	4
196	все более	1	4
197	и для	4	4
198	само по	1	4
199	из них	4	4
200	своего рода	17	3
201	и к	7	3
202	в свое	4	3
203	с этим	4	3
204	что с	1	3
205	и здесь	4	3
206	и на	5	3
207	того как	1	3
208	зависит от	1	3
209	и вот	2	3
210	такого рода	11	3
211	обе эти	2	3
212	при этом	19	3
213	что это	1	3
214	в сущности	5	3
215	говорит о	3	3
216	из которых	2	3
217	не как	3	3
218	в принципе	3	3
219	в отношении	2	3
220	в этих	2	3
221	связи с	1	3
222	с чисто	1	3
223	если бы	2	3
224	и сам	8	3
225	а также	5	3
226	в силу	2	3
227	во внимание	1	3
228	прошлом и	1	3
229	в конце	6	3
230	сама по	3	3
231	в собственном	1	3
232	вряд ли	1	3
233	одновременно и	1	3
234	как в	9	3
235	другое дело	2	3
236	между ними	3	3
237	зависимости от	1	3
238	в известном	2	3
239	той или	6	3
240	свое время	4	3
241	и того	4	3
242	литературы в	1	3
243	в конечном	5	3
244	бы и	2	3
245	от себя	3	3
246	и других	1	3
247	все эти	2	3
248	и есть	1	3
249	сливается с	1	3
250	на этом	2	3
251	до нас	1	3
252	стороны и	1	3
253	своей природе	1	3
254	что же	1	3
255	в значительной	3	3
256	входит в	4	3
257	же как	1	3
258	в работе	1	3
259	в другом	3	3
260	совсем не	1	3
261	второй половины	1	3
262	в ней	2	3
263	времени в	3	3
264	и тогда	1	3
265	во второй	8	3
266	в слове	5	3
267	в частности	19	3
268	со всей	1	3
269	только на	1	3
270	в изучении	1	3
271	или иных	1	3
272	не с	3	3
273	может служить	2	3
274	в этой	10	3
275	в начале	10	3
276	но дело	2	3
277	не следует	5	3
278	того же	7	3
279	так же	1	3
280	или как	1	3
281	языков в	1	3
282	было сказано	2	3
283	и той	2	3
284	же только	1	3
285	отношение к	2	3
286	известном смысле	2	3
287	однако в	6	3
288	литературное произведение	3	3
289	на нее	1	3
290	только по	2	3
291	в своем	7	3
292	в текстах	1	3
293	по этому	1	3
294	в зависимости	1	3
295	или иной	9	3
296	и вообще	1	3
297	что она	3	3
298	одна из	6	3
299	как будто	1	3
300	здесь не	8	3
301	он сам	2	3
302	к этому	3	3
303	тех или	1	3
304	нуждается в	2	3
305	для этого	1	3
306	что уже	1	3
307	гораздо более	3	3
308	никогда не	7	3
309	или иным	2	2
310	с которыми	1	2
311	ближе к	2	2
312	во всем	5	2
313	так и	19	2
314	и другие	1	2
315	что они	3	2
316	во втором	4	2
317	на языке	3	2
318	нами не	1	2
319	говоря уже	1	2
320	после того	1	2
321	и сейчас	1	2
322	первом случае	1	2
323	мы не	4	2
324	иметь дело	2	2
325	с полной	1	2
326	время в	2	2
327	обратить внимание	1	2
328	нам не	2	2
329	и должно	1	2
330	культуры это	1	2
331	и далее	2	2
332	смысле и	1	2
333	несмотря на	2	2
334	из того	1	2
335	прийти к	1	2
336	ни к	3	2
337	учение о	1	2
338	о них	1	2
339	это уже	1	2
340	и был	2	2
341	он и	4	2
342	или нет	1	2
343	которой в	1	2
344	и из	1	2
345	мысли и	1	2
346	сам по	2	2
347	какой бы	1	2
348	нашего времени	5	2
349	истории в	2	2
350	а затем	2	2
351	что несмотря	2	2
352	о которой	2	2
353	и сама	1	2
354	себя в	6	2
355	не столько	4	2
356	у нас	1	2
357	целом ряде	1	2
358	в следующем	2	2
359	них и	1	2
360	однако с	3	2
361	то она	1	2
362	к тексту	2	2
363	такого же	1	2
364	в таких	2	2
365	в своих	3	2
366	не было	3	2
367	истории не	2	2
368	есть лишь	1	2
369	ни одна	1	2
370	и с	1	2
371	без остатка	2	2
372	с ней	1	2
373	то о	1	2
374	каким образом	1	2
375	будто бы	1	2
376	значение в	2	2
377	по существу	1	2
378	гораздо ближе	1	2
379	с теми	1	2
380	и всего	1	2
381	жизни и	2	2
382	том или	1	2
383	например в	2	2
384	значении этого	1	2
385	случае не	1	2
386	эта традиция	1	2
387	и без	3	2
388	в связи	1	2
389	целое и	1	2
390	подобно тому	4	2
391	в соответствии	5	2
392	рядом с	1	2
393	и так	1	2
394	в ряду	1	2
395	к своему	1	2
396	и при	1	2
397	или ином	1	2
398	тем или	2	2
399	по признаку	1	2
400	по тем	1	2
401	по его	4	2
402	о которых	2	2
403	же касается	1	2
404	но уже	1	2
405	со словом	1	2
406	те кто	1	2
407	в каждой	1	2
408	этих случаях	1	2
409	могло бы	1	2
410	целого и	1	2
411	и те	1	2
412	казалось бы	4	2
413	в дальнейшем	2	2
414	что время	1	2
415	во всех	4	2
416	этих двух	2	2
417	не говоря	1	2
418	при всей	2	2
419	и потому	3	2
420	но как	4	2
421	мы можем	2	2
422	а с	2	2
423	а если	1	2
424	не могли	1	2
425	что мы	2	2
426	когда мы	2	2
427	на свои	1	2
428	что каждая	1	2
429	этой традиции	1	2
430	мы уже	2	2
431	ничего не	3	2
432	в свою	9	2
433	тому как	3	2
434	из его	1	2
435	в этот	1	2
436	еще раз	1	2
437	мы должны	1	2
438	уже было	2	2
439	не мог	4	2
440	себя со	1	2
441	для нее	1	2
442	что если	1	2
443	но зато	2	2
444	в прошлом	2	2
445	если же	1	2
446	две части	1	2
447	речь идет	3	2
448	хотя в	2	2
449	точно так	1	2
450	литературного явления	1	2
451	в тех	2	2
452	от других	1	2
453	в форме	2	2
454	художественной литературы	2	2
455	а между	1	2
456	факт что	1	2
457	и до	2	2
458	этой стороны	1	2
459	тогда как	37	2
460	каждый из	2	2
461	до того	1	2
462	свою очередь	7	2
463	обратим внимание	2	2
464	не бывает	1	2
465	состоит в	14	2
466	одной и	2	2
467	искусства и	1	2
468	что здесь	1	2
469	соответствии с	3	2
470	к числу	4	2
471	отсюда и	2	2
472	мог бы	3	2
473	и др	1	2
474	должно быть	1	2
475	это делает	1	2
476	одного и	4	2
477	произведения и	2	2
478	них не	1	2
479	литературе не	1	2
480	был в	1	2
481	который по	1	2
482	тем более	3	2
483	с помощью	1	2
484	чаще всего	1	2
485	всего к	1	2
486	на то	1	2
487	его к	1	2
488	слова как	2	2
489	этого слова	3	2
490	но это	3	2
491	конце концов	1	2
492	так называемое	1	2
493	его можно	1	2
494	бы в	1	2
495	жизни как	4	2
496	имеет свою	2	2
497	к языку	1	2
498	т.д в	1	2
499	можно только	1	2
500	воззрения на	1	2
501	не выдерживает	1	1
502	характера как	1	1
503	что было	1	1
504	к лицу	1	1
505	были бы	3	1
506	иначе говоря	5	1
507	то в	4	1
508	от прежнего	1	1
509	литературой в	1	1
510	к общему	1	1
511	утверждать что	1	1
512	был и	1	1
513	и составляет	1	1
514	интересом к	1	1
515	все что	2	1
516	человеческой личности	1	1
517	мы видим	1	1
518	в гораздо	1	1
519	сравнении с	2	1
520	и многие	1	1
521	идет уже	1	1
522	себе самому	2	1
523	человека к	1	1
524	как одна	1	1
525	та же	1	1
526	этого цикла	1	1
527	явления как	1	1
528	мышления и	1	1
529	а наоборот	1	1
530	от его	2	1
531	они не	2	1
532	практически не	1	1
533	в момент	3	1
534	поскольку мы	1	1
535	сказано о	1	1
536	повседневной речи	1	1
537	также что	1	1
538	нередко встречается	1	1
539	объяснения а	1	1
540	его из	2	1
541	жизни а	1	1
542	которая в	2	1
543	время и	1	1
544	что каждый	1	1
545	как к	2	1
