N	2gram	Trubetskoy	Psycholo
1	то что	7	193
2	и в	26	190
3	в том	11	163
4	что в	9	123
5	потому что	7	114
6	том что	7	113
7	и что	4	108
8	может быть	10	107
9	таким образом	22	102
10	в этом	15	100
11	то есть	4	97
12	в самом	4	82
13	как бы	12	80
14	для того	5	78
15	того чтобы	5	78
16	что он	4	76
17	не только	10	75
18	на то	2	73
19	и не	8	73
20	что она	1	71
21	самом деле	1	70
22	точки зрения	13	69
23	не может	4	68
24	так же	5	63
25	так как	9	63
26	было бы	1	56
27	если бы	3	55
28	то же	4	54
29	о том	6	54
30	совершенно ясно	1	54
31	при этом	3	52
32	как и	1	51
33	что и	6	50
34	а не	5	50
35	что это	3	49
36	сказать что	2	46
37	по себе	1	46
38	только в	4	46
39	в сущности	1	46
40	заключается в	1	46
41	к тому	6	45
42	не в	2	45
43	ясно что	3	43
44	в этой	4	43
45	никогда не	5	42
46	и все	2	42
47	вместе с	15	41
48	но и	9	40
49	как раз	1	39
50	при помощи	1	39
51	того что	3	39
52	же самое	2	38
53	и это	2	37
54	мы видим	1	37
55	и как	3	36
56	с тем	18	35
57	как на	8	34
58	и если	3	34
59	и его	1	34
60	все же	6	33
61	что все	4	33
62	когда он	3	33
63	в себе	6	32
64	все это	6	32
65	он не	4	31
66	мы не	1	31
67	в его	5	31
68	в ней	1	31
69	сейчас же	1	30
70	как в	1	30
71	с одной	7	29
72	и для	5	29
73	одной стороны	7	29
74	с точки	6	29
75	в нем	4	29
76	что они	1	28
77	мы можем	2	28
78	что мы	2	28
79	в своих	1	27
80	и на	2	27
81	а в	4	27
82	с другой	8	27
83	так что	3	26
84	совершенно не	1	26
85	только что	2	25
86	и здесь	2	25
87	жизни и	2	25
88	до сих	5	24
89	тем что	1	24
90	указывает на	1	24
91	и совершенно	1	24
92	в своем	3	23
93	сих пор	5	23
94	из этого	2	23
95	один из	2	23
96	целый ряд	4	23
97	что оно	4	23
98	для этого	2	23
99	могут быть	1	23
100	казалось бы	1	22
101	с этим	1	22
102	из них	7	22
103	между тем	2	22
104	и даже	3	22
105	когда мы	1	22
106	как она	1	22
107	в котором	4	21
108	в которых	4	21
109	той же	1	21
110	в своей	1	21
111	ни в	1	21
112	в конце	6	21
113	и только	4	21
114	другой стороны	1	20
115	в то	4	20
116	тот же	2	20
117	мы имеем	2	20
118	дело с	1	20
119	несмотря на	6	20
120	на этом	1	20
121	там где	1	20
122	это не	1	20
123	все эти	6	20
124	в одном	3	19
125	мы уже	1	19
126	мы должны	6	19
127	в ее	1	19
128	у него	1	19
129	с этой	3	18
130	в которой	3	18
131	но в	7	18
132	в каком	1	18
133	вслед за	2	18
134	что с	1	18
135	но не	8	18
136	и есть	1	18
137	видим что	1	18
138	есть не	1	18
139	в виду	2	17
140	во всяком	6	17
141	время как	1	17
142	из этих	10	17
143	но это	1	17
144	только не	2	17
145	у нас	1	17
146	и о	3	17
147	и к	5	16
148	из которых	4	16
149	к этому	3	16
150	та же	1	16
151	самого начала	2	16
152	с самого	3	16
153	в таком	3	16
154	же как	3	16
155	не имеет	5	16
156	так и	6	16
157	в результате	3	15
158	в них	2	15
159	только на	1	15
160	что именно	2	15
161	во всех	2	15
162	мы знаем	1	15
163	о которых	1	15
164	могли бы	1	15
165	не могут	2	15
166	и так	1	15
167	о котором	2	15
168	и потому	6	15
169	далеко не	4	15
170	еще не	2	15
171	для него	3	15
172	не можем	1	15
173	хотя бы	3	14
174	главным образом	8	14
175	к искусству	1	14
176	то время	1	14
177	это и	1	14
178	того как	1	14
179	прежде всего	2	14
180	заключает в	2	14
181	такой же	1	14
182	те же	2	14
183	в жизни	1	14
184	при таком	2	14
185	бы в	1	14
186	это есть	1	14
187	всяком случае	6	14
188	этом отношении	2	14
189	к которым	2	14
190	по существу	2	14
191	в области	9	14
192	с ним	1	14
193	факт что	1	14
194	именно в	2	13
195	не могли	1	13
196	а с	7	13
197	этот вопрос	1	13
198	в той	1	13
199	речь идет	1	13
200	когда она	1	13
201	искусства не	1	13
202	могло бы	1	13
203	должен был	4	13
204	и другие	3	12
205	в этих	4	12
206	их в	1	12
207	не менее	3	12
208	того же	6	12
209	в самой	2	12
210	тогда когда	2	12
211	в свою	2	12
212	тот факт	1	12
213	состоит в	2	12
214	но если	2	12
215	и этот	1	12
216	идет о	1	12
217	конце концов	3	12
218	и с	10	12
219	как только	1	12
220	что его	1	12
221	этой точки	2	12
222	и до	1	12
223	ничего не	1	12
224	что эти	3	12
225	в нашей	1	12
226	так например	2	11
227	конечно не	2	11
228	не было	2	11
229	мы видели	2	11
230	утверждать что	2	11
231	и сейчас	2	11
232	сравнению с	2	11
233	по сравнению	2	11
234	на этот	4	11
235	как к	1	11
236	уже в	2	11
237	на все	2	11
238	и других	1	11
239	отличие от	1	11
240	он должен	1	11
241	его в	1	11
242	ли это	2	11
243	и из	2	11
244	этого слова	1	11
245	с его	2	11
246	думать что	1	11
247	на это	1	11
248	но совершенно	1	11
249	не так	1	10
250	сами по	1	10
251	только тогда	1	10
252	данном случае	1	10
253	в их	1	10
254	в одной	1	10
255	отличается от	2	10
256	в данном	1	10
257	должно быть	1	10
258	тому же	5	10
259	и у	8	10
260	совсем не	1	10
261	все те	1	10
262	и от	4	10
263	представить себе	1	10
264	не является	1	10
265	это было	1	10
266	и их	1	10
267	не есть	1	9
268	так сказать	1	9
269	что даже	1	9
270	и следовательно	1	9
271	в чем	1	9
272	это совершенно	1	9
273	с ее	1	9
274	в отличие	1	9
275	в виде	4	9
276	по своему	2	9
277	на его	1	9
278	и по	4	9
279	оказывается что	3	9
280	и ее	1	9
281	о чем	1	9
282	точно так	3	9
283	но все	7	9
284	мысль о	2	9
285	роль в	1	9
286	можно сказать	3	9
287	и другой	2	9
288	к чему	1	9
289	во внимание	1	9
290	которое мы	1	9
291	в силу	5	9
292	оно есть	1	9
293	и наконец	2	9
294	не к	2	9
295	формы в	1	8
296	из двух	1	8
297	жизни с	1	8
298	в сознании	1	8
299	и тот	1	8
300	в общем	8	8
301	и конечно	1	8
302	ни на	1	8
303	он в	2	8
304	тем же	1	8
305	заставляет его	1	8
306	такое же	1	8
307	смысле этого	1	8
308	в такой	1	8
309	и таким	3	8
310	место в	1	8
311	из всех	3	8
312	представление о	6	8
313	целым рядом	1	8
314	больше чем	2	8
315	с другом	5	8
316	большей частью	3	8
317	уже давно	2	8
318	и отсюда	1	8
319	друг с	5	8
320	именно потому	1	8
321	во время	4	8
322	к нему	7	8
323	в процессе	2	8
324	из которого	3	8
325	и более	1	8
326	относится к	2	8
327	том как	1	8
328	и во	1	8
329	он может	1	8
330	бы и	1	8
331	эти два	1	8
332	только то	1	8
333	два совершенно	1	8
334	не как	2	7
335	от этого	1	7
336	представляет собой	3	7
337	и те	3	7
338	свою очередь	1	7
339	связи с	9	7
340	что такое	1	7
341	психологической точки	1	7
342	должны быть	1	7
343	и при	3	7
344	себе не	1	7
345	со всеми	2	7
346	они не	1	7
347	с психологической	1	7
348	в течение	4	7
349	к ним	3	7
350	именно то	1	7
351	не существует	1	7
352	но при	2	7
353	же в	1	7
354	все что	2	7
355	для всех	2	7
356	к этой	1	7
357	и другую	1	7
358	одно из	2	7
359	если он	1	7
360	в глаза	1	7
361	в нашем	1	7
362	от этой	1	7
363	и заставляет	2	7
364	в качестве	3	7
365	к жизни	5	7
366	лежит в	1	7
367	а как	1	7
368	которого мы	1	7
369	взгляд на	2	7
370	и действительно	2	7
371	признать что	2	7
372	совпадает с	1	7
373	ее с	2	7
374	что здесь	1	7
375	различие между	1	7
376	есть как	2	7
377	до самого	1	6
378	даже в	1	6
379	более или	5	6
380	к другу	2	6
381	либо в	2	6
382	полагают что	1	6
383	только как	1	6
384	людей и	2	6
385	к этим	1	6
386	в сторону	1	6
387	из него	2	6
388	не могла	2	6
389	она была	1	6
390	образом в	5	6
391	события в	1	6
392	всех этих	1	6
393	одного и	1	6
394	друг к	1	6
395	смотреть на	2	6
396	смысле слова	1	6
397	в отношении	6	6
398	к его	2	6
399	никто не	1	6
400	приводит к	2	6
401	да и	1	6
402	тех пор	2	6
403	только с	1	6
404	в русском	2	6
405	у всех	2	6
406	на нее	3	6
407	один и	1	6
408	которые в	2	6
409	иначе как	1	6
410	в музыке	1	6
411	или менее	5	6
412	тем не	3	6
413	это мы	1	6
414	и вместе	4	6
415	в себя	1	6
416	уже не	3	6
417	о его	1	6
418	а потому	1	6
419	его с	1	6
420	как не	1	6
421	не потому	2	6
422	без всякого	1	6
423	заметить что	1	6
424	ничем не	4	6
425	что касается	1	6
426	или его	1	6
427	отношение к	5	6
428	совершается в	1	6
429	в душе	1	5
430	имеет никакого	1	5
431	на эту	1	5
432	с конца	1	5
433	в смысле	4	5
434	к которому	2	5
435	во всей	1	5
436	бы то	2	5
437	чем в	1	5
438	между собой	1	5
439	в эту	2	5
440	эти слова	1	5
441	чтобы он	1	5
442	и является	2	5
443	тем и	2	5
444	в известных	1	5
445	его к	1	5
446	в одну	1	5
447	и самый	1	5
448	если в	3	5
449	смысла и	1	5
450	отношения к	1	5
451	одновременно и	2	5
452	и ясно	1	5
453	так чтобы	2	5
454	и больше	2	5
455	у них	3	5
456	то или	2	5
457	зависит от	1	5
458	он как	1	5
459	которых он	1	5
460	неизмеримо более	1	5
461	таком случае	1	5
462	однако не	1	5
463	том виде	2	5
464	на одном	1	5
465	в каждой	1	5
466	к одному	1	5
467	учения о	1	5
468	не следует	1	5
469	человека и	1	5
470	как совершенно	1	5
471	бы по	1	5
472	по тому	2	5
473	социальной жизни	1	5
474	связь с	2	5
475	находит себе	1	5
476	только для	2	5
477	силы и	2	5
478	но даже	1	5
479	но они	1	5
480	что тот	1	5
481	то в	1	5
482	видели что	1	5
483	и за	1	5
484	которое в	1	5
485	в других	3	5
486	всей этой	1	5
487	себя в	1	5
488	представляют собой	1	5
489	она и	1	5
490	еще и	1	5
491	и тогда	4	5
492	нет никакой	1	5
493	том же	1	5
494	из этой	2	5
495	все они	1	5
496	этой области	1	5
497	или что	1	5
498	в очень	1	5
499	человеком и	1	5
500	человека в	1	5
501	его не	2	5
502	дело не	1	5
503	идет речь	1	5
504	как из	1	5
505	одного из	1	5
506	все более	1	5
507	надо было	2	5
508	уже говорили	1	4
509	его от	2	4
510	с собой	1	4
511	себя как	1	4
512	и другим	1	4
513	и смерти	1	4
514	нам в	1	4
515	из себя	2	4
516	должна была	2	4
517	а между	1	4
518	из одного	1	4
519	то о	1	4
520	пути и	1	4
521	но для	1	4
522	в связи	3	4
523	одном из	1	4
524	точкой для	1	4
525	должны были	1	4
526	или иное	2	4
527	в какое-то	1	4
528	природы и	1	4
529	к сожалению	3	4
530	в корне	1	4
531	от своего	1	4
532	его жизнь	1	4
533	можно назвать	2	4
534	из нас	1	4
535	что когда	1	4
536	одной из	5	4
537	в глазах	2	4
538	этот второй	1	4
539	здесь не	1	4
540	уже с	3	4
541	и всякий	1	4
542	значение в	1	4
543	может не	1	4
544	мы испытываем	1	4
545	основана на	1	4
546	борьбу с	1	4
547	который как	1	4
548	но эта	1	4
549	перейти к	1	4
550	не по	1	4
551	не с	2	4
552	больше не	2	4
553	может и	1	4
554	вплоть до	2	4
555	случае в	1	4
556	от этих	1	4
557	в первом	1	4
558	по отношению	1	4
559	и того	1	4
560	рассматриваться как	1	4
561	с помощью	1	4
562	настоящее время	1	4
563	ней и	1	4
564	с этими	1	4
565	параллельно с	1	4
566	с именем	2	4
567	после того	1	4
568	мы читаем	1	4
569	именно из	2	4
570	в мире	5	4
571	материалом для	1	4
572	в уста	1	4
573	действия в	1	4
574	взглянуть на	1	4
575	всех других	2	4
576	однако в	1	4
577	и никогда	1	4
578	в состав	1	4
579	если не	2	4
580	образом если	2	4
581	с ней	3	4
582	в настоящее	1	4
583	с ними	1	4
584	в слове	1	4
585	ничего общего	2	4
586	более и	1	4
587	же время	2	4
588	имеем в	1	4
589	не знаем	1	4
590	сделать это	1	4
591	подойти к	3	4
592	сам себя	1	4
593	обе эти	1	4
594	не для	1	4
595	деле если	1	4
596	только он	1	4
597	без остатка	2	4
598	в ту	1	4
599	но по	3	4
600	к концу	3	4
601	ли не	1	4
602	что от	1	4
603	так называемой	2	4
