N	4gram	Vygotskiy_	Formalny
1	бы то ни было	1	7
2	одни и те же	3	5
3	с одной стороны и	1	5
4	в связи с этим	2	5
5	все более и более	1	4
6	какого бы то ни	1	3
7	вместе с тем и	4	3
8	и во всяком случае	2	3
9	один и тот же	6	3
10	в том числе и	3	3
11	во всяком случае в	1	3
12	с этой точки зрения	4	2
13	в том смысле что	2	2
14	не выходит за пределы	1	2
15	с точки зрения ее	1	2
16	одних и тех же	1	2
17	одним и тем же	4	2
18	и те же слова	1	2
19	и с точки зрения	1	2
20	а в связи с	1	2
21	и в том что	1	1
22	в значительной степени и	1	1
23	но тем не менее	1	1
24	с нашей точки зрения	2	1
25	в этом смысле мы	1	1
26	не что иное как	2	1
27	в этом случае в	1	1
28	в зависимости от этого	2	1
29	независимо друг от друга	1	1
30	в том случае если	2	1
31	в собственном смысле этого	7	1
32	с той или иной	1	1
33	одно и то же	6	1
34	мы можем сказать что	1	1
35	и ко всем вообще	1	1
36	к одной и той	2	1
37	что как бы ни	1	1
38	в том отношении что	1	1
39	как и все остальные	1	1
40	по себе а лишь	1	1
41	ни в какой степени	2	1
42	мы уже говорили что	2	1
43	оно не может быть	1	1
44	одной и той же	5	1
45	в том что они	2	1
46	что было бы если	1	1
47	в собственном смысле слова	3	1
48	в целом все это	1	1
49	в том что это	1	1
50	область так называемого практического	1	1
51	связаны между собой и	1	1
52	мы должны рассматривать как	1	1
53	а вместе с тем	1	1
54	вовсе не следует что	1	1
55	которой только и может	1	1
56	если мы обратимся к	4	1
57	мы увидим дальше что	1	1
58	смысле этого слова мы	2	1
59	не чем иным как	1	1
60	является в высшей степени	1	1
61	или во всяком случае	1	1
62	эта связь может быть	1	1
63	должно быть отнесено к	1	1
64	этого слова и потому	1	1
65	это значит что каждый	1	1
66	одного и того же	5	1
67	в этом же смысле	1	1
68	да и не могут	1	1
69	только в последнее время	1	1
70	друг с другом не	1	1
71	в своем дальнейшем развитии	1	1
72	но все что мы	1	1
73	собственном смысле этого слова	7	1
74	заключается в том чтобы	2	1
75	с помощью этого метода	1	1
76	все что мы знаем	4	1
77	как и во всех	1	1
78	вместе с тем это	1	1
79	в центр внимания и	1	1
80	смысле этого слова и	1	1
81	было бы если бы	1	1
82	дело идет не о	1	1
83	не могло бы возникнуть	1	1
84	есть не что иное	1	1
