N	2gram	Bakhtin_fo	Myshleni
1	в том	16	195
2	в этом	41	167
3	то что	13	166
4	и в	84	162
5	том что	7	161
6	таким образом	14	147
7	точки зрения	14	143
8	с помощью	5	131
9	что в	9	119
10	не только	16	116
11	того что	5	109
12	в процессе	4	101
13	так же	7	100
14	и речи	6	96
15	потому что	11	95
16	того чтобы	11	91
17	может быть	18	89
18	с точки	9	89
19	что он	2	86
20	не может	8	81
21	как и	15	79
22	для того	12	78
23	так как	12	78
24	и не	19	78
25	только в	12	75
26	в целом	2	74
27	как мы	19	72
28	речи в	2	70
29	но и	14	70
30	в его	19	67
31	сказать что	4	65
32	как бы	11	64
33	вместе с	9	62
34	и что	1	60
35	было бы	2	60
36	в качестве	6	60
37	то же	18	58
38	в основе	9	58
39	в отношении	5	55
40	могли бы	1	54
41	между собой	5	53
42	что мы	2	53
43	в самом	9	52
44	по сравнению	3	51
45	в сущности	5	51
46	мы должны	2	50
47	ребенка и	1	49
48	к тому	6	49
49	что они	3	48
50	тем что	4	48
51	мы можем	2	48
52	понятий и	1	47
53	тогда когда	2	47
54	на основе	5	47
55	мы не	4	47
56	сравнению с	3	46
57	если бы	6	46
58	по отношению	3	45
59	но не	9	45
60	с другой	4	45
61	с тем	5	43
62	же как	2	43
63	тому что	1	42
64	как это	2	42
65	отношению к	5	42
66	не является	4	41
67	о том	4	40
68	по своей	1	40
69	одной стороны	3	40
70	никогда не	8	39
71	с одной	5	39
72	так и	17	39
73	мы видели	2	38
74	в области	1	38
75	и к	4	37
76	вопрос о	2	37
77	если мы	2	37
78	мы видим	4	37
79	не в	10	37
80	в этой	3	37
81	с самого	3	36
82	в своем	8	36
83	все эти	12	36
84	самого начала	3	36
85	как в	10	36
86	а не	7	36
87	и его	26	36
88	того же	9	35
89	с другом	5	35
90	в себе	7	35
91	в которой	3	35
92	и т.д	2	35
93	друг с	5	35
94	он не	6	35
95	для себя	8	35
96	связи с	14	34
97	и как	12	34
98	приводит к	1	34
99	прежде всего	28	33
100	при этом	8	33
101	по себе	3	33
102	именно в	5	32
103	и на	13	32
104	той же	2	32
105	что оно	1	32
106	по своему	3	32
107	же самое	2	32
108	что и	5	32
109	и тем	1	32
110	но в	16	32
111	слова и	4	32
112	все же	12	31
113	из того	1	31
114	и то	5	31
115	на то	1	30
116	этом отношении	5	30
117	этого слова	2	29
118	между тем	1	29
119	могут быть	7	29
120	с этим	11	28
121	самом деле	2	28
122	с этой	3	27
123	в результате	6	27
124	другой стороны	1	27
125	этом случае	1	27
126	в то	13	27
127	и с	10	27
128	в своей	2	27
129	связь между	2	27
130	что все	4	27
131	перед нами	1	27
132	в их	9	26
133	что это	1	26
134	для него	5	26
135	в частности	11	26
136	в чем	3	25
137	еще не	8	25
138	уже в	5	25
139	все это	10	25
140	можно сказать	2	25
141	мы уже	17	25
142	это не	8	25
143	в смысле	5	24
144	тот же	4	24
145	понятия и	1	24
146	зависимости от	1	24
147	целый ряд	2	24
148	на этот	1	24
149	так что	4	24
150	в нем	28	24
151	как уже	3	24
152	в высшей	1	24
153	друг друга	3	23
154	этот вопрос	1	23
155	бы в	1	23
156	ни в	9	23
157	как он	4	23
158	связи между	2	23
159	во всяком	5	22
160	не могут	4	22
161	то время	4	22
162	смысле этого	1	22
163	в зависимости	1	22
164	высшей степени	1	22
165	между ними	5	21
166	к этому	5	21
167	как говорит	1	21
168	и следовательно	5	21
169	и ее	4	21
170	представление о	1	21
171	в нашем	3	21
172	его в	8	21
173	там где	4	21
174	и все	10	21
175	не имеет	5	21
176	в истории	6	21
177	ее в	2	21
178	и более	3	21
179	отношение к	5	21
180	в виду	5	20
181	в котором	8	20
182	в другом	2	20
183	из них	8	20
184	время как	5	20
185	из этих	5	20
186	и других	5	20
187	а в	6	20
188	как раз	13	20
189	к выводу	1	20
190	на этом	2	20
191	должно быть	6	20
192	по существу	17	20
193	и их	11	20
194	но мы	1	19
195	в связи	13	19
196	во всех	13	19
197	и по	5	19
198	один из	5	19
199	ступени развития	1	19
200	независимо от	1	19
201	в данном	4	19
202	для других	7	19
203	в той	5	19
204	мы и	4	19
205	словом и	2	19
206	как на	2	19
207	с ним	5	19
208	в себя	3	19
209	мы говорили	3	19
210	из которых	1	19
211	во всем	3	18
212	во всей	3	18
213	одного и	6	18
214	но это	1	18
215	в отличие	3	18
216	отличие от	3	18
217	приходит к	1	18
218	для развития	1	18
219	всяком случае	1	18
220	чем в	3	18
221	в этих	6	17
222	в своих	1	17
223	к другим	1	17
224	их в	6	17
225	в одном	10	17
226	я не	1	17
227	сих пор	4	17
228	на деле	1	17
229	до сих	4	17
230	о природе	1	17
231	в свою	2	17
232	в совершенно	3	17
233	тем же	3	17
234	до конца	5	17
235	и для	12	17
236	все что	2	17
237	нами в	1	17
238	и того	7	17
239	у него	8	17
240	этой точки	1	17
241	ту же	4	17
242	и от	3	17
243	и есть	3	17
244	то и	1	17
245	мы находим	2	17
246	и только	3	17
247	и другие	6	16
248	своей природе	1	16
249	функции и	1	16
250	в которых	4	16
251	слово и	1	16
252	значение в	5	16
253	мы имеем	2	16
254	вовсе не	20	16
255	такой же	1	16
256	выводу что	1	16
257	и даже	5	16
258	на этой	4	16
259	между двумя	6	16
260	по поводу	1	16
261	то в	2	16
262	для нас	2	16
263	которые в	2	16
264	которую мы	1	16
265	таким же	1	16
266	в них	11	15
267	вопрос об	2	15
268	от этого	4	15
269	и это	5	15
270	и является	2	15
271	со всеми	4	15
272	что если	1	15
273	данном случае	2	15
274	тем более	4	15
275	хотя бы	2	15
276	в начале	3	15
277	те же	5	15
278	отличается от	1	15
279	между этими	4	15
280	но как	1	15
281	которое мы	1	15
282	значит что	2	15
283	том же	4	15
284	ничего не	9	15
285	вообще не	4	15
286	как она	3	15
287	является не	2	15
288	когда он	1	15
289	по этому	2	15
290	уже говорили	6	14
291	это значит	3	14
292	но что	1	14
293	свою очередь	1	14
294	одно и	4	14
295	точка зрения	4	14
296	точку зрения	3	14
297	и здесь	2	14
298	связанные с	5	14
299	одним из	1	14
300	между словом	1	14
301	одной из	3	14
302	он должен	2	14
303	этих двух	1	14
304	от друга	2	14
305	не можем	1	14
306	о чем	4	14
307	это есть	1	14
308	когда мы	2	14
309	друг от	2	14
310	значение для	3	14
311	и во	13	14
312	с его	10	14
313	об этом	3	14
314	в теории	1	14
315	и отношений	1	14
316	имеет место	6	13
317	при переходе	1	13
318	с другими	3	13
319	и тот	2	13
320	его к	2	13
321	если в	1	13
322	в основном	12	13
323	смысле слова	4	13
324	они не	4	13
325	путь развития	1	13
326	но на	4	13
327	возникает в	1	13
328	в виде	1	13
329	другом месте	2	13
330	на его	1	13
331	отнюдь не	7	13
332	она не	2	13
333	человека и	15	13
334	для всех	3	13
335	как они	1	13
336	но все	6	13
337	этой проблемы	2	13
338	связей и	1	13
339	слова как	1	13
340	с ней	1	13
341	связана с	1	13
342	в состоянии	1	13
343	лишь в	8	13
344	факт что	1	13
345	стороны и	2	13
346	благодаря этому	1	13
347	все более	2	13
348	к другу	2	12
349	а затем	3	12
350	на первый	2	12
351	только на	3	12
352	но он	4	12
353	ясно что	2	12
354	должны были	1	12
355	функции в	1	12
356	за пределы	1	12
357	тем и	1	12
358	к другому	2	12
359	с их	2	12
360	в другую	3	12
361	в одной	2	12
362	и потому	4	12
363	и обратно	1	12
364	и составляет	1	12
365	еще более	7	12
366	от его	1	12
367	несмотря на	1	12
368	в ее	6	12
369	тому же	2	12
370	это мы	1	12
371	выражение в	3	12
372	все основные	3	12
373	были бы	1	12
374	которых мы	1	12
375	это и	1	12
376	только к	3	12
377	первый план	2	12
378	в ней	4	12
379	входит в	3	12
380	не столько	2	11
381	с собой	2	11
382	не могли	3	11
383	в других	9	11
384	находится в	3	11
385	на котором	2	11
386	и которое	1	11
387	на том	1	11
388	по типу	1	11
389	отношения к	7	11
390	мы будем	5	11
391	с ее	7	11
392	и при	1	11
393	эти особенности	3	11
394	в каком	2	11
395	моментов в	1	11
396	друг другу	4	11
397	мы нашли	1	11
398	на самом	1	11
399	раз в	4	11
400	есть в	3	11
401	не по	1	11
402	идет о	2	11
403	эта проблема	1	11
404	что на	3	11
405	нас в	3	11
406	остановиться на	1	11
407	одно из	3	11
408	например в	7	11
409	что этот	1	11
410	мы увидим	2	11
411	наряду с	7	11
412	гораздо более	1	11
413	не знает	4	11
414	в конце	11	11
415	а только	2	11
416	в один	2	11
417	относящихся к	1	11
418	действия и	1	11
419	слово в	1	11
420	лежит в	2	11
421	в пределах	8	11
422	нуждается в	1	11
423	и наконец	6	11
424	есть не	4	11
425	друг на	4	10
426	в основу	3	10
427	внимание на	2	10
428	но для	2	10
429	о которых	1	10
430	что как	1	10
431	в случае	1	10
432	связи и	1	10
433	опирается на	2	10
434	этот процесс	5	10
435	на друга	4	10
436	тот факт	1	10
437	на развитие	5	10
438	у нас	2	10
439	и может	2	10
440	но вместе	1	10
441	числе и	4	10
442	или иной	4	10
443	из всех	1	10
444	с необходимостью	2	10
445	и которые	1	10
446	нами выше	1	10
447	и т.п	6	10
448	но этот	1	10
449	самом начале	1	10
450	к жизни	2	10
451	на данной	1	10
452	учение о	1	10
453	и у	8	10
454	здесь мы	4	10
455	как с	1	10
456	если не	3	10
457	на каждом	1	10
458	не могло	5	10
459	и слово	1	10
460	том числе	7	10
461	потребность в	1	10
462	по пути	1	9
463	и до	7	9
464	понятно что	4	9
465	мышление как	1	9
466	для всей	1	9
467	что уже	1	9
468	как по	2	9
469	под влиянием	1	9
470	той или	3	9
471	должны быть	2	9
472	в тех	1	9
473	та же	4	9
474	друг к	2	9
475	этого понятия	1	9
476	оно не	3	9
477	и поэтому	2	9
478	основе этого	2	9
479	в новой	1	9
480	может не	1	9
481	но эта	5	9
482	сама по	1	9
483	также и	6	9
484	что можно	1	9
485	в плане	1	9
486	место в	4	9
487	в момент	1	9
488	к этой	1	9
489	он имеет	1	9
490	только для	2	9
491	как только	1	9
492	больше чем	1	9
493	говорить о	1	9
494	как оно	2	9
495	в системе	1	9
496	и он	3	9
497	и притом	1	9
498	на отдельные	1	9
499	одном и	1	9
500	мы в	1	9
501	мы говорим	1	9
502	еще в	1	9
503	совершенно не	3	9
504	видим в	1	9
505	он может	1	9
506	хотя и	5	9
507	в самой	3	9
508	в ином	1	9
509	или в	3	9
510	животных и	2	9
511	включает в	1	9
512	должен быть	2	9
513	не как	2	8
514	в этот	5	8
515	увидим что	1	8
516	и те	4	8
517	уже и	1	8
518	своей структуре	1	8
519	эти три	1	8
520	в эту	1	8
521	почти всегда	2	8
522	же самого	1	8
523	главным образом	1	8
524	от нее	1	8
525	в течение	2	8
526	еще один	1	8
527	все равно	1	8
528	образом в	1	8
529	возрасте в	1	8
530	на одном	1	8
531	только и	5	8
532	мы наблюдаем	2	8
533	дело с	1	8
534	осознания и	1	8
535	не являются	3	8
536	действительности и	1	8
537	где они	1	8
538	отношений и	1	8
539	в заключение	1	8
540	не возникает	1	8
541	и функции	1	8
542	себе и	4	8
543	его развития	1	8
544	и др	13	8
545	во время	7	8
546	в действии	1	8
547	не на	4	8
548	том как	2	8
549	в зоне	2	8
550	и тогда	1	8
551	более и	2	8
552	связан с	2	8
553	форм и	1	8
554	в более	2	8
555	нисколько не	1	8
556	что не	3	8
557	в таком	4	7
558	в разных	6	7
559	и сам	2	7
560	два момента	1	7
561	на него	1	7
562	он сам	2	7
563	больше и	2	7
564	в общем	1	7
565	всех этих	9	7
566	и делает	1	7
567	мы остановимся	1	7
568	необходимо предполагает	1	7
569	говорили что	1	7
570	его и	2	7
571	в значительной	3	7
572	при анализе	1	7
573	на которые	2	7
574	у них	4	7
575	и том	2	7
576	находятся в	1	7
577	то увидим	1	7
578	связаны с	3	7
579	на место	1	7
580	к вопросу	2	7
581	на один	2	7
582	одну из	2	7
583	все больше	1	7
584	же в	6	7
585	которой мы	1	7
586	случае в	1	7
587	с более	1	7
588	образом и	2	7
589	из нее	2	7
590	в жизни	6	7
591	не существует	1	7
592	которой он	3	7
593	представления о	1	7
594	имеет в	2	7
595	но они	3	7
596	до того	1	7
597	следующим образом	1	7
598	и основной	1	7
599	и вместе	1	7
600	развитие и	1	7
601	во втором	2	7
602	его с	2	7
603	должна быть	1	7
604	с ними	1	7
605	не имеют	4	7
606	как совершенно	1	7
607	при помощи	1	7
608	принадлежит к	4	7
609	ничем не	1	7
610	на одной	2	7
611	здесь в	6	7
612	это слово	1	7
613	и непосредственно	1	7
614	а также	5	7
615	но по	2	7
616	этого метода	1	7
617	основе их	1	7
618	этом и	1	7
619	одновременно с	2	7
620	только один	2	6
621	вопросу о	3	6
622	это противоречие	1	6
623	к ней	2	6
624	уже не	5	6
625	раз и	3	6
626	другом в	1	6
627	это же	1	6
628	себе в	1	6
629	с другим	1	6
630	что их	1	6
631	в отдельных	2	6
632	распадается на	2	6
633	всего в	4	6
634	и связи	1	6
635	каждой отдельной	1	6
636	в двух	1	6
637	в каждом	2	6
638	тот момент	1	6
639	значение и	7	6
640	и самый	3	6
641	в словах	1	6
642	в родном	1	6
643	бы и	1	6
644	наконец в	2	6
645	и больше	1	6
646	и наиболее	1	6
647	нет и	4	6
648	начиная с	1	6
649	совершенно так	1	6
650	он как	1	6
651	а это	1	6
652	опыта и	1	6
653	или даже	1	6
654	в условиях	8	6
655	и вообще	3	6
656	вперед по	1	6
657	происходит в	2	6
658	само собой	2	6
659	что было	6	6
660	находим в	1	6
661	этот момент	2	6
662	говорит о	1	6
663	что то	1	6
664	его на	3	6
665	в различных	2	6
666	одна из	3	6
667	в тот	1	6
668	этими двумя	3	6
669	как его	3	6
670	точек зрения	1	6
671	могло бы	1	6
672	для его	1	6
673	очень часто	1	6
674	на другой	2	6
675	с которым	1	6
676	на ее	1	6
677	природе и	1	6
678	которые могут	1	6
679	по самому	3	6
680	еще и	3	6
681	тех же	2	6
682	лежат в	2	6
683	роль в	12	6
684	что здесь	2	6
685	к моменту	1	6
686	дело в	3	6
687	это было	2	6
688	единое целое	1	6
689	останавливаться на	1	6
690	и о	1	6
691	применительно к	1	6
692	связанных между	1	5
693	формы в	1	5
694	кроме того	7	5
695	или на	1	5
696	из всего	1	5
697	к самому	1	5
698	им в	1	5
699	к ним	3	5
700	нигде не	1	5
701	отдельные элементы	1	5
702	ближе к	1	5
703	все его	7	5
704	как такового	1	5
705	и снова	1	5
706	совершенно ясно	1	5
707	того в	2	5
708	в ряду	2	5
709	того и	3	5
710	человека мы	2	5
711	в него	2	5
712	для них	3	5
713	никто не	2	5
714	своей собственной	3	5
715	каждой из	1	5
716	как если	2	5
717	действительность в	1	5
718	в данной	2	5
719	на ряд	1	5
720	что во	1	5
721	только с	1	5
722	что ему	1	5
723	когда они	1	5
724	ее на	1	5
725	однако не	2	5
726	все они	4	5
727	от всех	2	5
728	сами по	2	5
729	менее всего	2	5
730	в стороне	2	5
731	и другого	1	5
732	к построению	1	5
733	эти последние	1	5
734	из ряда	1	5
735	но всегда	1	5
736	же что	3	5
737	оказывается что	2	5
738	утверждает что	2	5
739	человека с	1	5
740	рассматривать как	1	5
741	ни один	2	5
742	есть все	1	5
743	могут не	1	5
744	и ту	1	5
745	от него	1	5
746	на эти	1	5
747	самого себя	1	5
748	есть прежде	1	5
749	исторического развития	1	5
750	что по	1	5
751	в новом	1	5
752	которыми он	3	5
753	и научные	1	5
754	значительной степени	1	5
755	что еще	1	5
756	вернуться к	2	5
757	тех случаях	1	5
758	это отношение	1	5
759	есть только	2	5
760	а следовательно	4	5
761	себя в	2	5
762	и весь	2	5
763	на протяжении	3	5
764	аналогии с	1	5
765	может иметь	1	5
766	противоречие между	1	5
767	это как	1	5
768	вообще в	1	5
769	в форме	5	5
770	вопрос в	1	5
771	речи о	1	5
772	не для	3	5
773	был бы	3	5
774	о которой	1	5
775	есть нечто	1	5
776	что должно	1	5
777	и человека	1	5
778	предметы в	1	5
779	стадии развития	2	5
780	наш анализ	1	5
781	на более	1	5
782	стороны мы	1	5
783	общего и	1	5
784	как у	2	5
785	видеть в	1	5
786	в полном	2	5
787	когда оно	1	5
788	слова но	1	5
789	случаях когда	1	5
790	конце концов	1	5
791	дело не	1	5
792	говоря о	1	5
793	всей его	2	5
794	прежде чем	3	5
795	строение и	1	5
796	бы он	2	5
797	по аналогии	2	5
798	более того	4	5
799	они имеют	1	4
800	в центре	2	4
801	зрения на	1	4
802	со всем	1	4
803	тем как	1	4
804	уже на	3	4
805	специфические особенности	1	4
806	когда это	1	4
807	как более	1	4
808	один ряд	1	4
809	всем его	1	4
810	во все	4	4
811	конечно не	7	4
812	ни одного	1	4
813	является конечно	1	4
814	не подлежит	1	4
815	не происходит	1	4
816	проблемы и	1	4
817	с нашей	3	4
818	не путем	1	4
819	не было	8	4
820	или не	2	4
821	рядом с	4	4
822	эту проблему	1	4
823	так сказать	14	4
824	особенности в	2	4
825	а отнюдь	1	4
826	а потом	2	4
827	ничего нового	1	4
828	и та	2	4
829	значения в	2	4
830	все дело	1	4
831	что есть	1	4
832	должны будем	1	4
833	и сами	1	4
834	мы встречаем	3	4
835	была бы	2	4
836	сложный и	1	4
837	приведенных выше	1	4
838	влияния на	2	4
839	который он	1	4
840	в очень	1	4
841	и вот	2	4
842	с которой	2	4
843	для нее	1	4
844	вступает в	2	4
845	от других	1	4
846	по направлению	1	4
847	другого в	1	4
848	связанными между	1	4
849	она может	1	4
850	самой природе	1	4
851	слова он	1	4
852	его только	1	4
853	здесь не	5	4
854	в корне	2	4
855	и после	1	4
856	самое слово	1	4
857	эта точка	1	4
858	нас не	1	4
859	что значит	1	4
860	нам не	1	4
861	к самой	1	4
862	только два	2	4
863	и со	1	4
864	и я	1	4
865	в каждой	1	4
866	встречаются в	1	4
867	сказать только	1	4
868	то он	1	4
869	чистом виде	1	4
870	бы назвать	1	4
871	не оставляет	6	4
872	есть и	4	4
873	к данному	1	4
874	или как	5	4
875	но эти	4	4
876	то новое	1	4
877	о своих	1	4
878	противоречии с	1	4
879	за счет	2	4
880	образов и	1	4
881	это на	1	4
882	культурного развития	1	4
