N	3gram	Propp_Isto	Freidism
1	не может быть	8	14
2	по отношению к	6	11
3	в том что	6	9
4	и прежде всего	1	7
5	мы знаем что	7	6
6	в высшей степени	1	6
7	можем сказать что	1	5
8	в большинстве случаев	4	5
9	с самого начала	4	5
10	мы можем сказать	1	5
11	мы увидим что	8	4
12	тем не менее	7	4
13	сам по себе	1	4
14	на самом деле	2	4
15	в зависимости от	3	4
16	не могут быть	1	4
17	в этом отношении	1	4
18	и тот же	2	3
19	только то что	1	3
20	мы уже знаем	3	3
21	для того чтобы	1	3
22	о том что	5	3
23	один и тот	2	3
24	до сих пор	11	3
25	к тому чтобы	1	3
26	бы то ни	2	3
27	на этот вопрос	2	3
28	мы видели что	3	3
29	но в то	1	3
30	мы не можем	3	3
31	если бы он	1	3
32	должны прежде всего	1	2
33	наступления половой зрелости	1	2
34	и тем не	2	2
35	это как бы	1	2
36	равно как и	1	2
37	но вместе с	1	2
38	и может быть	1	2
39	в этом смысле	1	2
40	один из них	1	2
41	вовсе не в	1	2
42	для этого нужно	1	2
43	связь с другими	1	2
44	в какой степени	1	2
45	мы могли бы	1	2
46	но если мы	1	2
47	формы социальной жизни	1	2
48	том что она	1	2
49	в таких случаях	4	2
50	в этом утверждении	1	2
51	не чем иным	1	2
52	чем иным как	1	2
53	мы никогда не	1	2
54	что и в	1	2
55	в отличие от	3	2
56	том что он	1	2
57	таким образом в	1	2
58	то ни было	2	2
59	к тому что	1	2
60	самом же деле	1	2
61	в другом месте	2	2
62	на самом же	1	2
63	с одной стороны	7	2
64	мы должны прежде	1	2
65	то же самое	3	2
66	и т д	35	1
67	быть не может	1	1
68	того что он	1	1
69	мы говорили что	1	1
70	что он не	4	1
71	тесно связана с	1	1
72	в этом случае	3	1
73	во время сна	1	1
74	что он делает	1	1
75	он должен был	1	1
76	а может быть	2	1
77	в какой связи	1	1
78	общие для всех	1	1
79	но тем не	1	1
80	но в отличие	3	1
81	к тому кто	1	1
82	того или иного	1	1
83	вернемся теперь к	1	1
84	другом месте см	1	1
85	как будто бы	2	1
86	что она не	1	1
87	что он умер	3	1
88	сводится к тому	1	1
89	но и по	1	1
90	мы имеем один	1	1
91	до известной степени	1	1
92	на них мы	1	1
93	то что он	1	1
94	но и в	4	1
95	лежат в основе	1	1
96	знаем что в	2	1
97	в сторону от	1	1
98	могут быть объяснены	1	1
99	так и с	1	1
100	в себя и	1	1
101	взять на себя	2	1
102	из них но	1	1
103	не делает он	1	1
104	может быть даже	1	1
105	они сами должны	1	1
106	мы обратимся к	2	1
107	а иногда и	1	1
108	и к другим	1	1
109	она не знает	2	1
110	не умирает и	1	1
111	в тех же	1	1
112	оно и есть	1	1
113	самое последнее время	1	1
114	в головах людей	1	1
115	только в пределах	1	1
116	это не может	2	1
117	они не могут	1	1
118	ответ на это	1	1
119	только в этом	1	1
120	на вопрос о	1	1
121	от начала до	1	1
122	в то время	3	1
123	в этой работе	1	1
124	и то же	1	1
125	там где нет	1	1
126	друг на друга	1	1
127	все же не	2	1
128	что он был	1	1
129	уже не может	1	1
130	со всех сторон	4	1
131	и один из	1	1
132	не совсем так	1	1
133	в которой мы	1	1
134	дело здесь в	1	1
135	друг с другом	3	1
136	в одной из	1	1
137	да и не	1	1
138	на которой он	1	1
139	то это означает	1	1
140	не что иное	3	1
141	начала до конца	1	1
142	через некоторое время	1	1
143	то же что	1	1
144	одно из них	1	1
145	дело в том	3	1
146	иметь в виду	2	1
147	а есть только	1	1
148	часто может оказаться	1	1
149	ответ на этот	1	1
150	знаем что он	2	1
151	у всех народов	1	1
152	останавливаться не будем	1	1
153	можно только через	1	1
154	так же как	6	1
155	его в том	1	1
156	это не совсем	1	1
157	это один из	2	1
158	смысле этого слова	1	1
159	в мифах и	1	1
160	этим же объясняется	1	1
161	во всех этих	1	1
162	том что в	1	1
163	этим дело не	1	1
164	можно говорить о	1	1
165	и не мог	1	1
166	то мы имеем	1	1
167	один из крупнейших	1	1
168	из них не	1	1
169	так и по	1	1
170	но этим дело	1	1
171	и культурной жизни	1	1
172	не только не	1	1
173	так как это	1	1
174	есть не что	2	1
175	уже знаем что	2	1
176	так как его	1	1
177	мы живем в	1	1
178	так как в	2	1
179	и не могут	1	1
180	можно с уверенностью	1	1
181	увидим что она	1	1
182	мы останавливаться не	1	1
183	тесно связанным с	1	1
184	относится и к	1	1
185	на первый взгляд	2	1
186	в самое последнее	1	1
187	ситуация при которой	1	1
188	же относится к	1	1
189	что иное как	3	1
190	все же остается	1	1
191	но все же	7	1
192	и что он	1	1
193	и она не	1	1
194	мы видели также	1	1
195	едва ли не	1	1
196	все это не	1	1
197	в такой форме	1	1
198	как это делает	1	1
199	в нем и	1	1
200	и в нем	2	1
201	на этом пути	1	1
202	оно все же	1	1
203	мы имеем в	4	1
204	мы не будем	4	1
205	этого не делает	1	1
206	таким образом и	1	1
207	увидим что и	1	1
208	но никогда не	1	1
209	но в целом	1	1
210	оно может быть	2	1
211	это означает что	1	1
212	до конца и	1	1
213	говорит об этом	1	1
214	и пр только	1	1
215	но так как	2	1
216	можно было бы	5	1
217	то же явление	2	1
218	еще ничего не	1	1
219	если мы будем	1	1
220	шире и глубже	1	1
221	это было бы	1	1
