N	2gram	Bakhtin_Pr	Otkroven
1	о человеке	2	29
2	у него	9	22
3	у достоевского	35	19
4	и в	59	19
5	и не	66	13
6	но и	22	13
7	в этом	40	12
8	человека в	8	11
9	а не	30	11
10	из подполья	14	11
11	не только	26	11
12	не в	10	11
13	может быть	38	11
14	вопрос о	4	10
15	человека и	2	10
16	и все	4	10
17	в нем	38	10
18	к человеку	3	9
19	потому что	20	9
20	в человеке	15	9
21	прежде всего	17	9
22	не было	5	9
23	в самой	10	9
24	никогда не	19	9
25	и он	3	8
26	от него	3	7
27	ни с	1	7
28	в его	44	7
29	он всегда	1	7
30	ивана карамазова	9	7
31	он не	11	7
32	но он	3	7
33	лишь в	4	7
34	до конца	11	7
35	достоевского он	2	7
36	человек не	1	7
37	человеческой души	1	6
38	все это	12	6
39	великом инквизиторе	1	6
40	как и	21	6
41	в самом	19	5
42	достоевского и	14	5
43	в творчестве	6	5
44	в том	17	5
45	человеке и	1	5
46	для него	23	5
47	него в	2	5
48	для достоевского	9	5
49	в этой	5	5
50	а в	9	5
51	человеке в	1	5
52	до самого	1	5
53	отношение к	4	5
54	в россии	1	5
55	то что	21	5
56	записок из	4	5
57	герои достоевского	5	4
58	все в	7	4
59	что в	14	4
60	в преступлении	2	4
61	достоевского все	2	4
62	достоевского не	18	4
63	только и	1	4
64	того чтобы	5	4
65	грани и	1	4
66	не может	31	4
67	в идиоте	1	4
68	него и	1	4
69	человеческих отношений	1	4
70	всегда есть	1	4
71	что не	6	4
72	достоевский не	8	4
73	в самую	2	4
74	человек и	2	4
75	все эти	12	4
76	на земле	1	4
77	и его	21	4
78	он сам	9	4
79	в романах	15	4
80	его мысли	1	4
81	с его	14	4
82	достоевского есть	1	4
83	достоевский был	5	3
84	в русской	3	3
85	и от	3	3
86	все что	6	3
87	как художник	4	3
88	что человек	1	3
89	и вот	4	3
90	хотя бы	5	3
91	это за	1	3
92	это не	13	3
93	для того	3	3
94	более всего	1	3
95	с ним	13	3
96	подполья и	2	3
97	мысли и	5	3
98	преступлении и	2	3
99	в бесах	1	3
100	романах достоевского	12	3
101	достоевского было	3	3
102	и наказании	2	3
103	в этих	5	3
104	не могут	6	3
105	природы но	1	3
106	самого достоевского	8	3
107	в своих	5	3
108	как бы	40	3
109	было бы	10	3
110	человека его	1	3
111	раскольникова ставрогина	1	3
112	могут быть	5	3
113	в себе	9	3
114	достоевского в	21	3
115	и есть	6	3
116	что он	16	3
117	человеческого духа	2	3
118	это было	3	3
119	нем нет	1	3
120	и ее	5	3
121	о том	5	3
122	того что	4	3
123	к нему	13	3
124	еще не	11	3
125	свобода и	1	2
126	всего в	2	2
127	и к	5	2
128	и ивана	2	2
129	как к	3	2
130	и потому	9	2
131	так и	13	2
132	что они	3	2
133	и то	1	2
134	и против	1	2
135	в душе	1	2
136	все же	9	2
137	что у	5	2
138	не могли	3	2
139	так как	11	2
140	его героев	6	2
141	ивана и	1	2
142	на западе	2	2
143	должно быть	4	2
144	к этой	1	2
145	в дневнике	1	2
146	даже и	2	2
147	к ней	1	2
148	его не	2	2
149	для всякого	1	2
150	и ни	1	2
151	уже в	9	2
152	ничто не	1	2
153	любовь к	1	2
154	в человеческом	1	2
155	в другом	1	2
156	совсем не	1	2
157	личности и	1	2
158	не созерцает	1	2
159	в подростке	1	2
160	ничего кроме	1	2
161	так что	3	2
162	в своем	12	2
163	в этот	2	2
164	героев достоевского	5	2
165	о достоевском	12	2
166	с которой	4	2
167	в которой	6	2
168	дневнике писателя	1	2
169	к достоевскому	1	2
170	ее в	2	2
171	не все	2	2
172	и этим	2	2
173	одно из	2	2
174	что и	10	2
175	которую он	2	2
176	достоевского к	5	2
177	в уста	3	2
178	произведений достоевского	8	2
179	можно ли	1	2
180	в истории	3	2
181	в единстве	7	2
182	в исступлении	1	2
183	его в	6	2
184	свободы и	1	2
185	чем в	3	2
186	ведь это	3	2
187	ко всем	2	2
188	образ человека	1	2
189	этого мира	6	2
190	и с	10	2
191	что же	5	2
192	человека достоевский	3	2
193	дмитрия и	2	2
194	и там	1	2
195	он в	3	2
196	иваном карамазовым	2	2
197	творчество достоевского	3	2
198	достоевского с	8	2
199	и о	5	2
200	сказать что	9	2
201	что для	4	2
202	тем что	5	2
203	него не	4	2
204	романов достоевского	12	2
205	из всего	2	2
206	и на	15	2
207	в других	1	2
208	что все	5	2
209	ничего не	8	2
210	хотя и	1	2
211	не есть	2	2
212	в своей	17	2
213	все еще	2	2
214	жизни в	3	2
215	достоевским и	2	2
216	по себе	13	2
217	достоевского но	10	2
218	не имеет	2	2
219	к этому	6	2
220	ни у	1	2
221	и никогда	1	2
222	особенность достоевского	2	2
223	же это	2	2
224	том что	15	2
225	от человека	2	2
226	что достоевский	3	2
227	и для	5	2
228	человека о	1	2
229	достоевского нет	3	2
230	в ее	4	2
231	своей жизни	2	2
232	подойти к	1	2
233	но в	7	2
234	человека а	2	2
235	достоевский прежде	4	2
236	и нет	2	2
237	иван карамазов	2	2
238	он прежде	1	2
239	в великом	1	1
240	всего творчества	1	1
241	уже с	1	1
242	чтобы сделать	1	1
243	и изображает	1	1
244	что было	4	1
245	говорит достоевский	1	1
246	и постановка	1	1
247	и мир	4	1
248	понял что	1	1
249	во всем	1	1
250	к одному	1	1
251	братьях карамазовых	3	1
252	в каждом	11	1
253	не романы	1	1
254	подпольного человека	1	1
255	одно время	1	1
256	братьев карамазовых	1	1
257	и весь	1	1
258	во всяком	5	1
259	связан с	1	1
260	не так	3	1
261	ко всему	1	1
262	быть он	1	1
263	вот тема	1	1
264	его и	4	1
265	с образом	3	1
266	одном месте	1	1
267	совершенно не	2	1
268	а потому	4	1
269	нужно отметить	1	1
270	то он	3	1
271	ее и	2	1
272	не допускает	1	1
273	для его	4	1
274	еще одну	1	1
275	а с	4	1
276	и самое	4	1
277	это конечно	1	1
278	не существует	1	1
279	все его	4	1
280	самой жизни	2	1
281	и других	8	1
282	своих романах	1	1
283	и всякий	1	1
284	и положительное	1	1
285	к другу	4	1
286	один из	4	1
287	которым он	1	1
288	в котором	6	1
289	и здесь	5	1
290	та же	1	1
291	даже когда	1	1
292	по природе	4	1
293	ум его	1	1
294	а вовсе	1	1
295	после которого	1	1
296	огромная и	1	1
297	самой природе	1	1
298	друг к	4	1
299	он ни	2	1
300	братья карамазовы	3	1
301	мир в	4	1
302	обычном смысле	2	1
303	они и	3	1
304	и переживает	1	1
305	ведется рассказ	1	1
306	же и	2	1
307	и наказание	2	1
308	ней не	1	1
309	ивану и	1	1
310	и свобода	1	1
311	толстого и	2	1
312	человека он	1	1
313	начале романа	2	1
314	оказывается у	1	1
315	нельзя найти	1	1
316	не имеют	1	1
317	каждом из	2	1
318	сам и	1	1
319	природы человеческой	1	1
320	случае если	1	1
321	в достоевском	1	1
322	можно и	1	1
323	достоевского нельзя	1	1
324	в положительных	1	1
325	достоевского совершенно	2	1
326	того как	1	1
327	одну особенность	1	1
328	к одной	1	1
329	жизни а	2	1
330	нет такой	1	1
331	раскольникова и	4	1
332	и пр	3	1
333	и заключается	1	1
334	своеобразие достоевского	2	1
335	пределы и	1	1
336	ним вот	2	1
337	в братьях	3	1
338	в первый	1	1
339	достоевского всегда	2	1
340	его с	2	1
341	и наказания	2	1
342	она не	9	1
343	должна быть	4	1
344	мы не	3	1
345	не могу	1	1
346	противоречие и	1	1
347	каждый может	1	1
348	больше всего	1	1
349	есть у	2	1
350	притом не	1	1
351	смысле слова	1	1
352	есть без	1	1
353	но достоевский	1	1
354	не идет	1	1
355	жизни человека	1	1
356	все позволено	1	1
357	заключено в	1	1
358	это лишь	2	1
359	еще больше	1	1
360	еще более	1	1
361	жизнь а	1	1
362	с чертом	1	1
363	ту же	1	1
364	но не	13	1
365	путь которым	1	1
366	по сравнению	2	1
367	природе своей	3	1
368	души человеческой	2	1
369	него была	1	1
370	людей но	1	1
371	не по	3	1
372	к творчеству	1	1
373	быть не	1	1
374	преступления и	2	1
375	был бы	6	1
376	достоевского можно	1	1
377	в ней	8	1
378	у самого	3	1
379	из всех	1	1
380	уже отмечали	2	1
381	мышкиным и	1	1
382	человека как	1	1
383	не показал	1	1
384	художественного творчества	3	1
385	он видит	1	1
386	он развивал	1	1
387	достоевский самый	1	1
388	что это	1	1
389	из романов	3	1
390	свою мысль	2	1
391	него лишь	1	1
392	человека от	2	1
393	и тогда	1	1
394	этом отношении	7	1
395	может служить	1	1
396	образа человека	2	1
397	и был	3	1
398	всяком случае	3	1
399	человеке с	1	1
400	на этих	1	1
401	он и	9	1
402	по достоевскому	5	1
403	их жизни	2	1
404	сознания в	2	1
405	в сущности	11	1
406	он что	1	1
407	для художника	1	1
408	с достоевским	1	1
409	кажется что	4	1
410	лучше сказать	1	1
411	романы достоевского	3	1
412	его он	1	1
413	великих художников	1	1
414	только их	1	1
415	карамазовых в	1	1
416	но тем	1	1
417	в частности	2	1
418	говорит о	1	1
419	как это	2	1
420	ни был	2	1
421	о нем	16	1
422	и больше	1	1
423	не оставляет	4	1
424	проникновения в	4	1
425	только один	2	1
426	что только	1	1
427	и тут	1	1
428	глубины человека	1	1
429	со всей	2	1
430	как у	4	1
431	распадается на	1	1
432	что сам	1	1
433	со стороны	6	1
434	и через	2	1
435	я бы	1	1
436	своих героев	5	1
437	отношении ко	1	1
438	он подошел	1	1
439	он должен	1	1
440	в науке	2	1
441	видеть в	1	1
442	не с	1	1
443	и достоевский	3	1
444	отношении к	3	1
445	за собой	3	1
446	не хочет	1	1
447	и ему	1	1
448	раскрыть в	1	1
449	и что	2	1
450	в одном	14	1
451	на самом	5	1
452	они в	1	1
453	у нас	2	1
454	его характер	2	1
455	в отношении	3	1
456	можно было	5	1
457	подходит к	5	1
458	других писателей	2	1
459	людей и	2	1
460	не потому	4	1
461	же не	1	1
462	да ведь	4	1
463	бы и	6	1
464	возможности достоевский	1	1
465	и это	5	1
466	ее с	3	1
467	мира по	1	1
468	совершенно новый	1	1
469	в нас	1	1
470	смысле этого	2	1
471	всякого человека	1	1
472	и когда	1	1
473	и до	5	1
474	нет никакого	1	1
475	с их	9	1
476	творчества достоевского	8	1
477	духа как	1	1
478	по содержанию	1	1
479	достоевский и	3	1
480	проникнуть в	2	1
481	иначе чем	1	1
482	по своей	1	1
483	от того	4	1
484	человека с	1	1
485	которая была	1	1
486	был человек	1	1
487	свой метод	1	1
488	думать что	1	1
489	в них	5	1
490	у нее	1	1
491	действующие лица	1	1
492	в форме	8	1
493	говорит он	9	1
494	и всех	2	1
495	как достоевский	3	1
496	человеке а	1	1
497	перед ним	2	1
498	как например	2	1
499	не совпадает	2	1
500	и даже	4	1
501	психологии и	1	1
502	в борьбе	1	1
503	этот период	1	1
504	он еще	2	1
505	всего что	2	1
506	всегда и	1	1
507	произвола и	1	1
508	творчеству достоевского	1	1
509	подошел к	1	1
510	своей новой	1	1
511	он ходит	1	1
512	если бы	12	1
513	самом деле	9	1
514	делает в	1	1
515	в высшее	1	1
516	от всех	1	1
517	иногда и	1	1
518	и мыслей	1	1
519	до последней	1	1
520	и формы	1	1
521	дороги и	1	1
522	и более	2	1
523	самим собой	1	1
524	его судьба	1	1
525	вот что	2	1
526	достоевский в	10	1
527	с ними	3	1
528	была бы	5	1
529	истории и	1	1
530	и сам	5	1
531	представляется ему	1	1
532	остается и	1	1
533	или лучше	1	1
