N	3gram	Bakhtin_KF	Tvorches
1	в то же	2	25
2	то же время	2	24
3	в том что	2	11
4	в соответствии с	2	8
5	и в то	1	7
6	в конечном счете	1	6
7	не может быть	11	6
8	но в то	1	6
9	в том же	1	5
10	по отношению к	22	5
11	до сих пор	1	4
12	с точки зрения	10	4
13	дело в том	1	4
14	дело не в	1	3
15	во всяком случае	1	3
16	и все же	1	3
17	это не значит	1	2
18	бы он ни	2	2
19	влечет за собой	1	2
20	для того чтобы	1	2
21	тем не менее	2	2
22	не значит что	1	2
23	на первом плане	2	2
24	не потому что	1	2
25	может быть понята	1	2
26	в целом и	2	2
27	в известном смысле	1	2
28	никогда не было	1	2
29	но это не	1	2
30	в свою очередь	1	2
31	но прежде всего	1	2
32	вместе с тем	1	2
33	и та же	2	2
34	на самом деле	3	2
35	это уже не	1	2
36	как бы ни	1	2
37	но отнюдь не	1	2
38	нет и не	1	2
39	в этот момент	1	1
40	и как бы	1	1
41	отказаться от своей	2	1
42	по себе а	1	1
43	в один момент	1	1
44	не содержит в	1	1
45	в котором оно	1	1
46	то или иное	2	1
47	мы говорим о	2	1
48	хотя бы и	1	1
49	не в себе	1	1
50	он не может	1	1
51	рядом с ними	1	1
52	но для того	1	1
53	и вследствие этого	1	1
54	бытие в котором	1	1
55	а с точки	1	1
56	потому что в	1	1
57	никогда бы не	1	1
58	понять его в	1	1
59	пространство и время	1	1
60	та же мысль	1	1
61	мы никогда не	1	1
62	он ни был	2	1
63	что в конечном	1	1
64	не о том	1	1
65	и тем самым	1	1
66	в чем не	4	1
67	жизни при этом	1	1
68	в разные стороны	1	1
69	и рядом с	1	1
70	со своего места	1	1
71	то ни было	2	1
72	и того же	1	1
73	не может жить	1	1
74	то же самое	1	1
75	со всем что	1	1
76	они имеют смысл	1	1
77	к тому что	1	1
78	не может не	1	1
79	в нем нет	1	1
80	бы то ни	2	1
81	оно могло бы	1	1
82	образом и в	1	1
83	это-то и есть	1	1
84	в себя как	1	1
85	он живет и	1	1
86	и в этом	3	1
87	и тем не	1	1
88	того или иного	3	1
89	той или иной	2	1
90	признать что в	1	1
91	равно как и	1	1
92	не вступает в	1	1
93	и только в	3	1
94	других людей и	2	1
95	в том смысле	1	1
96	но эта функция	1	1
97	решения этой задачи	1	1
98	имеем в виду	2	1
99	ясно что это	1	1
100	в действительной жизни	1	1
101	ту или иную	1	1
102	прошлое и будущее	2	1
103	может быть в	3	1
104	и не в	1	1
105	действительной жизни и	1	1
106	форму и содержание	1	1
107	в настоящее время	1	1
108	все это в	1	1
109	но все это	1	1
110	со всех сторон	1	1
111	как и на	1	1
112	я не могу	1	1
113	там где есть	1	1
114	мир в целом	1	1
115	то все же	1	1
116	мир в котором	7	1
117	пространства и времени	1	1
118	в этом его	2	1
119	если он не	1	1
120	не зависит от	1	1
121	лучше всего мы	1	1
122	одного и того	1	1
123	в котором не	1	1
124	одна и та	2	1
125	и в ее	1	1
126	друг для друга	1	1
127	но только не	1	1
128	что может быть	1	1
129	этом его сила	1	1
130	в нем и	3	1
131	и только для	1	1
132	вопрос о том	2	1
133	не является только	1	1
134	это и есть	1	1
135	до конца и	1	1
136	ни в чем	4	1
137	мы не можем	1	1
138	людей и все	1	1
139	только в этом	1	1
140	если бы не	1	1
