N	2gram	Vygotskiy_	Psycholo
1	то что	40	193
2	и в	47	190
3	в том	38	163
4	что в	23	123
5	потому что	26	114
6	том что	28	113
7	и что	14	108
8	может быть	20	107
9	таким образом	38	102
10	в этом	47	100
11	все время	3	86
12	в самом	15	82
13	как бы	13	80
14	для того	24	78
15	того чтобы	26	78
16	что он	13	76
17	не только	36	75
18	на то	5	73
19	и не	27	73
20	что она	8	71
21	самом деле	6	70
22	точки зрения	39	69
23	и т	1	69
24	не может	23	68
25	если мы	6	66
26	так же	26	63
27	так как	25	63
28	было бы	12	56
29	если бы	8	55
30	то же	16	54
31	о том	5	54
32	и мы	1	54
33	в басне	1	54
34	при этом	4	52
35	как и	19	51
36	что и	4	50
37	а не	7	50
38	что это	7	49
39	сказать что	18	46
40	по себе	5	46
41	только в	24	46
42	в сущности	16	46
43	заключается в	14	46
44	говорит что	3	45
45	к тому	13	45
46	не в	7	45
47	ясно что	4	43
48	в этой	7	43
49	показать что	8	43
50	никогда не	7	42
51	и все	5	42
52	вместе с	19	41
53	как это	7	40
54	но и	19	40
55	с и	1	40
56	как раз	6	39
57	при помощи	1	39
58	того что	27	39
59	же самое	12	38
60	и это	2	37
61	мы видим	10	37
62	и как	7	36
63	с тем	8	35
64	вовсе не	3	34
65	как на	8	34
66	и его	14	34
67	тому что	14	33
68	все же	7	33
69	что все	6	33
70	когда он	2	33
71	же точно	6	32
72	в себе	14	32
73	все это	5	32
74	он не	5	31
75	мы не	10	31
76	в его	7	31
77	для нас	4	31
78	в ней	5	31
79	сейчас же	1	30
80	мы увидим	1	30
81	как будто	1	30
82	никак не	5	30
83	как в	7	30
84	с одной	7	29
85	и для	5	29
86	одной стороны	7	29
87	с точки	31	29
88	в нем	6	29
89	что они	11	28
90	мы можем	7	28
91	и то	10	28
92	что мы	14	28
93	в своих	2	27
94	в основе	5	27
95	на деле	2	27
96	и на	4	27
97	а в	3	27
98	с другой	7	27
99	все то	1	27
100	так что	8	26
101	совершенно не	2	26
102	только что	7	25
103	и здесь	5	25
104	до сих	6	24
105	с таким	3	24
106	до конца	8	24
107	тем что	14	24
108	сущности говоря	6	24
109	в целом	7	24
110	в своем	3	23
111	сих пор	6	23
112	из этого	4	23
113	один из	3	23
114	что если	2	23
115	целый ряд	6	23
116	что оно	9	23
117	для этого	4	23
118	могут быть	7	23
119	казалось бы	4	22
120	с этим	5	22
121	из них	2	22
122	что у	4	22
123	между тем	2	22
124	и даже	3	22
125	когда мы	2	22
126	всякий раз	3	22
127	как она	6	22
128	в котором	6	21
129	том чтобы	1	21
130	в двух	2	21
131	в которых	3	21
132	той же	13	21
133	в своей	4	21
134	ни в	3	21
135	в конце	5	21
136	что эта	7	21
137	но только	5	21
138	как мы	24	21
139	и вот	1	21
140	и только	7	21
141	другой стороны	3	20
142	в то	10	20
143	мы имеем	3	20
144	она не	7	20
145	дело с	3	20
146	несмотря на	2	20
147	на этом	4	20
148	там где	7	20
149	это не	6	20
150	все эти	7	20
151	в одном	4	19
152	что при	4	19
153	мы уже	5	19
154	в какой	6	19
155	мы должны	7	19
156	в ее	7	19
157	у него	2	19
158	он говорит	1	19
159	с этой	5	18
160	в которой	16	18
161	можно было	7	18
162	но в	9	18
163	зависимости от	6	18
164	в каком	2	18
165	что с	7	18
166	на самом	3	18
167	но не	13	18
168	и есть	4	18
169	перед нами	3	18
170	есть не	3	18
171	в виду	5	17
172	во всяком	2	17
173	полагает что	2	17
174	иначе говоря	3	17
175	время как	7	17
176	что для	3	17
177	из этих	6	17
178	но это	4	17
179	одна из	2	17
180	только не	14	17
181	у нас	3	17
182	легко показать	1	17
183	и о	4	17
184	и к	11	16
185	из которых	3	16
186	к этому	2	16
187	в психологии	5	16
188	та же	2	16
189	обратиться к	1	16
190	самого начала	13	16
191	с самого	13	16
192	в таком	2	16
193	же как	14	16
194	совершенно прав	1	16
195	и тем	10	16
196	не имеет	6	16
197	формы и	1	16
198	так и	8	16
199	тому как	2	16
200	от того	6	16
201	в результате	3	15
202	в них	3	15
203	только на	5	15
204	во всех	9	15
205	мы знаем	5	15
206	как говорит	6	15
207	о которых	3	15
208	могли бы	10	15
209	не могут	9	15
210	о котором	1	15
211	на примере	1	15
212	и потому	3	15
213	в зависимости	6	15
214	не просто	1	15
215	которых мы	5	15
216	утверждает что	1	15
217	далеко не	1	15
218	двух противоположных	1	15
219	еще не	5	15
220	для него	6	15
221	в частности	4	15
222	не можем	4	15
223	в совершенно	3	14
224	одной и	5	14
225	но он	3	14
226	очевидно что	6	14
227	и той	5	14
228	главным образом	1	14
229	то время	8	14
230	это и	7	14
231	того как	6	14
232	прежде всего	9	14
233	что всякое	2	14
234	заключает в	2	14
235	такой же	4	14
236	что на	5	14
237	те же	1	14
238	при таком	2	14
239	этих двух	4	14
240	бы в	7	14
241	столь же	2	14
242	показывает что	6	14
243	это есть	6	14
244	всяком случае	1	14
245	этом отношении	7	14
246	с той	3	14
247	или в	2	14
248	к которым	1	14
249	по существу	2	14
250	есть только	3	14
251	в области	5	14
252	с ним	5	14
253	факт что	2	14
254	само по	1	14
255	именно в	9	13
256	не могли	5	13
257	точка зрения	2	13
258	а с	3	13
259	отнюдь не	2	13
260	этот вопрос	2	13
261	знаем что	3	13
262	напротив того	1	13
263	в той	7	13
264	речь идет	1	13
265	едва ли	5	13
266	и он	4	13
267	как он	1	13
268	должен был	2	13
269	и другие	1	12
270	в этих	2	12
271	их в	2	12
272	не менее	6	12
273	в основу	1	12
274	того же	7	12
275	в конечном	2	12
276	я не	3	12
277	в самой	3	12
278	тогда когда	12	12
279	сам по	2	12
280	совершенно правильно	1	12
281	в свою	3	12
282	и уже	1	12
283	тот факт	2	12
284	состоит в	3	12
285	но если	5	12
286	и этот	1	12
287	и другое	4	12
288	и может	2	12
289	идет о	3	12
290	это в	2	12
291	конце концов	1	12
