N	4gram	Vygotskiy_	Problema
1	не что иное как	2	14
2	ни в каком случае	1	12
3	в то время как	4	12
4	дело в том что	2	10
5	и т д и	1	9
6	т д и т	1	8
7	д и т д	1	7
8	заключается в том что	6	6
9	бы то ни было	1	6
10	в том виде как	1	5
11	ни в чем не	1	5
12	а с другой стороны	3	4
13	одним и тем же	3	4
14	в собственном смысле слова	2	4
15	одно и то же	3	4
16	если иметь в виду	1	4
17	указывает на то что	3	4
18	уже во всяком случае	1	4
19	так же как и	1	4
20	в том или ином	1	4
21	одного и того же	2	3
22	несмотря на то что	1	3
23	по одному тому что	1	3
24	с этой точки зрения	3	3
25	с одной стороны это	1	3
26	с одной стороны и	1	3
27	в том что он	2	3
28	не только то что	1	2
29	если оставить в стороне	1	2
30	в том что в	2	2
31	в том что всякое	1	2
32	о том что он	2	2
33	одной и той же	4	2
34	и если мы хотим	1	2
35	один и тот же	1	2
36	мы и хотели бы	1	2
37	но все дело в	1	2
38	заключается в том чтобы	2	2
39	то же самое мы	1	2
40	мысль о том что	1	2
41	если это так то	1	2
42	все дело в том	1	2
43	и что в нем	2	2
44	если принять во внимание	1	2
45	на то что она	1	2
46	что в конце концов	2	2
47	но если это так	1	2
48	прибавим к этому что	1	1
49	нисколько не больше чем	1	1
50	а не только в	1	1
51	мы не имели бы	1	1
52	самое основное и центральное	1	1
53	том и заключается что	2	1
54	о котором мы говорили	2	1
55	собственном смысле слова и	1	1
56	именно то что он	1	1
57	говорится о том что	2	1
58	и т д мы	1	1
59	в то же время	1	1
60	здесь вовсе не в	2	1
61	в том и заключается	3	1
62	и даже больше того	1	1
63	и в самом деле	2	1
64	мы припомним то что	1	1
65	и именно потому что	1	1
66	дело здесь вовсе не	2	1
67	сводится к тому что	3	1
68	одного автора который бы	1	1
69	только обратить внимание на	1	1
70	то же самое и	2	1
71	выступает на первый план	1	1
72	всегда одним и тем	1	1
73	только в очень редких	1	1
74	с другой стороны он	2	1
75	в том что мы	1	1
76	о которых мы говорили	1	1
77	но никак не к	1	1
78	ответ на этот вопрос	2	1
79	до сих пор не	1	1
80	и то что в	2	1
81	состоит в том что	2	1
82	на тот факт что	1	1
83	что до сих пор	1	1
84	у нас не существует	1	1
85	видит в том что	1	1
86	в силу того что	1	1
87	в очень редких случаях	1	1
88	забывает о том что	1	1
89	которых мы говорили выше	1	1
90	и когда мы говорим	1	1
91	ни о чем не	1	1
92	не для того чтобы	1	1
93	если мы припомним то	1	1
94	на то что в	2	1
95	означает не что иное	1	1
96	вовсе не для того	2	1
97	же самое и в	1	1
98	о ком идет речь	1	1
99	а на самом деле	1	1
100	для того чтобы мы	1	1
101	вместе с тем и	1	1
102	одна из самых важных	1	1
103	как только мы пытаемся	1	1
104	именно на то что	1	1
105	мы никогда не можем	1	1
106	указанием на то что	1	1
107	на то что все	1	1
108	ни одного автора который	1	1
109	но как только мы	1	1
110	иметь в виду то	1	1
111	с одной стороны он	2	1
112	только для того чтобы	1	1
113	в каком случае нельзя	1	1
114	указывает нам на то	1	1
115	и в этом смысле	1	1
116	никак не может быть	1	1
117	какой бы то ни	1	1
118	и то обстоятельство что	1	1
119	мы имеем дело с	1	1
120	для того чтобы понять	1	1
121	в самом деле если	2	1
