N	3gram	Bakhtin_Pr	Vladivir
1	в том что	3	29
2	тем не менее	3	18
3	в то время	1	13
4	дело в том	1	13
5	в связи с	1	12
6	не может быть	11	10
7	в то же	3	10
8	с точки зрения	6	10
9	в этом смысле	3	9
10	то же время	3	9
11	а также и	1	8
12	на то что	1	8
13	на первый план	2	7
14	в свое время	1	7
15	в данном случае	4	6
16	в отличие от	5	6
17	с другой стороны	4	6
18	и в этом	1	6
19	в настоящее время	1	6
20	в истории философии	1	6
21	и в то	2	5
22	и в его	1	5
23	бы то ни	3	5
24	и в том	1	5
25	то что в	1	5
26	не говоря уже	1	5
27	не только в	2	5
28	то время как	1	5
29	можно сказать что	2	4
30	говоря уже о	1	4
31	как мы уже	1	4
32	в том же	2	4
33	для того чтобы	2	4
34	в этом отношении	2	4
35	и т д	1	4
36	не что иное	1	4
37	можно было бы	3	4
38	что иное как	1	4
39	с одной стороны	3	4
40	также и в	1	4
41	кроме того и	1	3
42	хотя бы и	1	3
43	в самом деле	3	3
44	не в том	1	3
45	во что бы	1	3
46	иметь в виду	1	3
47	а в том	1	3
48	и как мы	1	3
49	к тому что	1	3
50	самом же деле	1	3
51	на самом же	1	3
52	раз и навсегда	1	3
53	в свою очередь	1	3
54	в связи со	1	3
55	хотя и не	1	3
56	что бы то	1	3
57	и в частности	2	3
58	то ни стало	1	3
59	одной стороны и	1	2
60	и с его	2	2
61	и не в	1	2
62	так и в	2	2
63	до сих пор	1	2
64	есть не что	1	2
65	и прежде всего	5	2
66	то ни было	2	2
67	можно говорить и	2	2
68	при этом в	1	2
69	в том и	1	2
70	к нему и	2	2
71	и тем не	1	2
72	ни в чем	2	2
73	в тех же	1	2
74	а следовательно и	1	2
75	только в таком	1	2
76	но в то	1	2
77	с первого же	1	2
78	с тем что	1	2
79	как мы увидим	3	2
80	притом не только	1	2
81	это и есть	1	2
82	если бы мы	1	2
83	может быть и	1	2
84	в его работе	1	1
85	и как бы	1	1
86	все то что	3	1
87	миру и к	1	1
88	ясно что в	1	1
89	что в его	1	1
90	прежде всего от	1	1
91	отнюдь не является	1	1
92	до известной степени	1	1
93	а не с	1	1
94	в том как	1	1
95	в известной степени	2	1
96	свое время был	1	1
97	к выводу что	1	1
98	то что является	1	1
99	о которых мы	1	1
100	представителей так называемого	1	1
101	не выходит за	1	1
102	говорить и о	2	1
103	сказать и о	2	1
104	относится к нему	1	1
105	то есть не	1	1
106	далеко не всегда	3	1
107	в строгом смысле	2	1
108	его отношение к	1	1
109	конечно не в	1	1
110	строгом смысле слова	1	1
111	в дальнейшем и	1	1
112	в которой я	1	1
113	и не столь	1	1
114	себя в известной	1	1
115	же мы должны	1	1
116	чего бы то	1	1
117	и отнюдь не	1	1
118	той или иной	2	1
119	резко отличается от	1	1
120	и не с	2	1
121	и тем самым	2	1
122	в чем не	2	1
123	а в других	1	1
124	в глазах самого	1	1
125	по себе не	1	1
126	таким образом есть	1	1
127	чем иным как	1	1
128	не может иметь	1	1
129	имеет дело с	4	1
130	вопроса о значении	2	1
131	не входя в	1	1
132	к этому присоединяется	1	1
133	то же самое	2	1
134	как в его	1	1
135	является как бы	1	1
136	не довлеет себе	2	1
137	в высшей степени	5	1
138	лицом к лицу	1	1
139	могут и должны	1	1
140	к чему не	1	1
141	о том как	1	1
142	да и не	1	1
143	и должны быть	2	1
144	мы имеем дело	2	1
145	в этом последнем	1	1
146	можно найти в	1	1
147	может и не	2	1
148	она все равно	1	1
149	в государстве и	1	1
150	человека и его	1	1
151	равно как и	1	1
152	и должно быть	1	1
153	в истории и	1	1
154	не имеет к	1	1
155	не могли быть	1	1
156	в частности для	1	1
157	в себе никакой	1	1
158	в какой мере	2	1
159	но и в	2	1
160	в нем он	1	1
161	как и для	2	1
162	в том смысле	1	1
163	выходят за пределы	1	1
164	довлеет себе а	1	1
165	ни в какой	1	1
166	не выходя за	3	1
167	не может и	2	1
168	выходя за пределы	2	1
169	и в них	2	1
170	в иных случаях	3	1
171	в таких случаях	1	1
172	в основе своей	3	1
173	именно то что	1	1
174	во всех своих	2	1
175	личности в истории	1	1
176	на этот вопрос	1	1
177	здесь не может	1	1
178	должен прежде всего	1	1
179	не было бы	1	1
180	свою связь с	1	1
181	в противном случае	3	1
182	отнюдь не с	1	1
183	не чем иным	1	1
184	на нее и	1	1
185	или другими словами	1	1
186	смысле этого слова	1	1
187	в особенности же	1	1
188	скажем только что	1	1
189	при решении вопроса	1	1
190	далеко не все	1	1
191	едва ли может	1	1
192	со всеми его	1	1
193	и ничего не	1	1
194	но можно ли	1	1
195	мы будем называть	1	1
196	что и здесь	1	1
197	которой не было	1	1
198	но отнюдь не	7	1
199	решении вопроса о	1	1
200	и в свою	1	1
201	не есть ни	1	1
202	мы о ней	1	1
203	есть таким образом	2	1
204	выходит за пределы	1	1
205	мы в дальнейшем	1	1
206	а вовсе не	1	1
207	и не вполне	1	1
208	ни к чему	1	1
209	к нему с	1	1
210	и в нем	3	1
211	и не может	2	1
212	вопрос о том	1	1
213	оно может быть	1	1
214	находить в них	1	1
215	в виду что	1	1
216	и в области	2	1
217	имеем дело с	1	1
218	если бы не	1	1
