N	3gram	Propp_Isto	KulturaY
1	и т п	1	93
2	и т д	35	42
3	для того чтобы	1	38
4	в том что	6	33
5	можно было бы	5	25
6	тем не менее	7	19
7	с другой стороны	7	17
8	в зависимости от	3	16
9	до сих пор	11	14
10	в том чтобы	1	14
11	по отношению к	6	13
12	в связи с	5	12
13	не может быть	8	11
14	в этом отношении	1	11
15	в этом смысле	1	10
16	о том что	5	10
17	вместе с тем	7	9
18	того или иного	1	9
19	не в том	1	8
20	само по себе	2	8
21	на самом деле	2	8
22	не только в	5	8
23	в этом случае	3	8
24	в том случае	1	7
25	до тех пор	1	7
26	и тем не	2	7
27	с одной стороны	7	7
28	после того как	2	7
29	в отличие от	3	6
30	к тому же	1	6
31	только тогда когда	1	6
32	не говоря уже	1	6
33	можно говорить о	1	5
34	говоря уже о	1	5
35	дело не в	2	5
36	потому что он	2	5
37	более или менее	5	5
38	в соответствии с	1	5
39	и в этом	1	5
40	т е в	1	5
41	но все же	7	5
42	на этот вопрос	2	5
43	хотя бы в	1	5
44	так или иначе	1	4
45	сам по себе	1	4
46	том что он	1	4
47	в иных случаях	1	4
48	в первом случае	1	4
49	смысле этого слова	1	4
50	все же и	1	4
51	к тому что	1	4
52	т д и	2	4
53	на то что	5	4
54	только то что	1	4
55	точно так же	8	4
56	т е с	2	4
57	так же как	6	4
58	и в области	1	4
59	о том как	2	3
60	естественно поэтому что	1	3
61	силу того что	1	3
62	нужно было бы	1	3
63	вместо того чтобы	2	3
64	и вместе с	2	3
65	тех или иных	1	3
66	тех случаях когда	1	3
67	есть вместе с	1	3
68	с тем что	3	3
69	уже о том	1	3
70	в тех случаях	1	3
71	том случае когда	1	3
72	большей или меньшей	2	3
73	не только для	1	3
74	хотя бы на	1	3
75	в силу того	1	3
76	мере того как	4	3
77	мы увидим что	8	3
78	здесь можно было	1	3
79	по мере того	4	3
80	все это не	1	3
81	к тому чтобы	1	3
82	на точку зрения	1	3
83	в то время	3	3
84	в большей или	1	3
85	уже не может	1	3
86	в противном случае	1	3
87	что и в	1	3
88	не могут быть	1	3
89	в таких случаях	4	3
90	уже не только	1	3
91	что он не	4	2
92	а может быть	2	2
93	это не значит	1	2
94	в тех же	1	2
95	и прежде всего	1	2
96	но если это	2	2
97	в большинстве случаев	4	2
98	есть непременное условие	1	2
99	внимание на то	1	2
100	т е она	1	2
101	с вопросом о	1	2
102	по себе не	1	2
103	вовсе не в	1	2
104	мы могли бы	1	2
105	и тот же	2	2
106	друг от друга	1	2
107	но они не	3	2
108	и то же	1	2
109	может быть только	1	2
110	уже потому что	1	2
111	сами по себе	1	2
112	мы знаем что	7	2
113	иметь в виду	2	2
114	в данной связи	1	2
115	именно так и	2	2
116	поставить вопрос о	1	2
117	и только после	2	2
118	далеко еще не	1	2
119	это все же	1	2
120	на вопросе о	1	2
121	по сравнению со	1	2
122	бы то ни	2	2
123	для этой цели	1	2
124	быть не может	1	2
125	ответить на вопрос	1	2
126	в одном из	1	2
127	лишь тогда когда	1	2
128	но он не	1	2
129	а так как	1	2
130	но кроме того	1	2
131	что это так	1	2
132	только после того	1	2
133	в сторону от	1	2
134	один и тот	2	2
135	в другом месте	2	2
136	с течением времени	1	2
137	речь идет именно	1	2
138	такая точка зрения	1	2
139	прежде всего в	1	2
140	таким образом в	1	2
141	и в особенности	1	2
142	но дело не	1	2
143	не что иное	3	2
144	что мы имеем	3	2
