N	3gram	Losev_Dial	formyVre
1	и т п	3	32
2	то же время	8	21
3	в то же	7	18
4	в связи с	3	15
5	с точки зрения	18	15
6	друг с другом	2	13
7	для того чтобы	1	12
8	но и в	1	12
9	не только в	2	11
10	и в то	3	10
11	до сих пор	4	10
12	мы уже говорили	1	9
13	вещей и явлений	3	9
14	и т д	28	7
15	не может быть	4	7
16	в этом отношении	2	7
17	друг от друга	1	6
18	и в этом	4	6
19	и в особенности	1	6
20	во всех этих	1	6
21	с одной стороны	3	6
22	в том что	12	5
23	одной стороны и	3	5
24	в то время	2	5
25	той или иной	4	5
26	времени и пространства	2	5
27	одно и то	8	5
28	и то же	8	5
29	пространства и времени	4	5
30	в широком смысле	2	5
31	и не только	4	5
32	прежде всего необходимо	2	4
33	одних и тех	1	4
34	в нем нет	3	4
35	но все же	2	4
36	с другой стороны	7	4
37	человеческой жизни и	1	4
38	равно как и	1	4
39	связи с этим	2	4
40	и тех же	1	4
41	как раз в	1	4
42	во всяком случае	3	4
43	то время как	2	4
44	может быть и	6	4
45	в той или	3	3
46	но все эти	1	3
47	и как бы	1	3
48	до известной степени	1	3
49	точки зрения не	1	3
50	по сравнению с	2	3
51	может быть только	2	3
52	сами по себе	4	3
53	вовсе не было	1	3
54	в зависимости от	2	3
55	в чем не	1	3
56	может быть конечно	1	3
57	как мы увидим	1	3
58	как раз и	1	3
59	то же самое	3	3
60	вместе с тем	1	3
61	же как и	1	3
62	и в частности	4	3
63	но в то	1	3
64	о том что	6	3
65	так же как	1	3
66	в одно и	1	3
67	как бы ни	2	3
68	с самого начала	2	3
69	и в литературе	1	3
70	жизни и в	2	3
71	ни в чем	2	3
72	друг к другу	2	3
73	можно сказать что	6	2
74	каждом из них	1	2
75	ни с чем	1	2
76	бы она ни	2	2
77	в их живой	1	2
78	и пространства в	1	2
79	все более и	1	2
80	и чаще всего	1	2
81	и вместе с	1	2
82	в одних и	1	2
83	в данном случае	1	2
84	к тому же	2	2
85	что и все	1	2
86	так как он	2	2
87	это значит что	16	2
88	он не был	1	2
89	таким образом и	1	2
90	и должно быть	3	2
91	не было бы	2	2
92	мы находим в	2	2
93	и та же	5	2
94	она ни была	1	2
95	не было и	1	2
96	со всеми его	1	2
97	жизни так и	1	2
98	с чем не	1	2
99	бросается в глаза	1	2
100	что есть в	1	2
101	со всеми ее	1	2
102	тела и его	1	2
103	новый смысл и	1	2
104	более и более	1	2
105	во всех своих	1	2
106	в виду что	2	2
107	мы будем говорить	1	2
108	и до сих	1	2
109	как и все	1	2
110	дело в том	1	2
111	и все его	1	2
112	и ничего не	1	2
113	к тому что	3	2
114	жизнь и смерть	1	2
115	время человеческой жизни	1	2
116	одна и та	5	2
117	всего того что	1	2
118	что и в	1	2
119	потому что они	2	2
120	что он не	2	1
121	все больше и	1	1
122	в него как	1	1
123	дальше и не	1	1
124	все это мы	1	1
125	но она не	1	1
126	взгляд может показаться	1	1
127	том что все	1	1
128	точка зрения на	1	1
129	существует только для	1	1
130	по мере дальнейшего	1	1
131	никогда не был	1	1
132	как такая она	1	1
133	так и между	1	1
134	но это и	1	1
135	больше и больше	1	1
136	он не знал	1	1
137	том что в	1	1
138	но сама эта	1	1
139	в этом смысле	4	1
140	о чем мы	1	1
141	говорить и об	1	1
142	то что не	1	1
143	и в другом	1	1
144	у гете и	2	1
145	себе не имеет	1	1
146	это время как	1	1
147	постоянно имеет место	1	1
148	его отношении к	1	1
149	мы говорим о	1	1
150	и даже в	3	1
151	только в том	1	1
152	вовсе не в	3	1
153	должно быть осуществлено	1	1
154	в самом деле	3	1
155	если они не	1	1
156	первый взгляд может	1	1
157	тем не менее	3	1
158	здесь мы находим	1	1
159	когда мы говорим	2	1
160	с ним в	1	1
161	больше всего в	1	1
162	с нею в	2	1
163	бы не было	1	1
164	у него и	1	1
165	не вызывает никаких	1	1
166	исключительное по своей	1	1
167	более или менее	5	1
168	с другом в	1	1
169	как таковой не	1	1
170	это не значит	3	1
171	и пр все	1	1
172	он не имеет	1	1
173	момент в ней	1	1
174	то что можно	1	1
175	в себе самом	2	1
176	должно быть по	1	1
177	отделены друг от	1	1
178	в данном месте	1	1
179	мы можем сказать	3	1
180	только благодаря своему	1	1
181	время как бы	1	1
182	для полного уяснения	1	1
183	нечего и говорить	2	1
184	как мы это	1	1
185	связан существенно с	1	1
186	надо сказать что	1	1
187	можно говорить о	1	1
188	и всех его	1	1
189	они вовсе не	2	1
190	каждой из них	1	1
191	но он также	1	1
192	и в нем	3	1
193	мы уже знаем	4	1
194	связанные с этим	1	1
195	в них нет	2	1
196	в своей жизни	1	1
197	не может не	1	1
198	по глубине и	1	1
199	и как он	1	1
200	нам еще придется	1	1
201	смена дня и	1	1
202	сама по себе	12	1
203	с тех пор	2	1
204	это вовсе не	2	1
205	и говорить о	2	1
206	но все это	2	1
207	только то что	6	1
208	богов и т	1	1
209	все это не	1	1
210	жизнь со всеми	1	1
211	на одну минуту	1	1
212	не то что	1	1
213	его жизни в	1	1
214	так же и	1	1
215	и в том	1	1
216	и только свет	1	1
217	ничего нового не	1	1
218	все эти элементы	1	1
219	или хотя бы	2	1
220	и не может	1	1
221	в чистом виде	1	1
222	в одном месте	1	1
223	в определенном направлении	1	1
224	перед нами два	1	1
225	сих пор не	1	1
226	может показаться что	1	1
227	может быть еще	1	1
228	чистом виде но	1	1
229	них нет никакой	1	1
230	пространством и временем	1	1
231	никогда не бывает	1	1
232	что в основе	1	1
233	как то что	1	1
234	но и это	1	1
235	даже то что	1	1
236	и может быть	3	1
237	они даны в	1	1
238	она ни в	1	1
239	что они вовсе	1	1
240	в это время	1	1
241	дня и ночи	1	1
242	не происходит в	1	1
243	хотя это и	1	1
244	конечно прежде всего	1	1
245	и все вообще	1	1
246	в данный момент	1	1
247	без всякого труда	1	1
248	и в них	1	1
249	к выводу что	2	1
250	не был бы	1	1
251	и нигде не	1	1
252	и той же	1	1
253	но не на	1	1
254	связаны между собою	1	1
255	отсюда становится ясным	1	1
256	в этом и	1	1
257	и пространства и	1	1
258	вызывает никаких сомнений	1	1
259	что в этих	1	1
260	существования но и	1	1
261	у достоевского в	1	1
262	это не имеет	1	1
263	в них не	1	1
264	времени в античном	1	1
265	поэтому все эти	1	1
266	хотя и не	1	1
267	но в конце	1	1
268	не связан существенно	1	1
269	на самом деле	3	1
270	что на самом	1	1
271	другой стороны в	1	1
272	же самое мы	1	1
273	к ним не	1	1
274	широком смысле но	1	1
275	и с точки	1	1
276	друг другу но	1	1
277	весь мир как	1	1
278	получают новый смысл	1	1
279	он вступает в	1	1
280	в конце концов	4	1
281	подобно тому как	1	1
282	но это значит	1	1
283	сказать что здесь	1	1
284	это уже не	1	1
285	так и его	1	1
286	которые могут быть	1	1
287	мир в котором	1	1
288	главным образом в	1	1
289	так что в	1	1
290	именно в том	1	1
291	еще никогда не	1	1
292	и ни от	1	1
293	тогда когда оно	2	1
294	есть прежде всего	1	1
295	было бы и	2	1
296	том что он	1	1
297	смерти и воскресения	1	1
298	хотя бы в	1	1
299	друг в друга	1	1
300	не могут быть	1	1
301	могла быть только	1	1
302	указанные нами выше	1	1
303	в одном неделимом	1	1
304	в новое время	1	1
305	в таком виде	1	1
306	на первый взгляд	2	1
307	в результате всего	1	1
308	в отношении к	1	1
309	никогда не может	2	1
310	было бы совершенно	1	1
311	так как все	1	1
312	та или иная	4	1
313	что в нем	4	1
314	это и не	2	1
315	в своем строении	1	1
316	в нем и	2	1
317	одной и той	1	1
318	т д но	2	1
319	во всем этом	1	1
320	в себе и	1	1
321	только и существуют	1	1
322	теперь мы должны	1	1
323	и следовательно в	1	1
324	ровно ничего не	3	1
325	в другом случае	1	1
326	в жизни и	1	1
327	а не о	1	1
